N	2gram	Losev_Dial_1	FransuaR
1	и в	18	29
2	и не	30	16
3	в эпоху	2	15
4	и все	3	13
5	как и	2	12
6	но в	6	12
7	так и	9	11
8	в этом	12	11
9	то же	10	10
10	как мы	4	10
11	в то	6	10
12	не только	13	10
13	вовсе не	7	9
14	в конце	4	9
15	но и	7	9
16	все эти	2	9
17	и с	5	9
18	же время	4	8
19	прежде всего	10	8
20	в его	3	8
21	как бы	11	8
22	в них	3	7
23	еще и	3	7
24	так же	4	7
25	в том	9	7
26	так как	11	7
27	из них	2	6
28	здесь в	2	6
29	поэтому и	2	5
30	что это	11	5
31	это не	9	5
32	это и	4	5
33	и о	3	5
34	в нем	16	5
35	в своей	2	5
36	сказать что	10	5
37	он и	2	5
38	но они	2	4
39	что он	11	4
40	но это	8	4
41	есть и	5	4
42	связанные с	2	4
43	еще не	2	4
44	и есть	16	4
45	конце концов	3	4
46	один из	3	4
47	то что	13	4
48	жизни и	3	4
49	конечно не	3	4
50	все это	11	4
51	на самом	3	4
52	с другой	6	4
53	жизнь и	3	4
54	также и	7	4
55	точки зрения	17	4
56	всех этих	3	3
57	они были	2	3
58	в частности	2	3
59	в качестве	2	3
60	в своем	5	3
61	и так	2	3
62	все же	5	3
63	но как	2	3
64	том что	9	3
65	и как	7	3
66	в дальнейшем	5	3
67	мы видим	4	3
68	то в	7	3
69	такой же	2	3
70	более или	3	3
71	что здесь	2	3
72	мы можем	4	3
73	того что	2	3
74	и их	2	3
75	он не	3	3
76	к нему	8	3
77	образом и	2	3
78	или менее	3	3
79	но конечно	2	3
80	другой стороны	4	3
81	в разных	3	3
82	и вот	6	3
83	у них	3	3
84	для того	2	3
85	с него	2	3
86	и даже	13	3
87	с ними	2	3
88	в ней	3	3
89	же и	2	3
90	в себе	11	3
91	почти все	2	3
92	в чем	6	3
93	уже и	3	2
94	к этому	2	2
95	в этих	5	2
96	быть может	4	2
97	другими словами	2	2
98	к тому	4	2
99	но только	3	2
100	ни в	15	2
101	да и	6	2
102	что я	3	2
103	тех кто	2	2
104	что они	3	2
105	именно в	2	2
106	мы увидим	2	2
107	на этом	2	2
108	но не	4	2
109	на нем	2	2
110	одной стороны	2	2
111	не может	12	2
112	о чем	2	2
113	о своем	2	2
114	и мы	5	2
115	стороны в	2	2
116	может быть	17	2
117	хотя и	4	2
118	никогда не	9	2
119	уже не	2	2
120	в виду	5	2
121	в котором	4	2
122	если в	3	2
123	со стороны	2	2
124	и для	2	2
125	ни с	6	2
126	но она	3	2
127	как в	2	2
128	в их	3	2
129	как раз	4	2
130	в особенности	5	2
131	с одной	2	2
132	и у	2	2
133	и эта	2	2
134	с точки	12	2
135	и то	9	2
136	то он	2	2
137	и при	2	2
138	в основе	3	2
139	даже и	3	2
140	только в	3	2
141	о том	4	2
142	как он	4	2
143	и это	2	2
144	с ним	6	2
145	это конечно	2	2
146	учения о	2	2
147	живой и	2	2
