N	2gram	Bakhtin_Pr_2	Problema
1	и не	42	28
2	то есть	50	27
3	не только	16	24
4	только в	9	23
5	вовсе не	7	21
6	в том	8	20
7	и в	45	20
8	ни в	2	17
9	все эти	4	16
10	то что	5	15
11	потому что	8	15
12	у нас	2	14
13	было бы	4	14
14	той или	3	14
15	но и	15	14
16	точки зрения	19	14
17	перед нами	4	13
18	или иной	3	13
19	не в	8	13
20	даже и	2	13
21	в нашем	2	12
22	не есть	2	12
23	в себе	5	12
24	том что	7	12
25	прежде всего	11	11
26	по себе	8	11
27	с точки	9	11
28	не менее	2	10
29	не является	3	10
30	так и	3	10
31	и его	8	10
32	может быть	18	9
33	все это	5	9
34	и даже	3	9
35	в этом	20	9
36	художественные образы	2	9
37	если бы	2	8
38	что он	7	8
39	таким образом	11	8
40	в той	3	8
41	в результате	3	8
42	но в	6	8
43	это не	3	7
44	есть в	8	7
45	еще не	9	7
46	и потому	6	7
47	то же	5	7
48	именно в	3	7
49	а не	10	7
50	сказать что	5	7
51	и с	7	7
52	в ней	7	7
53	здесь не	2	7
54	хотя бы	5	7
55	об этом	3	6
56	и от	3	6
57	по крайней	2	6
58	а только	2	6
59	так что	2	6
60	как и	14	6
61	но это	2	6
62	при этом	2	6
63	крайней мере	2	6
64	в виду	2	6
65	в таком	3	6
66	мы имеем	2	6
67	но не	6	5
68	хотя и	2	5
69	в нем	20	5
70	здесь в	2	5
71	в смысле	2	5
72	можно сказать	2	5
73	в ее	3	5
74	и о	2	5
75	человеческой жизни	2	5
76	жизни и	15	5
77	как в	4	5
78	так же	5	5
79	не может	24	5
80	в них	4	5
81	так как	5	5
82	уже не	6	5
83	или в	2	5
84	в этих	4	5
85	ничего общего	2	5
86	о том	3	5
87	уже в	4	4
88	у достоевского	14	4
89	и для	2	4
90	в одном	6	4
91	и ее	7	4
92	в самой	3	4
93	тем самым	2	4
94	одной из	2	4
95	в своей	6	4
96	что она	4	4
97	как бы	15	4
98	не имеет	3	4
99	во всех	4	4
100	ни с	2	4
101	а в	3	4
102	что не	5	4
103	можно было	2	4
104	жизнь и	3	4
105	как раз	6	4
106	человеческих отношений	2	4
107	в то	5	4
108	в художественном	3	4
109	с ним	8	4
110	нет ни	3	4
111	человека в	5	3
112	и более	2	3
113	были бы	2	3
114	все они	4	3
115	о себе	3	3
116	если не	2	3
117	он как	3	3
118	в жизни	3	3
119	художественного образа	2	3
120	этом смысле	5	3
121	в условиях	2	3
122	и к	2	3
123	как мы	8	3
124	для него	9	3
125	и как	2	3
126	но все	4	3
127	в начале	2	3
128	в истории	2	3
129	сознания и	6	3
130	конечно не	6	3
131	в его	22	3
132	не так	2	3
133	здесь нет	2	3
134	только для	2	3
135	что и	5	3
136	в зависимости	3	3
137	что в	6	3
138	другими словами	2	3
139	бы и	3	3
140	в своем	5	3
141	не было	2	3
142	самом деле	4	3
143	из которых	2	3
144	к нему	11	3
145	с другими	7	3
146	которая не	2	3
147	и на	7	3
148	тем что	2	3
149	из них	9	3
150	правда в	2	3
151	чем же	2	3
152	имеем в	2	3
153	но как	2	3
154	в сознании	2	3
155	мы должны	4	3
156	зависимости от	3	3
157	как это	2	3
158	в области	2	3
159	мы можем	4	3
160	за собой	2	2
161	все время	3	2
162	а может	3	2
163	для этого	3	2
164	в конце	4	2
165	не раз	2	2
166	была бы	3	2
167	в литературе	6	2
168	для себя	3	2
169	с его	8	2
170	нет и	3	2
171	сама по	5	2
172	как же	2	2
173	остановимся на	2	2
174	что они	3	2
175	так чтобы	2	2
176	они и	2	2
177	для них	3	2
178	в пределах	4	2
179	тот же	2	2
180	кажется что	2	2
181	на его	5	2
182	в самом	13	2
183	за пределы	5	2
184	они могут	3	2
185	он не	9	2
186	перестает быть	3	2
187	относится к	2	2
188	здесь конечно	2	2
189	в котором	7	2
190	все же	4	2
191	с ее	3	2
192	себя в	2	2
193	бы быть	2	2
194	но только	2	2
195	а именно	3	2
196	и прежде	2	2
197	жизни в	2	2
198	и что	2	2
199	мифа и	2	2
200	и он	3	2
201	только что	2	2
202	и по	2	2
203	есть только	4	2
204	друг друга	7	2
205	с ними	4	2
206	у меня	3	2
207	во все	2	2
208	далеко не	4	2
209	его в	3	2
210	в чем	2	2
211	в которой	2	2
212	тотчас же	2	2
213	в романах	8	2
214	это было	2	2
