N	2gram	Bakhtin_Pr_4	Poddanst
1	не только	14	17
2	и в	46	14
3	и не	27	12
4	в отношении	3	10
5	в этом	16	10
6	то же	6	9
7	в том	9	9
8	но в	6	9
9	хотя бы	2	8
10	в пределах	10	8
11	же время	5	7
12	в то	5	7
13	только в	6	7
14	но и	12	6
15	было бы	3	6
16	с другой	3	5
17	не в	10	5
18	в которых	2	5
19	и пр	2	5
20	отношении к	2	5
21	и о	3	5
22	может быть	23	5
23	в котором	5	4
24	то что	4	4
25	что в	4	4
26	если бы	3	4
27	в своем	3	4
28	не может	19	4
29	по себе	7	4
30	и к	9	4
31	а в	2	4
32	том что	4	4
33	как бы	19	4
34	сами по	2	3
35	в нем	17	3
36	это не	5	3
37	прежде всего	9	3
38	с точки	9	3
39	мы не	4	3
40	и как	2	3
41	между тем	2	3
42	но не	4	3
43	могут быть	2	3
44	точки зрения	11	3
45	в себе	7	3
46	что мы	2	3
47	потому что	4	3
48	хотя и	6	3
49	не менее	2	2
50	том числе	4	2
51	и резко	2	2
52	и тем	2	2
53	в мире	3	2
54	не к	3	2
55	во всех	5	2
56	все это	6	2
57	как раз	7	2
58	отношения к	2	2
59	с этим	2	2
60	в жизни	5	2
61	именно как	2	2
62	еще более	3	2
63	и других	4	2
64	стороны и	2	2
65	а не	11	2
66	бы ни	2	2
67	слова но	4	2
68	точек зрения	4	2
69	должно быть	4	2
70	для нас	2	2
71	если в	2	2
72	есть в	6	2
73	одна из	2	2
74	не нужно	2	2
75	не было	2	2
76	в общем	2	2
77	например в	4	2
78	и это	3	2
79	никак не	3	2
80	да и	4	2
81	в его	9	2
82	и с	7	2
