N	2gram	Ircho_Kome_2	KulturaY
1	и т	2	54
2	т п	2	41
3	и в	26	23
4	точки зрения	4	23
5	в том	11	22
6	не только	7	17
7	было бы	8	16
8	в этом	10	16
9	может быть	11	14
10	что в	9	13
11	в самом	4	13
12	не менее	4	12
13	для того	5	12
14	потому что	6	12
15	вопрос о	3	11
16	том что	9	11
17	в его	4	11
18	того чтобы	6	11
19	можно было	4	11
20	и не	14	10
21	прежде всего	4	9
22	еще не	6	9
23	хотя бы	2	9
24	таким образом	6	9
25	так как	4	9
26	если бы	9	8
27	до сих	2	8
28	сих пор	2	8
29	в виду	2	8
30	в нашем	2	7
31	с другой	2	7
32	и что	2	7
33	как это	4	7
34	того как	3	7
35	с тем	5	6
36	что и	7	6
37	что он	5	6
38	в силу	2	6
39	после того	2	6
40	тот же	2	6
41	так и	12	6
42	в их	3	6
43	не может	3	6
44	то же	3	6
45	говорить о	2	6
46	связи с	3	6
47	только в	4	6
48	о том	6	6
49	независимо от	5	5
50	и есть	2	5
51	вовсе не	2	5
52	как и	4	5
53	не в	2	5
54	хотя и	4	5
55	что она	2	5
56	как бы	2	5
57	все же	4	5
58	от того	2	5
59	в связи	3	5
60	как мы	4	5
61	а в	3	5
62	тем что	3	5
63	из этих	4	5
64	в первом	2	5
65	тому что	4	4
66	ясно что	8	4
67	один из	5	4
68	для нас	3	4
69	в целом	4	4
70	того же	3	4
71	тех пор	3	4
72	одной стороны	2	4
73	столь же	9	4
74	в своей	3	4
75	в ее	2	4
76	то что	6	4
77	до тех	3	4
78	как в	3	4
79	целый ряд	2	4
80	в своем	6	4
81	не было	3	4
82	с одной	2	4
83	в той	2	4
84	между тем	4	4
85	которые в	2	4
86	тех же	3	4
87	уже в	4	3
88	что это	4	3
89	отнюдь не	2	3
90	это не	2	3
91	к тому	12	3
92	и к	2	3
93	что на	3	3
94	ни в	5	3
95	с этой	3	3
96	что именно	2	3
97	но не	3	3
98	по поводу	3	3
99	в первую	3	3
100	в какой	2	3
101	он не	2	3
102	но если	3	3
103	речь идет	3	3
104	то это	2	3
105	отношение к	2	3
106	но и	10	3
107	первую очередь	3	3
108	по отношению	3	3
109	тому же	11	3
110	мы находим	2	3
111	мы не	2	3
112	не по	4	3
113	в ней	3	3
114	не имеет	3	3
115	и с	5	3
116	бы и	2	3
117	той же	3	3
118	в то	6	3
119	том числе	3	2
120	все это	3	2
121	но все	3	2
122	о чем	3	2
123	в частности	4	2
124	сразу же	4	2
125	в одном	2	2
126	и я	2	2
127	не более	2	2
128	в тех	3	2
129	к его	2	2
130	и здесь	6	2
131	чем в	2	2
132	по своему	2	2
133	также что	2	2
134	когда в	2	2
135	и если	2	2
136	в качестве	5	2
137	каждой из	2	2
138	чем это	2	2
139	в котором	3	2
140	однако в	2	2
141	его в	4	2
142	говоря уже	2	2
143	отношению к	3	2
144	себя внимание	5	2
145	вместе с	9	2
146	не говоря	2	2
147	уже о	2	2
148	так в	2	2
149	в отличие	2	2
150	еще более	2	2
151	в двух	6	2
152	мы найдем	3	2
153	более чем	4	2
154	на этот	4	2
155	такая же	2	2
156	по адресу	4	2
157	на себя	7	2
158	во всяком	2	2
159	на протяжении	10	2
160	на этом	2	2
161	как он	3	2
162	в этих	4	2
163	отличие от	2	2
164	мы имеем	2	2
165	но в	3	2
166	имеет в	2	2
