N	2gram	Tiupa_Lite_3	Analitik
1	в тексте	4	24
2	тогда как	17	19
3	в этом	14	18
4	в частности	11	16
5	и в	16	16
6	не только	14	16
7	так и	9	15
8	как и	5	14
9	в том	12	12
10	своего рода	10	12
11	но и	14	12
12	и не	22	12
13	том что	8	12
14	в качестве	5	11
15	как бы	8	10
16	при этом	15	10
17	а не	12	10
18	лишь в	5	9
19	и даже	2	9
20	в этой	8	9
21	то есть	5	9
22	в данном	4	8
23	отнюдь не	3	8
24	состоит в	6	8
25	уединенного сознания	14	8
26	в целом	5	8
27	и т.п	6	8
28	не случайно	3	8
29	представляет собой	2	8
30	всего лишь	5	8
31	к тому	6	7
32	в себе	6	7
33	то что	12	7
34	о том	6	7
35	а также	4	7
36	с другой	6	6
37	в самом	3	6
38	в мире	16	6
39	и на	2	6
40	может быть	12	6
41	как это	3	6
42	но в	3	6
43	в сторону	3	5
44	произведения в	3	5
45	и к	3	5
46	данном случае	4	5
47	с одной	4	5
48	на себя	2	5
49	лирического героя	7	5
50	не менее	2	4
51	в конце	2	4
52	можно сказать	2	4
53	уже не	3	4
54	тому же	5	4
55	не в	10	4
56	но не	4	4
57	того же	2	4
58	тем самым	7	4
59	для него	2	4
60	одной стороны	4	4
61	и тем	3	4
62	не с	2	4
63	отношению к	4	4
64	во второй	2	4
65	во всех	2	4
66	как в	5	4
67	как раз	2	4
68	по отношению	4	4
69	не может	8	4
70	и его	6	4
71	то же	9	4
72	коммуникативного события	5	4
73	хотя и	4	4
74	он в	2	4
75	точки зрения	7	4
76	только в	7	4
77	в рамках	4	3
78	место в	4	3
79	никогда не	4	3
80	как о	2	3
81	одного из	2	3
82	прежде всего	3	3
83	или иной	2	3
84	не удивительно	2	3
85	в ситуации	2	3
86	было бы	2	3
87	и сам	2	3
88	несмотря на	2	3
89	и если	4	3
90	на его	3	3
91	лирическая героиня	2	3
92	той или	2	3
93	что и	2	3
94	из них	4	3
95	в первой	2	3
96	со стороны	7	3
97	в словах	3	3
98	и одновременно	2	3
99	если бы	2	3
100	авторитарного сознания	2	3
101	этом отношении	5	3
102	не знает	2	3
103	именно в	5	3
104	на смену	3	3
105	а в	5	3
106	как мы	2	3
107	тому как	3	3
108	с ними	2	3
109	автора и	2	3
110	тем что	2	3
111	подобно тому	2	3
112	я в	7	3
113	как будто	4	3
114	удивительно что	2	3
115	эстетического объекта	6	3
116	едва ли	3	3
117	я и	10	3
118	художественного произведения	2	2
119	в противоположность	2	2
120	того что	9	2
121	перед лицом	4	2
122	как писал	2	2
123	в одном	4	2
124	к этому	2	2
125	в случае	2	2
126	вследствие этого	2	2
127	не знаю	2	2
128	по себе	2	2
129	на то	2	2
130	а затем	3	2
131	отличие от	5	2
132	по существу	4	2
133	в соответствии	3	2
134	соответствии с	5	2
135	присутствия в	6	2
136	же время	7	2
137	что в	2	2
138	еще не	6	2
139	о чем	3	2
140	такого рода	10	2
141	размышляет о	5	2
142	в своей	7	2
143	нас к	2	2
144	текста и	2	2
145	ни с	2	2
146	еще в	3	2
147	к предмету	2	2
148	даже в	4	2
149	один из	2	2
150	с ее	3	2
151	себя в	7	2
152	в отличие	5	2
153	вместе с	5	2
154	вслед за	3	2
155	другой стороны	2	2
156	внимание на	2	2
157	своего другого	4	2
158	в нас	2	2
159	отношения к	3	2
160	той же	3	2
161	я как	4	2
162	и наоборот	2	2
163	объекта и	2	2
164	и для	4	2
165	с точки	3	2
166	так же	2	2
167	и адресата	2	2
168	оказывается не	2	2
169	между тем	3	2
170	одно из	4	2
171	он и	2	2
172	в то	9	2
173	в его	6	2
174	в поэзии	5	2
175	его в	2	2
176	эстетическим субъектом	2	2
177	особого рода	5	2
