N	2gram	Bakhtin_Fr_4	Istorich
1	и в	29	22
2	в этом	11	17
3	не только	10	14
4	мы видели	7	13
5	в доме	3	12
6	но и	9	12
7	и не	16	12
8	может быть	2	11
9	в этих	2	11
10	или в	2	11
11	еще не	4	10
12	таким образом	20	10
13	но в	12	10
14	что он	4	9
15	в нем	5	9
16	в том	7	9
17	что они	2	8
18	том что	3	8
19	мы видим	3	8
20	как мы	10	8
21	другой стороны	3	7
22	с другой	4	7
23	к этому	2	7
24	но не	2	7
25	то что	4	7
26	из них	6	7
27	уже не	2	7
28	и здесь	3	7
29	так как	7	7
30	там где	3	7
31	связи с	2	6
32	в них	7	6
33	это не	5	6
34	что здесь	3	6
35	мы уже	10	6
36	то же	10	6
37	друг друга	2	6
38	мы можем	3	6
39	во время	10	6
40	в частности	3	5
41	есть и	4	5
42	один из	4	5
43	все же	3	5
44	он не	3	5
45	того что	3	5
46	к нему	3	5
47	у меня	2	5
48	в этой	13	5
49	и другие	2	4
50	в другой	2	4
51	в дальнейшем	3	4
52	только в	2	4
53	на этом	2	4
54	они не	2	4
55	его и	2	4
56	мы здесь	2	4
57	и его	8	4
58	и на	11	4
59	не может	2	4
60	но он	6	4
61	тем что	4	4
62	и они	3	4
63	все эти	9	4
64	в других	2	4
65	и с	9	4
66	связана с	4	3
67	что у	3	3
68	превращается в	3	3
69	в одной	2	3
70	и все	13	3
71	прежде всего	8	3
72	к тому	2	3
73	и к	2	3
74	а затем	3	3
75	как и	12	3
76	и как	3	3
77	но это	4	3
78	у него	5	3
79	мы увидим	2	3
80	на его	2	3
81	между прочим	2	3
82	в его	8	3
83	никогда не	2	3
84	видели как	3	3
85	со стороны	2	3
86	и у	2	3
87	так же	7	3
88	с ними	3	3
89	сказать что	5	3
90	он и	5	3
91	далеко не	5	3
92	о том	2	3
93	его в	9	3
94	здесь не	3	3
95	их в	2	3
96	в чем	3	3
97	все время	3	2
98	всех этих	3	2
99	связанных с	2	2
100	и есть	4	2
101	и др	4	2
102	здесь и	3	2
103	и так	3	2
104	в жизни	2	2
105	вовсе не	9	2
106	вследствие чего	2	2
107	но конечно	3	2
108	уже давно	2	2
109	ни в	2	2
110	такой же	3	2
111	но они	4	2
112	с одной	2	2
113	как в	2	2
114	при этом	3	2
115	в качестве	3	2
116	то время	2	2
117	одной стороны	2	2
118	не мог	2	2
119	и о	5	2
120	да и	2	2
121	хотя и	2	2
122	в ней	3	2
123	но этот	2	2
124	в котором	2	2
125	и это	2	2
126	после этого	2	2
127	жизни и	4	2
128	нет ничего	2	2
129	связан с	4	2
130	но она	2	2
131	образом и	3	2
132	так и	11	2
133	где они	2	2
134	за счет	3	2
135	в своем	3	2
136	в особенности	2	2
137	той же	3	2
138	на самом	4	2
139	и вот	3	2
140	там же	3	2
141	образом в	3	2
142	и даже	3	2
143	и для	2	2
144	роль в	3	2
145	со своими	2	2
146	и то	2	2
147	точки зрения	4	2
148	этой системы	4	2
149	в то	10	2
150	как будто	2	2
151	большинстве случаев	5	2
152	а также	2	2
153	же не	2	2
