N	2gram	Vygotskiy__4	StatiiOP
1	и в	33	25
2	в этом	28	24
3	в том	21	20
4	что в	21	19
5	что он	20	19
6	может быть	22	19
7	тем что	3	19
8	что это	13	16
9	том что	22	15
10	в этой	9	14
11	в его	10	12
12	то что	44	12
13	не только	7	12
14	так что	7	11
15	прежде всего	2	10
16	таким образом	13	10
17	и не	13	10
18	у него	6	9
19	но и	3	9
20	и т	6	8
21	все это	13	8
22	в своих	3	8
23	о том	20	8
24	это было	4	8
25	это не	6	7
26	что касается	2	7
27	было бы	12	7
28	с этим	5	7
29	не может	10	7
30	точки зрения	6	7
31	из его	2	7
32	в то	3	7
33	место в	2	6
34	из этих	2	6
35	в конце	8	6
36	не в	2	6
37	только в	4	6
38	как бы	25	6
39	как в	3	6
40	как на	6	6
41	а в	4	6
42	и на	5	6
43	в трагедии	10	6
44	т п	3	6
45	в русской	2	6
46	то же	9	5
47	у шекспира	2	5
48	в них	2	5
49	потому что	24	5
50	с другой	2	5
51	на то	10	5
52	ни в	3	5
53	об этом	4	5
54	говорит что	10	5
55	в котором	2	5
56	и это	5	5
57	а не	6	5
58	того что	4	5
59	другой стороны	2	5
60	он не	11	5
61	так и	3	5
62	мы имеем	2	5
63	но в	2	5
64	с тем	4	4
65	всяком случае	3	4
66	эта трагедия	2	4
67	точка зрения	2	4
68	в жизни	4	4
69	это в	4	4
70	была бы	2	4
71	а как	2	4
72	у нас	4	4
73	как и	5	4
74	мы видим	6	4
75	можно сказать	2	4
76	если бы	10	4
77	например в	3	4
78	и к	2	4
79	он говорит	3	4
80	в ней	6	4
81	в своей	4	4
82	в целом	5	4
83	из этого	5	4
84	связь с	5	4
85	своей трагедии	4	4
86	не было	3	4
87	этой трагедии	3	4
88	из которых	3	4
89	с точки	4	4
90	и для	3	4
91	и с	2	4
92	время как	2	4
93	сказать что	13	4
94	во всяком	3	4
95	в каком	8	4
96	все же	5	4
97	в которой	4	4
98	что эти	2	4
99	то время	2	4
100	ничего не	2	4
101	что все	11	3
102	уже в	2	3
103	с его	2	3
104	все они	2	3
105	тому что	6	3
106	в какой	5	3
107	во время	6	3
108	трагедии в	2	3
109	к этому	4	3
110	же время	2	3
111	и здесь	3	3
112	всех этих	3	3
113	с этой	4	3
114	и что	25	3
115	на этом	3	3
116	до конца	7	3
117	одной стороны	3	3
118	и если	9	3
119	о которых	2	3
120	и наконец	2	3
121	быть это	2	3
122	конце концов	3	3
123	все эти	6	3
124	не является	2	3
125	со стороны	2	3
126	в словах	2	3
127	в их	2	3
128	как раз	9	3
129	что этот	3	3
130	что мы	6	3
131	и его	5	3
132	что для	5	3
133	в рассказе	8	3
134	в виде	3	3
135	но он	6	3
136	говорить о	3	3
137	связи с	2	3
138	так как	12	3
139	свою трагедию	2	3
140	на тему	2	3
141	а с	2	2
142	не был	2	2
143	все время	24	2
144	при помощи	4	2
145	должен был	3	2
146	никогда не	5	2
147	он может	2	2
148	для этого	8	2
149	что у	4	2
150	в одной	2	2
151	вовсе не	5	2
152	в такой	2	2
153	и ее	2	2
154	самого начала	5	2
155	что именно	3	2
156	к тому	12	2
157	как мы	4	2
158	без всякого	2	2
159	трагедии и	6	2
160	что его	3	2
161	к такому	2	2
162	но все	2	2
163	такой же	2	2
164	что они	6	2
165	так чтобы	2	2
166	что если	3	2
167	но не	3	2
168	времени и	2	2
169	к своей	3	2
170	до сих	3	2
171	и может	5	2
172	в это	2	2
173	в самом	12	2
174	в сущности	6	2
175	во всех	2	2
176	одна из	4	2
177	том чтобы	4	2
178	которую он	2	2
179	в уста	3	2
180	слова как	3	2
181	в виду	2	2
182	речь идет	3	2
183	один из	2	2
184	и за	3	2
185	вместе с	8	2
186	сих пор	3	2
187	ее в	4	2
188	только что	15	2
189	внимание на	2	2
190	взгляд на	2	2
191	не на	2	2
192	и только	7	2
193	быть не	2	2
194	т д	2	2
195	с ее	3	2
196	как я	3	2
197	с одной	3	2
198	и других	4	2
199	не просто	4	2
200	на нее	2	2
201	заключается в	5	2
202	самом деле	12	2
203	с самого	5	2
204	для того	23	2
205	в драме	3	2
206	что не	4	2
207	тему о	2	2
208	его не	2	2
209	той же	4	2
210	мы не	5	2
211	в которых	3	2
212	можно найти	2	2
213	слово в	2	2
214	в результате	2	2
215	ни на	2	2
216	одно из	2	2
217	этого слова	3	2
218	что эта	6	2
219	не имеет	2	2
220	к этой	3	2
221	не потому	2	2
222	то есть	13	2
