N	2gram	Tiupa_Hudo_1	Analitik
1	не только	12	22
2	тогда как	7	20
3	и в	14	18
4	как и	9	14
5	так и	13	14
6	в этом	11	14
7	но и	5	13
8	и его	5	13
9	в частности	5	12
10	том что	16	12
11	в качестве	9	12
12	и не	2	12
13	при этом	12	11
14	а в	7	10
15	как бы	7	10
16	может быть	5	9
17	со стороны	3	9
18	в тексте	3	9
19	что в	6	9
20	а не	12	9
21	в том	12	9
22	с его	5	8
23	в первой	6	8
24	своего рода	7	8
25	и даже	3	8
26	не случайно	7	8
27	всего лишь	4	8
28	притча о	3	7
29	но не	3	7
30	в его	8	7
31	в русской	4	7
32	отношению к	8	7
33	во второй	5	7
34	как раз	4	7
35	по отношению	8	7
36	к тому	7	6
37	не в	7	6
38	в начале	2	6
39	для него	10	6
40	еще не	7	6
41	в этой	8	6
42	он не	4	6
43	в их	2	6
44	художественного целого	4	6
45	о том	12	6
46	никогда не	6	5
47	однако в	2	5
48	в конце	4	5
49	прежде всего	11	5
50	как нам	2	5
51	такого рода	3	5
52	в самом	4	5
53	как правило	6	5
54	в мире	3	5
55	а а	2	5
56	лишь в	3	5
57	уже не	7	5
58	той же	2	5
59	в результате	2	5
60	между тем	8	5
61	не менее	5	4
62	перед нами	5	4
63	отнюдь не	3	4
64	в своем	4	4
65	столь же	4	4
66	состоит в	2	4
67	по себе	2	4
68	что он	9	4
69	можно сказать	4	4
70	и к	4	4
71	себя в	4	4
72	в пределах	3	4
73	и а	5	4
74	картина мира	4	4
75	все же	3	4
76	картины мира	4	4
77	русской литературе	3	4
78	приводит к	3	4
79	внимание на	2	4
80	а и	2	4
81	в заключительной	3	4
82	и на	3	4
83	притчи и	3	4
84	героя и	5	4
85	в рамках	2	3
86	однако и	3	3
87	не столько	2	3
88	ключ к	2	3
89	личности в	7	3
90	в ее	3	3
91	было бы	6	3
92	же время	8	3
93	художественной реальности	3	3
94	если в	2	3
95	к жизни	5	3
96	впервые в	2	3
97	с ее	2	3
98	в целом	2	3
99	как в	8	3
100	все это	2	3
101	так в	2	3
102	то же	9	3
103	не было	4	3
104	этом отношении	3	3
105	именно в	7	3
106	что не	2	3
107	мы не	2	3
108	ничего не	8	3
109	пока еще	2	3
110	с этим	3	3
111	точки зрения	5	3
112	но как	2	3
113	говорить о	3	3
114	в финале	3	3
115	в то	8	3
116	его в	3	3
117	здесь не	2	3
118	едва ли	3	3
119	я и	2	3
120	в ответ	2	2
121	представляется нам	2	2
122	все эти	3	2
123	конечном счете	2	2
124	в анекдоте	4	2
125	это не	7	2
126	человеческого я	4	2
127	и от	4	2
128	художественности в	2	2
129	себе самому	3	2
130	в нем	3	2
131	наш взгляд	2	2
132	несмотря на	4	2
133	тем не	4	2
134	же в	3	2
135	да и	2	2
136	то в	4	2
137	в противовес	2	2
138	одна из	2	2
139	по своему	3	2
140	например в	2	2
141	на его	2	2
142	значительной степени	2	2
143	анекдот и	4	2
144	иначе говоря	2	2
145	по преимуществу	3	2
146	хотя и	2	2
147	в ней	4	2
148	об этом	5	2
149	в конечном	2	2
150	и потому	2	2
151	а также	3	2
152	героем анекдота	2	2
153	по своей	4	2
154	авторской позиции	2	2
155	даже в	3	2
156	один из	4	2
157	то что	8	2
158	со мною	2	2
159	что она	4	2
160	в форме	2	2
161	анекдота и	11	2
162	не может	7	2
163	как к	3	2
164	но с	2	2
165	уже говорилось	2	2
166	в себя	2	2
167	жанровой стратегии	2	2
168	самом деле	5	2
169	в значительной	2	2
170	на наш	2	2
171	с точки	3	2
172	и он	5	2
173	и по	3	2
174	персонажа в	2	2
175	и для	3	2
176	для притчи	2	2
177	в глазах	6	2
178	притчи в	2	2
179	тем что	3	2
180	личности и	2	2
181	герой анекдота	2	2
182	в себе	11	2
183	только в	5	2
184	и все	4	2
185	так сказать	2	2
186	но в	5	2
187	о своей	2	2
