N	2gram	Propp_Isto_5	Myshleni
1	в том	6	42
2	том что	8	35
3	таким образом	9	25
4	точки зрения	2	24
5	в этом	10	24
6	в качестве	7	21
7	и в	25	20
8	что в	8	19
9	то же	4	16
10	то что	7	15
11	не только	13	15
12	как мы	5	13
13	с другой	9	12
14	потому что	7	12
15	может быть	17	12
16	в целом	3	11
17	так же	5	11
18	в его	12	11
19	мы должны	4	11
20	того что	2	10
21	в истории	4	10
22	так как	11	10
23	мы видим	8	10
24	только в	7	10
25	и как	3	9
26	одной стороны	7	9
27	но и	13	9
28	другой стороны	8	9
29	с одной	7	9
30	как и	7	9
31	того же	2	9
32	что и	6	9
33	и не	11	8
34	и тем	4	8
35	и что	8	8
36	тогда когда	2	8
37	вместе с	22	8
38	друг с	2	7
39	как бы	2	7
40	что мы	2	7
41	с другом	2	7
42	в своей	2	7
43	самом деле	2	7
44	а не	2	7
45	того чтобы	3	7
46	тем что	10	7
47	могут быть	6	7
48	уже в	2	6
49	же как	4	6
50	мы видели	7	6
51	не может	6	6
52	и на	8	6
53	сказать что	2	6
54	его в	9	6
55	с тем	8	6
56	что он	22	6
57	перед нами	2	5
58	в частности	7	5
59	никогда не	3	5
60	это не	6	5
61	раньше чем	4	5
62	на то	2	5
63	если бы	2	5
64	и его	9	5
65	с этим	5	5
66	все же	10	5
67	о том	7	5
68	мы уже	4	5
69	как в	6	5
70	для того	3	5
71	все эти	8	5
72	мы можем	2	5
73	для нас	5	4
74	указывают на	2	4
75	по мере	2	4
76	из них	2	4
77	на том	3	4
78	роль в	2	4
79	друг друга	3	4
80	с этой	2	4
81	и с	3	4
82	к этому	2	4
83	его к	3	4
84	и при	2	4
85	не в	6	4
86	и для	2	4
87	на этом	3	3
88	не менее	4	3
89	в этих	6	3
90	формы и	2	3
91	что все	4	3
92	так что	2	3
93	в этой	3	3
94	примитивных народов	2	3
95	один из	2	3
96	со стороны	2	3
97	в связи	4	3
98	и других	2	3
99	в другую	2	3
100	этом случае	7	3
101	по существу	2	3
102	представляет собой	7	3
103	во всем	2	3
104	но не	5	3
105	наряду с	4	3
106	себя в	6	3
107	когда он	2	3
108	совершенно не	2	3
109	в виде	9	3
110	одновременно с	2	3
111	связи с	8	3
112	в которой	4	3
113	такой же	2	2
114	в другой	3	2
115	но так	2	2
116	прежде всего	6	2
117	мы и	2	2
118	он видит	4	2
119	в свою	3	2
120	мы узнаем	2	2
121	что это	5	2
122	том чтобы	2	2
123	одним из	2	2
124	не совсем	6	2
125	но для	2	2
126	в ней	5	2
127	в ином	3	2
128	но вместе	3	2
129	в него	5	2
130	в нем	7	2
131	к нему	3	2
132	данном случае	2	2
133	здесь мы	5	2
134	они не	3	2
135	а в	3	2
136	в данном	3	2
137	и здесь	7	2
138	что здесь	3	2
139	их в	3	2
140	мы имеем	14	2
141	под влиянием	2	2
142	видели что	2	2
143	уже и	2	2
144	к которым	2	2
145	у него	2	2
146	ясно что	5	2
147	с которым	2	2
148	таким же	2	2
149	видим что	5	2
150	показывает что	5	2
151	а затем	7	2
152	что при	3	2
153	животных и	2	2
154	еще не	8	2
155	в свое	2	2
156	даже в	2	2
157	находит в	2	2
158	как отражение	2	2
159	входит в	5	2
160	того как	4	2
161	если не	4	2
162	и он	6	2
163	по которому	3	2
164	что этот	2	2
165	на одном	2	2
166	это значит	2	2
167	ту же	2	2
168	и это	4	2
169	значит что	2	2
170	из него	2	2
