N	2gram	Savitsky_E_1	Myshleni
1	в развитии	2	28
2	то что	6	26
3	в этом	12	25
4	потому что	3	21
5	таким образом	2	19
6	в том	11	18
7	не может	9	18
8	точки зрения	23	18
9	того чтобы	6	17
10	что в	21	16
11	и в	37	16
12	того что	7	16
13	так как	7	16
14	не только	18	16
15	так же	9	15
16	том что	6	15
17	для того	6	14
18	сказать что	4	13
19	между собой	2	13
20	в процессе	4	13
21	вопрос о	4	12
22	и не	14	12
23	и что	2	12
24	в области	11	12
25	в его	2	11
26	из того	2	11
27	но не	5	10
28	было бы	8	10
29	как мы	5	10
30	а не	2	10
31	в силу	2	10
32	только в	9	10
33	в отношении	32	9
34	может быть	6	9
35	с точки	17	9
36	точка зрения	2	8
37	о том	3	8
38	как это	4	8
39	в известном	3	8
40	если бы	2	8
41	как и	7	8
42	мы должны	2	8
43	он не	2	8
44	то же	15	8
45	тем самым	5	8
46	же как	5	7
47	известном смысле	3	7
48	друг с	3	7
49	того же	3	7
50	так и	10	7
51	по себе	4	7
52	представляет собой	3	7
53	с другом	3	7
54	в какой	2	6
55	что все	2	6
56	не в	5	6
57	в этой	2	6
58	но если	5	6
59	но и	14	6
60	и на	6	6
61	но в	14	6
62	к тому	8	6
63	в той	5	6
64	этот вопрос	2	6
65	мы можем	3	6
66	должна быть	2	5
67	никогда не	3	5
68	в своем	14	5
69	как бы	6	5
70	в сфере	3	5
71	не является	3	5
72	хотя бы	15	5
73	еще более	2	5
74	этом отношении	3	5
75	заключается в	2	5
76	в то	16	5
77	тогда когда	2	5
78	сравнению с	2	5
79	по сравнению	2	5
80	можно сказать	4	5
81	как в	3	5
82	можно было	3	5
83	это значит	2	5
84	тем что	3	5
85	не могут	2	4
86	что если	2	4
87	с другой	7	4
88	с этой	6	4
89	потребность в	3	4
90	в свою	3	4
91	в пределах	25	4
92	в самом	4	4
93	на этот	2	4
94	друг от	2	4
95	от друга	2	4
96	тому чтобы	2	4
97	именно в	4	4
98	не имеет	4	4
99	и по	5	4
100	в результате	3	4
101	бы в	2	4
102	не означает	2	4
103	мы видим	2	4
104	тем более	4	4
105	вообще не	3	4
106	в качестве	14	4
107	не есть	2	4
108	вместе с	2	4
109	и то	2	4
110	могут быть	2	4
111	такой же	2	4
112	этой точки	5	4
113	в частности	5	3
114	прежде всего	9	3
115	в смысле	9	3
116	в известной	3	3
117	и как	2	3
118	свою очередь	2	3
119	одной стороны	8	3
120	но как	2	3
121	к нему	2	3
122	нас к	2	3
123	если в	2	3
124	и тем	3	3
125	мы видели	3	3
126	в их	11	3
127	с одной	8	3
128	как на	3	3
129	а в	2	3
130	и с	2	3
131	по своей	2	3
132	в этих	2	3
133	между тем	8	3
134	мы не	4	3
135	и более	2	3
136	с тем	3	3
137	с этим	2	3
138	в одном	2	3
139	и того	2	3
140	то в	4	3
141	чем в	4	3
142	по своему	7	3
143	одной из	5	3
144	что и	3	3
145	говорит о	3	3
146	ее в	3	3
147	не на	4	3
148	на всем	4	2
149	столь же	5	2
150	и от	3	2
151	именно потому	2	2
152	совершенно очевидно	2	2
153	происходит в	2	2
154	очевидно что	3	2
155	не дает	3	2
156	вслед за	6	2
157	имеет место	2	2
158	как совокупность	4	2
159	в ней	4	2
160	в котором	2	2
161	в своей	8	2
162	из них	3	2
163	отношений между	2	2
164	другой стороны	2	2
165	которую мы	5	2
166	и даже	6	2
167	на основе	2	2
168	к ним	3	2
169	в своих	2	2
170	сказывается в	2	2
171	в истории	2	2
172	что эти	2	2
173	к которым	5	2
174	в них	3	2
175	их из	2	2
176	в случае	2	2
177	вовсе не	6	2
178	стороны и	6	2
179	есть не	2	2
180	и к	3	2
181	нам кажется	7	2
182	же в	2	2
183	приводит нас	2	2
184	во второй	3	2
185	жизни и	2	2
186	когда он	3	2
187	и потому	5	2
188	только к	2	2
189	во всех	6	2
190	на основании	2	2
191	но с	2	2
192	его на	2	2
193	а тем	2	2
194	во всяком	3	2
195	ни на	3	2
196	само по	4	2
197	как будто	2	2
198	и поэтому	2	2
