N	2gram	Savitsky_E_1	Myslijsy
1	потому что	3	49
2	для нас	4	31
3	то есть	6	30
4	и в	37	24
5	может быть	6	23
6	то что	6	20
7	и не	14	19
8	а не	2	18
9	в том	11	18
10	что в	21	16
11	по себе	4	15
12	не только	18	15
13	того же	3	14
14	было бы	8	13
15	не в	5	13
16	но не	5	12
17	не может	9	12
18	то же	15	12
19	мы можем	3	12
20	если бы	2	11
21	что и	3	11
22	вместе с	2	11
23	мы не	4	11
24	только в	9	11
25	таким образом	2	11
26	в себе	9	10
27	как в	3	10
28	так как	7	10
29	тогда когда	2	10
30	независимо от	4	9
31	вовсе не	6	9
32	как бы	6	9
33	но и	14	9
34	а в	2	8
35	том что	6	8
36	и на	6	8
37	в этом	12	8
38	могут быть	2	8
39	не могут	2	7
40	прежде всего	9	7
41	во всяком	3	7
42	всяком случае	3	7
43	во всех	6	7
44	как и	7	7
45	того что	7	7
46	тем что	3	7
47	с этим	2	7
48	что если	2	6
49	с другой	7	6
50	в одном	2	6
51	не есть	2	6
52	и того	2	6
53	и как	2	6
54	свою очередь	2	6
55	не можем	2	6
56	в свою	3	6
57	не имеет	4	6
58	между тем	8	6
59	в то	16	6
60	и только	3	6
61	заметить что	2	6
62	столь же	5	5
63	есть не	2	5
64	же в	2	5
65	на то	6	5
66	о том	3	5
67	так и	10	5
68	в них	3	5
69	для того	6	5
70	с другими	2	5
71	бы ни	3	5
72	из них	3	5
73	место в	3	4
74	главным образом	2	4
75	никогда не	3	4
76	такой же	2	4
77	и если	2	4
78	в самом	4	4
79	между прочим	7	4
80	в котором	2	4
81	с а	2	4
82	нам кажется	7	4
83	в некоторых	2	4
84	заключает в	3	4
85	с одной	8	4
86	и что	2	4
87	тем самым	5	4
88	в таком	3	4
89	влияние на	2	4
90	себе не	3	4
91	там где	3	4
92	одном из	2	4
93	с тем	3	4
94	в других	2	4
95	но в	14	4
96	что это	2	3
97	но даже	4	3
98	и от	3	3
99	и все	2	3
100	думать что	8	3
101	хотя и	2	3
102	от них	3	3
103	что на	2	3
104	ни было	4	3
105	очевидно что	3	3
106	одной стороны	8	3
107	кажется что	2	3
108	мог бы	2	3
109	вслед за	6	3
110	в ней	4	3
111	и во	2	3
112	помнить что	2	3
113	если в	2	3
114	и тем	3	3
115	как не	2	3
116	себе в	3	3
117	со стороны	5	3
118	отношений между	2	3
119	и притом	4	3
120	и для	3	3
121	как на	3	3
122	во многих	4	3
123	и то	2	3
124	в каком	4	3
125	далеко не	2	3
126	в этих	2	3
127	то не	2	3
128	в эту	2	3
129	но на	3	2
130	этом смысле	3	2
131	с в	2	2
132	в какой	2	2
133	хотя бы	15	2
134	что все	2	2
135	между ними	2	2
136	вопрос о	4	2
137	не дает	3	2
138	бы в	2	2
139	есть в	2	2
140	так же	9	2
141	же время	14	2
142	связано с	3	2
143	даже при	2	2
144	в общем	3	2
145	имеет место	2	2
146	как совокупность	4	2
147	к ней	4	2
148	но если	5	2
149	его на	2	2
150	в его	2	2
151	и потому	5	2
152	не дают	2	2
153	другой стороны	2	2
154	эти последние	2	2
155	и других	2	2
156	того чтобы	6	2
157	мы видим	2	2
158	и по	5	2
159	как это	4	2
160	или в	2	2
161	сказать что	4	2
162	не на	4	2
163	существования в	3	2
164	само по	4	2
165	во все	3	2
166	или по	2	2
167	мы должны	2	2
168	отношении к	15	2
169	как оно	2	2
170	можно думать	3	2
171	и поэтому	2	2
172	например с	2	2
