N	2gram	Voloshinov_2	RusskieA
1	и в	19	29
2	что в	2	22
3	том что	10	22
4	в том	7	22
5	как бы	19	18
6	может быть	28	13
7	так как	3	13
8	как и	9	11
9	одна из	7	11
10	в этом	15	11
11	и с	2	10
12	не только	13	10
13	о том	3	9
14	а в	3	9
15	но и	10	8
16	его в	7	8
17	мы видели	4	7
18	или в	2	7
19	мы не	2	6
20	еще не	3	6
21	для того	6	6
22	вместе с	2	6
23	таким образом	14	6
24	при этом	9	6
25	того чтобы	6	6
26	и на	5	6
27	в данном	5	6
28	это не	4	5
29	к этому	5	5
30	то что	4	5
31	но не	2	5
32	не может	18	5
33	или же	2	5
34	но в	7	5
35	именно в	2	4
36	о чем	2	4
37	и все	6	4
38	вопрос о	2	4
39	не в	10	4
40	к нему	5	4
41	так же	5	4
42	то же	16	4
43	у нас	3	4
44	а не	9	4
45	в таком	7	4
46	в виде	2	4
47	далеко не	2	4
48	тем что	2	3
49	в этих	3	3
50	в качестве	3	3
51	и от	3	3
52	в ее	3	3
53	до конца	2	3
54	того что	4	3
55	было бы	4	3
56	и о	2	3
57	в котором	3	3
58	с другими	3	3
59	не имеет	3	3
60	во всех	6	3
61	связь с	4	3
62	в отличие	3	3
63	все эти	3	3
64	друг друга	2	3
65	как мы	15	3
66	между тем	6	3
67	в этой	3	3
68	что это	2	3
69	отличие от	3	3
70	связи с	13	2
71	могут быть	3	2
72	никогда не	7	2
73	с другой	3	2
74	иногда и	3	2
75	прежде всего	7	2
76	что и	3	2
77	нас не	2	2
78	и как	6	2
79	одним из	2	2
80	самом же	3	2
81	здесь в	2	2
82	связано с	3	2
83	одной стороны	3	2
84	и пр	25	2
85	же деле	3	2
86	совершенно не	5	2
87	все то	2	2
88	должен быть	2	2
89	не с	2	2
90	все же	5	2
91	в своей	3	2
92	не к	3	2
93	ее от	2	2
94	в самый	2	2
95	в форме	5	2
96	в их	5	2
97	влияние на	4	2
98	а с	2	2
99	не было	3	2
100	с одной	3	2
101	на самом	7	2
102	там где	2	2
103	здесь мы	3	2
104	мы здесь	2	2
105	и для	7	2
106	должно быть	3	2
107	и то	3	2
108	а иногда	3	2
109	о происхождении	2	2
110	с этим	3	2
111	и ее	4	2
112	в то	8	2
113	иное как	2	2
