N	2gram	Bakhtin_Fr_2	Formalny
1	и не	15	30
2	вовсе не	10	28
3	и в	49	27
4	может быть	5	25
5	не может	7	24
6	так и	6	21
7	и его	17	19
8	таким образом	7	18
9	в этом	15	18
10	точки зрения	6	16
11	в нем	9	15
12	то же	7	15
13	на самом	2	14
14	как и	11	14
15	с точки	5	14
16	в самом	3	11
17	в жизни	4	11
18	место в	3	10
19	но и	13	10
20	лишь в	4	9
21	так как	6	9
22	не только	17	9
23	так же	2	9
24	что в	2	8
25	ни в	3	8
26	при этом	5	8
27	в пределах	2	8
28	как бы	11	8
29	и все	3	8
30	то что	6	8
31	как мы	7	8
32	только в	13	8
33	в том	3	7
34	же время	6	7
35	все это	9	7
36	в то	6	7
37	для них	2	7
38	совершенно не	2	7
39	в его	18	7
40	там где	4	7
41	с другой	4	6
42	всяком случае	2	6
43	все эти	7	6
44	в своих	4	6
45	но в	4	6
46	в литературе	6	6
47	что он	3	6
48	еще не	2	6
49	было бы	3	6
50	все же	7	6
51	в своей	5	6
52	во всяком	2	6
53	вместе с	2	6
54	никогда не	5	5
55	в дальнейшем	2	5
56	что они	2	5
57	того чтобы	2	5
58	другой стороны	3	5
59	в ней	2	5
60	в истории	6	5
61	в художественном	2	5
62	но не	5	5
63	и потому	5	5
64	тому как	2	5
65	тем что	4	5
66	связи с	2	5
67	смысла и	2	4
68	уже в	5	4
69	прежде всего	19	4
70	в смысле	2	4
71	он был	2	4
72	да и	3	4
73	до конца	2	4
74	мы видели	3	4
75	жизни и	7	4
76	смысл и	2	4
77	в связи	2	4
78	о том	3	4
79	мы можем	2	4
80	в ее	3	4
81	в романе	9	4
82	том что	4	4
83	менее всего	3	4
84	роль в	5	4
85	могут быть	2	4
86	подобно тому	2	4
87	в этих	4	3
88	в конце	2	3
89	вследствие этого	2	3
90	можно сказать	2	3
91	лишь как	2	3
92	одним из	2	3
93	в него	2	3
94	в виду	3	3
95	только то	2	3
96	этот процесс	4	3
97	в эпоху	13	3
98	этом отношении	3	3
99	и на	17	3
100	их в	3	3
101	сказать что	6	3
102	и с	6	3
103	и следовательно	2	3
104	нуждается в	2	3
105	и более	4	3
106	жизни в	3	3
107	в них	13	3
108	на фоне	2	3
109	в условиях	2	3
110	литературы и	2	3
111	мы уже	6	3
112	во всех	6	3
113	еще в	2	3
114	ее в	2	3
115	в произведении	2	3
116	нового и	2	3
117	и эта	2	3
118	всех других	2	3
119	жизнь и	2	3
120	в себе	4	3
121	мы еще	2	2
122	в отношении	2	2
123	характерно что	2	2
124	человека и	3	2
125	на все	3	2
126	всех этих	3	2
127	пародии на	5	2
128	но это	2	2
129	в этой	10	2
130	очень характерно	2	2
131	в формах	2	2
132	метод в	2	2
133	xviii века	6	2
134	и др	9	2
135	учение о	2	2
136	из них	3	2
137	за счет	2	2
138	в своем	5	2
139	отношения к	4	2
140	в самой	2	2
141	именно на	2	2
142	и даже	2	2
143	одну из	2	2
144	из этих	5	2
145	притом в	2	2
146	пределах одной	2	2
147	с его	5	2
148	сознания и	2	2
149	перестает быть	2	2
150	и со	3	2
151	превращается в	3	2
152	и во	4	2
153	с ее	3	2
154	одна из	4	2
155	связано с	2	2
156	мы должны	2	2
157	одной из	2	2
158	в целях	2	2
159	в сущности	8	2
160	за пределы	2	2
161	в основном	5	2
162	даже в	3	2
163	продолжает жить	2	2
164	так в	3	2
165	на земле	3	2
166	это и	2	2
167	на протяжении	7	2
168	связаны с	2	2
169	и это	3	2
170	здесь не	2	2
171	в области	4	2
172	ничего не	2	2
173	в эту	5	2
