N	2gram	Voloshinov_1	Narrotol
1	не только	27	32
2	может быть	13	25
3	но и	13	23
4	в качестве	4	21
5	и не	14	20
6	и в	38	19
7	то есть	4	19
8	в том	2	18
9	в этом	10	17
10	в частности	3	14
11	том что	3	14
12	не в	6	14
13	а не	6	12
14	представляет собой	2	12
15	то что	8	11
16	а в	5	11
17	не может	12	10
18	точки зрения	10	10
19	при этом	9	9
20	так и	6	9
21	в его	6	9
22	в мире	2	9
23	не является	5	8
24	и т.п	21	8
25	в себе	9	8
26	времени и	2	7
27	и т.д	21	7
28	как и	10	7
29	еще не	3	7
30	к тому	4	7
31	все же	7	7
32	как в	2	7
33	с его	7	6
34	что он	2	6
35	но не	2	6
36	в той	5	6
37	высказывания в	2	6
38	тем самым	7	6
39	как это	5	6
40	о том	4	6
41	но в	5	6
42	и как	9	5
43	отнюдь не	10	5
44	нуждается в	2	5
45	или иной	4	5
46	можно сказать	4	5
47	тому же	2	5
48	себя в	4	5
49	в форме	6	5
50	уже не	4	5
51	к нему	2	5
52	и его	7	5
53	в основе	2	5
54	между двумя	2	5
55	в этой	6	5
56	перед нами	3	4
57	точку зрения	3	4
58	прежде всего	21	4
59	в нем	4	4
60	то же	14	4
61	да и	4	4
62	но все	4	4
63	если не	3	4
64	же время	7	4
65	было бы	7	4
66	связи с	3	4
67	одной из	2	4
68	той или	3	4
69	как бы	28	4
70	и тем	6	4
71	хотя бы	18	4
72	те же	4	4
73	из которых	3	4
74	не мог	3	4
75	сказать что	3	4
76	только в	6	4
77	здесь не	2	4
78	и с	5	4
79	не существует	4	3
80	а с	5	3
81	никогда не	7	3
82	уже в	5	3
83	в свою	6	3
84	свою очередь	4	3
85	хотя и	3	3
86	в ней	8	3
87	он не	2	3
88	и даже	3	3
89	из двух	2	3
90	один из	4	3
91	не с	3	3
92	не будет	3	3
93	из них	3	3
94	жизни и	3	3
95	в ее	3	3
96	на него	4	3
97	этом отношении	2	3
98	как мы	9	3
99	и он	2	3
100	то или	4	3
101	высказывания и	3	3
102	и на	6	3
103	между тем	3	3
104	тем что	2	3
105	по своей	2	3
106	в то	9	3
107	что это	4	3
108	художественного высказывания	2	2
109	или иное	4	2
110	бы не	2	2
111	зависит от	2	2
112	независимо от	5	2
113	между собой	2	2
114	что у	3	2
115	в какой	2	2
116	или даже	2	2
117	та же	3	2
118	быть может	3	2
119	не всегда	2	2
120	или иного	5	2
121	что именно	3	2
122	точек зрения	4	2
123	что иное	2	2
124	или иную	3	2
125	ту или	3	2
126	о своей	4	2
127	между ними	3	2
128	всех его	2	2
129	в значительной	2	2
130	не что	4	2
131	для него	3	2
132	языка и	4	2
133	было в	4	2
134	несмотря на	2	2
135	в будущем	3	2
136	значительной степени	2	2
137	и когда	2	2
138	и потому	2	2
139	нет и	3	2
140	точкой зрения	5	2
141	во второй	3	2
142	отношение к	2	2
143	так же	4	2
144	в связи	2	2
145	отношения к	3	2
146	данного события	2	2
147	не было	2	2
148	все эти	2	2
149	человека в	2	2
150	совершенно не	3	2
151	самом деле	4	2
152	что мы	11	2
153	того или	5	2
154	и для	3	2
155	с точки	5	2
156	при всем	2	2
157	это не	3	2
158	роль в	3	2
159	или в	2	2
160	можно было	4	2
161	каждый из	2	2
162	однако в	2	2
163	но как	2	2
164	форма высказывания	3	2
165	все то	2	2
166	этого слова	3	2
167	и все	4	2
168	его в	4	2
169	зрения на	2	2
170	когда мы	6	2
171	ничего не	8	2
172	мы имеем	2	2
173	иное как	2	2
