N	2gram	Vinokur_Ku_3	formyVre
1	и в	23	46
2	в этом	16	22
3	прежде всего	9	14
4	и т	54	14
5	вовсе не	5	13
6	только в	6	11
7	не только	17	11
8	т п	41	11
9	в том	22	10
10	как бы	5	10
11	точки зрения	23	10
12	но в	2	10
13	не в	5	9
14	вместе с	2	9
15	но и	3	9
16	и не	10	9
17	в связи	5	8
18	связи с	6	8
19	как и	5	8
20	в его	11	8
21	то же	6	8
22	того чтобы	11	8
23	для того	12	8
24	с точки	16	8
25	потому что	12	8
26	в одном	2	7
27	может быть	14	7
28	то что	4	7
29	так и	6	7
30	так сказать	2	7
31	при этом	6	6
32	как мы	5	6
33	еще не	9	6
34	его в	2	6
35	все же	5	6
36	все это	2	6
37	в особенности	2	6
38	те же	7	6
39	так как	9	6
40	и с	3	6
41	в частности	2	5
42	в своем	4	5
43	этих форм	2	5
44	по существу	3	5
45	в дальнейшем	2	5
46	в пределах	2	5
47	в то	3	5
48	но не	3	5
49	он не	3	5
50	что в	13	5
51	все эти	7	5
52	должно быть	7	5
53	уже в	3	4
54	отнюдь не	3	4
55	с этой	3	4
56	из этих	5	4
57	том что	11	4
58	что они	2	4
59	в ряду	3	4
60	в котором	2	4
61	конечно не	2	4
62	как в	4	4
63	еще более	2	4
64	а не	11	4
65	также и	5	4
66	о том	6	4
67	том числе	2	3
68	не было	4	3
69	о чем	2	3
70	все они	2	3
71	того же	4	3
72	с помощью	6	3
73	к тому	3	3
74	что он	6	3
75	и как	2	3
76	тем более	5	3
77	к вопросу	2	3
78	в качестве	2	3
79	кроме того	2	3
80	тот же	6	3
81	хотя и	5	3
82	а также	4	3
83	что на	3	3
84	точка зрения	4	3
85	что и	6	3
86	слова и	7	3
87	отношение к	3	3
88	целый ряд	4	3
89	т д	8	3
90	таким образом	9	3
91	в их	6	3
92	уже не	8	3
93	того что	11	3
94	а в	5	3
95	в которых	3	3
96	тем что	5	3
97	на протяжении	2	3
98	в этих	2	3
99	вернемся к	2	3
100	в виду	8	3
101	на этом	2	2
102	всю эту	2	2
103	только для	2	2
104	и более	3	2
105	по своему	2	2
106	и есть	5	2
107	дано в	2	2
108	говорить о	6	2
109	с другой	7	2
110	это не	3	2
111	что все	2	2
112	по себе	6	2
113	или иной	7	2
114	можно сказать	2	2
115	в отношении	3	2
116	именно в	3	2
117	у нас	10	2
118	с тем	6	2
119	более что	2	2
120	равно как	2	2
121	смысле слова	2	2
122	и рядом	3	2
123	и пр	3	2
124	она не	3	2
125	было бы	16	2
126	и к	3	2
127	в сущности	4	2
128	и о	4	2
129	один из	4	2
130	сих пор	8	2
131	мы видели	3	2
132	этом случае	4	2
133	в некоторых	2	2
134	в корне	2	2
135	и самый	2	2
136	не может	6	2
137	здесь не	2	2
138	и только	3	2
139	с одной	4	2
140	в двух	2	2
141	и вот	3	2
142	в той	4	2
143	лишь в	8	2
144	тем же	2	2
145	так же	2	2
146	как на	8	2
147	в данном	7	2
148	но это	5	2
149	то в	3	2
150	мы имеем	2	2
151	могут быть	6	2
152	не знает	2	2
153	в поэзии	5	2
154	далеко не	5	2
155	как он	2	2
156	там где	3	2
157	как это	7	2
158	и должно	5	2
159	во всяком	2	2
160	до сих	8	2
