N	3gram	Vygotskiy__2	Vvedenie
1	для того чтобы	10	20
2	о том что	4	12
3	в том что	21	12
4	не может быть	6	8
5	в этом смысле	2	8
6	в самом деле	4	6
7	в том чтобы	4	5
8	в данном случае	3	4
9	на этот вопрос	5	4
10	с одной стороны	7	4
11	можно было бы	5	4
12	по сравнению с	5	4
13	само по себе	2	4
14	в этом отношении	3	4
15	во всяком случае	6	4
16	по отношению к	5	4
17	одной стороны и	2	3
18	в собственном смысле	3	3
19	и в самом	2	3
20	сама по себе	2	3
21	вопрос о том	2	3
22	заключается в том	7	3
23	смысле этого слова	3	2
24	в другом месте	2	2
25	по этому поводу	3	2
26	с точки зрения	18	2
27	вовсе не в	2	2
28	хотя бы и	2	2
29	то же самое	2	2
30	в связи с	6	2
31	состоит в том	3	2
32	на вопрос о	2	2
33	как мы уже	3	2
34	на том что	2	2
35	подобно тому как	2	2
36	потому что он	2	2
