N	2gram	Voloshinov_1	Formalny
1	и в	38	38
2	в этом	10	27
3	может быть	13	23
4	и пр	4	21
5	и его	7	21
6	таким образом	7	20
7	и не	14	20
8	в самом	4	16
9	прежде всего	21	15
10	не в	6	15
11	не может	12	14
12	в нем	4	13
13	но и	13	13
14	связи с	3	13
15	языка и	4	12
16	с его	7	11
17	с тем	8	11
18	в том	2	11
19	вовсе не	2	11
20	в его	6	10
21	в связи	2	10
22	с помощью	6	10
23	с другими	2	10
24	и с	5	9
25	как и	10	9
26	при этом	9	9
27	в процессе	6	9
28	не только	27	9
29	языка в	2	9
30	отнюдь не	10	8
31	что и	3	8
32	все же	7	8
33	так и	6	8
34	самом деле	4	8
35	тем что	2	8
36	точки зрения	10	8
37	для него	3	7
38	слова и	5	7
39	в своей	2	7
40	язык и	9	7
41	этом отношении	2	7
42	как мы	9	7
43	лишь в	4	7
44	уже не	4	7
45	с точки	5	7
46	не было	2	6
47	все время	5	6
48	то что	8	6
49	в ней	8	6
50	в этой	6	6
51	речевого общения	8	6
52	было бы	7	6
53	вместе с	5	6
54	то же	14	6
55	все эти	2	6
56	а не	6	6
57	он не	2	6
58	только в	6	6
59	а в	5	6
60	хотя бы	18	6
61	если бы	4	5
62	или иного	5	5
63	что он	2	5
64	же время	7	5
65	в слове	3	5
66	во всех	6	5
67	если мы	4	5
68	что же	8	5
69	с этим	2	5
70	и для	3	5
71	еще более	2	5
72	в основе	2	5
73	в то	9	5
74	бы в	5	5
75	независимо от	5	4
76	к этому	2	4
77	к тому	4	4
78	мы видели	5	4
79	в дальнейшем	2	4
80	совершенно не	3	4
81	как таковое	2	4
82	социального общения	14	4
83	того или	5	4
84	как бы	28	4
85	и к	4	4
86	из них	3	4
87	как в	2	4
88	что оно	3	4
89	и наконец	5	4
90	и даже	3	4
91	о языке	2	4
92	даже и	2	4
93	здесь не	2	4
94	ничего не	8	4
95	так как	7	4
96	но в	5	4
97	для них	2	3
98	главным образом	3	3
99	место в	2	3
100	в какой	2	3
101	как таковой	3	3
102	и здесь	3	3
103	и как	9	3
104	но все	4	3
105	зависимости от	5	3
106	из всего	2	3
107	значительной степени	2	3
108	должно было	3	3
109	в зависимости	5	3
110	не является	5	3
111	в целом	4	3
112	жизни и	3	3
113	и их	5	3
114	общения в	4	3
115	только на	3	3
116	все это	4	3
117	на самом	3	3
118	к нему	2	3
119	в значительной	2	3
120	того что	4	3
121	того чтобы	7	3
122	для того	9	3
123	тем же	3	3
124	роль в	3	3
125	мы не	9	3
126	или в	2	3
127	каждый из	2	3
128	и на	6	3
129	речи и	6	3
130	хотя и	3	3
131	слова в	5	3
132	но ведь	6	3
133	и все	4	3
134	его в	4	3
135	что это	4	3
136	так сказать	4	3
137	в области	5	3
138	времени и	2	2
139	жизненного общения	2	2
140	между двумя	2	2
141	уже в	5	2
142	самого начала	4	2
143	речи но	2	2
144	подойти к	2	2
145	никогда не	7	2
146	в этих	2	2
147	в качестве	4	2
148	тому что	5	2
149	перед нами	3	2
150	или даже	2	2
151	это не	3	2
152	язык в	6	2
153	слово как	7	2
154	в конце	6	2
155	языка мы	2	2
156	не просто	2	2
157	между ними	3	2
158	тем и	2	2
159	что именно	3	2
160	в тех	3	2
161	в ее	3	2
162	с самого	4	2
163	том что	3	2
164	в конструкции	3	2
165	но это	2	2
166	должна была	2	2
167	жизненное высказывание	2	2
168	но не	2	2
169	очевидно что	2	2
170	но как	2	2
171	кроме того	2	2
172	ни на	3	2
173	было в	4	2
174	общения и	4	2
175	мы в	3	2
176	языком и	3	2
177	мы ни	3	2
178	конце концов	3	2
179	слова как	2	2
180	в котором	3	2
181	не так	3	2
182	один из	4	2
183	и тем	6	2
184	не будет	3	2
185	не к	3	2
186	отношение к	2	2
187	во второй	3	2
188	а к	2	2
189	всего в	3	2
190	его не	2	2
191	слово и	3	2
192	равно как	2	2
193	должны были	2	2
194	в той	5	2
195	тем самым	7	2
196	должно быть	2	2
197	вряд ли	3	2
198	этот вопрос	2	2
199	и то	3	2
200	их в	3	2
201	сказать что	3	2
202	литературного творчества	2	2
203	между тем	3	2
204	всякое высказывание	3	2
205	и от	7	2
206	как например	2	2
207	был и	2	2
208	ее с	2	2
209	нужно было	2	2
210	вопроса о	4	2
211	органов речи	2	2
212	и это	7	2
213	не останется	2	2
214	потому что	5	2
215	как это	5	2
216	в которой	7	2
217	с ним	2	2
218	та же	3	2
219	слово в	2	2
220	в виду	3	2
