N	2gram	Vygotskiy__1	Problema
1	в его	14	43
2	и не	9	42
3	и в	23	38
4	не может	12	27
5	может быть	14	26
6	как бы	11	22
7	по отношению	7	21
8	отношению к	7	19
9	и с	9	17
10	и его	6	16
11	в этом	17	15
12	независимо от	6	13
13	прежде всего	10	13
14	только в	6	13
15	за пределы	2	12
16	но не	4	12
17	ни в	4	11
18	во всех	3	11
19	в области	3	11
20	в их	3	10
21	таким образом	26	10
22	но и	14	9
23	не имеет	2	9
24	не только	16	9
25	в том	24	8
26	и как	5	8
27	точки зрения	26	8
28	было бы	4	8
29	то что	17	8
30	что в	14	7
31	с другой	10	7
32	с помощью	13	7
33	не в	4	7
34	в самом	7	7
35	между тем	9	7
36	как и	14	7
37	в своей	4	7
38	как мы	5	7
39	не к	2	6
40	и наконец	2	6
41	а в	2	6
42	все же	3	6
43	самом деле	3	6
44	с точки	18	6
45	мы можем	6	6
46	там где	2	6
47	отношения к	3	6
48	ничего не	3	6
49	то же	8	5
50	в своем	3	5
51	высшей степени	4	5
52	при этом	4	5
53	никогда не	2	5
54	все эти	4	5
55	должно быть	2	5
56	в основе	8	5
57	к единству	4	5
58	в них	2	5
59	в высшей	4	5
60	так и	5	5
61	а не	3	5
62	могут быть	3	5
63	в нашем	2	4
64	другой стороны	9	4
65	данном случае	2	4
66	которых мы	2	4
67	от всех	3	4
68	сказать что	11	4
69	в то	7	4
70	о том	6	4
71	и потому	2	4
72	но в	5	4
73	значение слова	5	4
74	не с	2	4
75	в ее	2	4
76	как в	4	4
77	тем самым	5	4
78	между ними	2	4
79	хотя бы	4	4
80	можно было	3	4
81	в данном	2	4
82	в себе	6	4
83	к действительности	5	3
84	и от	3	3
85	в известной	2	3
86	же время	2	3
87	из важнейших	2	3
88	одной стороны	9	3
89	несмотря на	2	3
90	с действительностью	4	3
91	хотя и	2	3
92	не является	9	3
93	и тем	6	3
94	как такового	2	3
95	в целом	20	3
96	все это	6	3
97	с одной	8	3
98	в исследованиях	2	3
99	которую мы	4	3
100	и даже	2	3
101	и на	8	3
102	если бы	5	3
103	и все	5	3
104	ясно что	2	3
105	и к	4	3
106	том что	21	3
107	говорить о	2	3
108	со всеми	2	3
109	он не	5	3
110	на него	2	3
111	приводит к	4	3
112	в слове	2	3
113	с другими	2	3
114	вопроса о	2	3
115	на ее	2	3
116	слова и	5	3
117	и это	3	3
118	едва ли	2	3
119	как чисто	3	2
120	на этом	2	2
121	я не	3	2
122	в частности	2	2
123	в равной	2	2
124	в этих	2	2
125	в какой	5	2
126	столь же	6	2
127	что все	4	2
128	первый план	2	2
129	на то	5	2
130	от них	2	2
131	можно сказать	5	2
132	как таковой	2	2
133	что оно	3	2
134	стороны слова	2	2
135	и должны	2	2
136	смысле слова	3	2
137	в значительной	2	2
138	в свою	4	2
139	и пр	2	2
140	что это	3	2
141	какой мере	2	2
142	в котором	4	2
143	он может	2	2
144	является как	2	2
145	этом отношении	4	2
146	и других	3	2
147	лишь в	6	2
148	и что	5	2
149	того что	15	2
150	его не	3	2
151	и те	2	2
152	в своих	5	2
153	нуждается в	2	2
154	к его	2	2
155	во всем	3	2
156	о котором	2	2
157	мы должны	5	2
158	же самое	3	2
159	как это	2	2
160	с его	4	2
161	и более	5	2
162	поэтому в	2	2
163	он должен	2	2
164	к этому	4	2
165	вовсе не	3	2
166	есть не	2	2
167	на первый	2	2
168	что он	7	2
169	по существу	4	2
170	и при	2	2
171	связи с	3	2
172	она не	3	2
173	как явление	2	2
174	целом в	2	2
175	том же	2	2
176	должен быть	4	2
177	в современной	2	2
178	не остается	3	2
179	нами в	2	2
180	в двух	2	2
181	того чтобы	17	2
182	для того	15	2
183	из которых	3	2
184	тенденцию к	2	2
185	тем что	6	2
186	в виде	2	2
187	является конечно	2	2
188	и ее	7	2
189	в другом	7	2
190	показать что	2	2
191	дело в	2	2
192	что эта	2	2
193	в чем	4	2
194	не могли	2	2
195	понятий и	4	2
