N	2gram	Bakhtin_Fr_5	Myshleni
1	в том	10	42
2	том что	7	35
3	с помощью	3	31
4	таким образом	8	25
5	точки зрения	4	24
6	в этом	14	24
7	в качестве	2	21
8	и в	45	20
9	что в	12	19
10	в основе	4	17
11	то же	11	16
12	то что	2	15
13	не только	14	15
14	как мы	8	13
15	при этом	2	12
16	в их	4	12
17	потому что	7	12
18	может быть	2	12
19	в целом	2	11
20	так же	8	11
21	в его	13	11
22	с точки	2	11
23	того что	3	10
24	в истории	2	10
25	так как	6	10
26	в отношении	2	10
27	мы видим	5	10
28	если мы	2	10
29	только в	4	10
30	и другие	3	9
31	и как	5	9
32	но и	10	9
33	между тем	2	9
34	как это	4	9
35	как и	10	9
36	того же	3	9
37	что и	7	9
38	и не	15	8
39	и что	2	8
40	было бы	2	8
41	вместе с	3	8
42	друг с	2	7
43	как бы	12	7
44	этом отношении	5	7
45	же самое	2	7
46	с другом	2	7
47	в своей	3	7
48	самом деле	5	7
49	а не	4	7
50	того чтобы	6	7
51	к тому	2	6
52	тому же	4	6
53	же как	4	6
54	мы видели	7	6
55	в самом	4	6
56	не может	5	6
57	и на	5	6
58	сказать что	4	6
59	его в	5	6
60	с тем	2	6
61	что он	6	6
62	той же	4	6
63	можно было	4	6
64	перед нами	4	5
65	это не	3	5
66	и его	13	5
67	с этим	4	5
68	и к	5	5
69	все же	2	5
70	о том	4	5
71	мы уже	4	5
72	так и	6	5
73	как в	3	5
74	для того	6	5
75	все эти	5	5
76	мы можем	2	5
77	слова и	2	5
78	в своем	11	4
79	словом и	3	4
80	на том	2	4
81	и только	2	4
82	роль в	2	4
83	как они	3	4
84	как он	3	4
85	и с	10	4
86	к этому	2	4
87	по своему	4	4
88	в сущности	4	4
89	становится возможным	2	4
90	не в	7	4
91	и для	3	4
92	на этом	5	3
93	не могут	2	3
94	не менее	3	3
95	не подлежит	2	3
96	и от	4	3
97	что все	2	3
98	на все	2	3
99	в этой	6	3
100	от того	3	3
101	одной из	5	3
102	почти всегда	3	3
103	в условиях	2	3
104	один из	2	3
105	в связи	5	3
106	именно в	3	3
107	но в	14	3
108	и во	4	3
109	бы в	4	3
110	по существу	3	3
111	но не	4	3
112	со всеми	5	3
113	мы говорили	2	3
114	когда он	2	3
115	на этот	3	3
116	нас в	2	3
117	ни в	3	3
118	связи с	6	3
119	что эта	2	3
120	в чем	2	3
121	такой же	4	2
122	том числе	4	2
123	числе и	2	2
124	в каждом	2	2
125	прежде всего	10	2
126	очень часто	4	2
127	что на	3	2
128	для него	3	2
129	что это	2	2
130	и у	5	2
131	одним из	5	2
132	в ней	8	2
133	в нем	10	2
134	к нему	2	2
135	уже говорили	2	2
136	образов и	4	2
137	данном случае	2	2
138	в отличие	2	2
139	не имеет	3	2
140	а в	4	2
141	вообще не	3	2
142	напомним что	2	2
143	также и	7	2
144	в данном	2	2
145	из этих	3	2
146	и здесь	4	2
147	в начале	2	2
148	но они	3	2
149	нисколько не	3	2
150	уже и	2	2
151	это в	2	2
152	у него	4	2
153	видим что	2	2
154	между словом	2	2
155	со словом	2	2
156	том же	2	2
157	а также	4	2
158	даже в	2	2
159	раз в	2	2
160	мысли и	6	2
161	и т.п	16	2
162	и он	3	2
163	ту же	2	2
164	и т.д	2	2
165	на котором	2	2
166	и это	4	2
167	здесь не	6	2
168	отличие от	2	2
