N	3gram	Potebnia_M_3	Psycholo
1	и т п	2	15
2	в том что	16	9
3	и т д	3	8
4	не может быть	3	8
5	в том чтобы	2	7
6	в то время	4	5
7	с одной стороны	3	5
8	само по себе	3	5
9	с другой стороны	4	5
10	подобно тому как	2	5
11	не в том	5	5
12	для того чтобы	3	5
13	как и в	2	4
14	только тогда когда	7	4
15	одной и той	2	3
16	и той же	2	3
17	только в том	3	3
18	в собственном смысле	2	3
19	до сих пор	3	3
20	не только не	2	3
21	то есть к	3	2
22	мы не можем	2	2
23	и в самом	2	2
24	к чувственному образу	2	2
25	так и в	2	2
26	смысле этого слова	7	2
27	более или менее	3	2
28	в таком случае	2	2
29	то что я	2	2
30	тем не менее	3	2
31	а в том	5	2
32	в произведении искусства	3	2
33	что мы не	2	2
34	от того что	5	2
35	сама по себе	2	2
36	в этом отношении	2	2
37	вместе с тем	4	2
38	из этих слов	2	2
39	по себе а	4	2
40	что внутренняя форма	2	2
41	что и в	3	2
42	потому что он	3	2
