N	2gram	Voloshinov_1	Myshleni
1	то что	5	26
2	в этом	4	25
3	таким образом	12	19
4	в том	6	18
5	не может	16	18
6	точки зрения	14	18
7	что в	2	16
8	и в	12	16
9	того что	3	16
10	так как	9	16
11	не только	4	16
12	так же	3	15
13	том что	5	15
14	сказать что	7	13
15	между собой	2	13
16	в процессе	6	13
17	отношению к	11	12
18	по отношению	11	12
19	и не	10	12
20	и что	2	12
21	отношение к	4	11
22	в его	2	11
23	но не	2	10
24	с помощью	6	10
25	а не	5	10
26	только в	6	10
27	в отношении	2	9
28	может быть	14	9
29	с точки	2	9
30	точка зрения	3	8
31	о том	3	8
32	как это	2	8
33	если бы	9	8
34	как и	5	8
35	он не	2	8
36	то же	5	8
37	в нем	6	7
38	так и	4	7
39	по себе	3	7
40	внутренней речи	3	7
41	в какой	2	6
42	не в	4	6
43	и следовательно	5	6
44	но и	3	6
45	и на	4	6
46	речи в	2	6
47	но в	5	6
48	мы можем	2	6
49	должна быть	5	5
50	никогда не	5	5
51	в своем	2	5
52	на все	2	5
53	в такой	3	5
54	для него	3	5
55	как бы	13	5
56	но мы	2	5
57	хотя бы	5	5
58	в то	2	5
59	с ним	3	5
60	тогда когда	2	5
61	он должен	3	5
62	можно сказать	5	5
63	как в	5	5
64	ничего не	2	5
65	зависит от	2	4
66	все эти	3	4
67	с другой	4	4
68	это не	2	4
69	с этой	2	4
70	в пределах	3	4
71	при этом	6	4
72	в самом	4	4
73	и по	3	4
74	что мы	5	4
75	же самое	2	4
76	точек зрения	3	4
77	еще не	3	4
78	за пределы	4	4
79	не есть	2	4
80	вместе с	2	4
81	и то	2	4
82	могут быть	2	4
83	такой же	2	4
84	этой точки	3	4
85	не менее	3	3
86	прежде всего	8	3
87	как уже	2	3
88	но это	2	3
89	самом деле	3	3
90	одной стороны	2	3
91	но что	2	3
92	до конца	2	3
93	к нему	4	3
94	и является	4	3
95	от того	4	3
96	с одной	2	3
97	как на	2	3
98	и с	3	3
99	к его	2	3
100	в этих	2	3
101	между тем	3	3
102	мы не	3	3
103	и более	3	3
104	этих двух	2	3
105	к этому	2	3
106	все же	4	3
107	что и	2	3
108	сих пор	3	3
109	на примере	2	3
110	в себя	2	3
111	и его	13	3
112	в чем	2	3
113	до сих	3	3
114	и другие	2	2
115	себя и	2	2
116	но все	2	2
117	имеет место	2	2
118	совпадает с	2	2
119	в ней	6	2
120	в виду	5	2
121	в котором	3	2
122	в своей	3	2
123	все это	3	2
124	другой стороны	2	2
125	те же	2	2
126	к ним	2	2
127	или не	3	2
128	в момент	2	2
129	и здесь	2	2
130	но этот	2	2
131	в зависимости	2	2
132	в них	3	2
133	в жизни	5	2
134	его в	4	2
135	стороны и	2	2
136	и к	4	2
137	зависимости от	4	2
138	из общей	2	2
139	жизни и	4	2
140	когда он	3	2
141	в корне	2	2
142	общего с	2	2
143	является для	2	2
144	и потому	2	2
145	к предмету	5	2
146	вторая точка	2	2
147	только на	3	2
148	тому же	2	2
149	ни на	2	2
150	не способен	2	2
151	из этого	3	2
