N	2gram	Vygotskiy__4	Hudozhes
1	и в	33	28
2	в рассказе	8	21
3	том что	22	19
4	в ее	2	18
5	и не	13	18
6	в том	21	15
7	а не	6	14
8	не в	2	13
9	в этом	28	13
10	о том	20	12
11	перед нами	6	11
12	как и	5	11
13	при этом	2	11
14	в его	10	11
15	не только	7	11
16	но и	3	9
17	в себе	6	9
18	в жизни	4	8
19	что он	20	8
20	может быть	22	8
21	себя в	4	8
22	так и	3	8
23	я не	4	7
24	и все	12	7
25	к тому	12	7
26	об этом	4	7
27	в мире	3	7
28	в частности	4	7
29	что она	10	7
30	с ним	5	7
31	как это	14	7
32	казалось бы	5	6
33	это не	6	6
34	можно сказать	2	6
35	в котором	2	6
36	то что	44	6
37	жизни и	4	6
38	в своей	4	6
39	если бы	10	6
40	то же	9	6
41	не было	3	6
42	сводится к	2	6
43	а в	4	6
44	и с	2	6
45	тем что	3	6
46	в то	3	6
47	с его	2	5
48	что это	13	5
49	у него	6	5
50	в своем	7	5
51	как бы	25	5
52	как в	3	5
53	да и	3	5
54	с ее	3	5
55	в этой	9	5
56	что в	21	5
57	она не	3	5
58	в самом	12	5
59	никогда не	5	5
60	и его	5	5
61	одно из	2	5
62	ничего не	2	5
63	бы и	2	4
64	тому что	6	4
65	говорит о	4	4
66	но не	3	4
67	что они	6	4
68	же время	2	4
69	в художественном	2	4
70	для того	23	4
71	вслед за	3	4
72	и о	4	4
73	он не	11	4
74	что и	3	4
75	и уже	4	4
76	и т	6	4
77	рассказа в	3	4
78	как раз	9	4
79	не может	10	4
80	того чтобы	22	4
81	как будто	8	4
82	только в	4	4
83	тому как	2	4
84	как только	2	3
85	бы не	2	3
86	все время	24	3
87	была бы	2	3
88	в них	2	3
89	о них	2	3
90	столь же	2	3
91	с другой	2	3
92	в одном	3	3
93	что все	11	3
94	прежде всего	2	3
95	в нем	7	3
96	и ее	2	3
97	для нас	7	3
98	всякий раз	6	3
99	самом деле	12	3
100	одной стороны	3	3
101	было бы	12	3
102	по поводу	4	3
103	в это	2	3
104	раз в	7	3
105	в ней	6	3
106	мы уже	5	3
107	не все	2	3
108	все они	2	3
109	на него	4	3
110	со стороны	2	3
111	все это	13	3
112	а с	2	3
113	с одной	3	3
114	едва ли	2	3
115	и он	3	3
116	внимание на	2	3
117	так же	13	3
118	можно было	4	3
119	о смерти	5	3
120	и на	5	3
121	что у	4	3
122	же самое	6	3
123	на ее	2	3
124	как он	5	3
125	и это	5	3
126	героя и	2	3
127	он знает	2	2
128	в основе	3	2
129	место в	2	2
130	мы читаем	2	2
131	в последней	2	2
132	только не	2	2
133	рассказа это	3	2
134	мысли о	2	2
135	его и	2	2
136	именно в	2	2
137	и от	2	2
138	из этих	2	2
139	о ее	5	2
140	вовсе не	5	2
141	а как	2	2
142	со всей	2	2
143	как мы	4	2
144	о которых	2	2
145	мы знаем	2	2
146	ли он	2	2
147	тому же	3	2
148	же как	3	2
149	одна из	4	2
150	на этом	3	2
151	с такой	2	2
152	что не	4	2
153	и к	2	2
154	не по	2	2
155	о нем	4	2
156	все те	2	2
157	до сих	3	2
158	обратимся к	3	2
159	не является	2	2
160	один из	2	2
161	это было	4	2
162	все же	5	2
163	не будет	4	2
164	из них	4	2
165	вместе с	8	2
166	сих пор	3	2
167	дело с	3	2
168	как на	6	2
169	т п	3	2
170	т д	2	2
171	те же	2	2
172	в двух	4	2
173	ее на	2	2
174	тем самым	3	2
175	разговор о	3	2
176	и эта	2	2
177	ни одного	2	2
178	хотя бы	2	2
179	и для	3	2
180	с точки	4	2
181	той же	4	2
182	самое что	2	2
183	и опять	3	2
184	и то	2	2
185	сказать что	13	2
186	потому что	24	2
187	в виде	3	2
188	точки зрения	6	2
189	говорить о	3	2
190	могла бы	4	2
191	и только	7	2
192	его в	3	2
193	этими словами	2	2
194	та же	3	2
195	что говорит	2	2
196	рассказа и	10	2
197	но в	2	2
198	видит в	3	2
199	том как	3	2
