N	2gram	Bakhtin_Pr_2	Dialekti
1	не есть	2	40
2	и не	29	30
3	по себе	11	25
4	т е	26	25
5	и т	13	21
6	т д	4	19
7	и в	43	18
8	ничего не	3	17
9	может быть	23	17
10	точки зрения	13	17
11	в нем	12	16
12	ни в	2	15
13	так что	5	15
14	а не	7	14
15	что в	4	13
16	то что	7	13
17	не только	11	13
18	и даже	3	13
19	если бы	3	12
20	было бы	5	12
21	и что	5	12
22	с точки	8	12
23	в этом	13	12
24	не может	18	12
25	что это	2	11
26	что он	13	11
27	как бы	22	11
28	все это	5	11
29	в себе	5	11
30	так как	4	11
31	прежде всего	10	10
32	то же	8	10
33	что такое	2	10
34	сказать что	2	10
35	никогда не	9	9
36	это не	3	9
37	в том	6	9
38	так и	3	9
39	том что	2	9
40	и то	2	9
41	сама по	4	8
42	но это	4	8
43	совершенно не	4	8
44	к нему	5	8
45	вовсе не	5	7
46	и как	2	7
47	но и	14	7
48	что не	2	7
49	также и	3	7
50	той или	3	7
51	с другой	4	6
52	да и	5	6
53	хотя бы	2	6
54	она не	3	6
55	никак не	5	6
56	не в	11	6
57	в то	7	6
58	ни на	3	6
59	с ним	3	6
60	но в	10	6
61	сам по	5	6
62	я не	4	5
63	он сам	3	5
64	в этих	6	5
65	в своем	4	5
66	на то	5	5
67	как же	2	5
68	есть и	3	5
69	и пр	2	5
70	все же	3	5
71	отношение к	2	5
72	в отношении	3	5
73	и он	5	5
74	а в	5	5
75	можно было	3	5
76	и с	5	5
77	в виду	3	5
78	в конце	2	4
79	к тому	4	4
80	во всяком	2	4
81	об этом	2	4
82	но не	5	4
83	же время	5	4
84	одно и	2	4
85	не могу	2	4
86	это я	2	4
87	хотя и	5	4
88	в котором	6	4
89	то это	2	4
90	быть и	2	4
91	так же	2	4
92	другой стороны	3	4
93	как раз	4	4
94	как мы	10	4
95	почти всегда	2	4
96	мы можем	2	4
97	он есть	2	4
98	о том	5	4
99	как он	2	4
100	а он	3	3
101	а лишь	2	3
102	сознания и	3	3
103	в них	4	3
104	же тут	2	3
105	та же	2	3
106	этом смысле	2	3
107	должна быть	3	3
108	стороны и	3	3
109	или иной	3	3
110	но эта	2	3
111	что и	3	3
112	точек зрения	4	3
113	что я	6	3
114	более или	3	3
115	уже и	2	3
116	на себе	2	3
117	конечно не	2	3
118	отношении к	2	3
119	и о	2	3
120	он не	9	3
121	в его	10	3
122	даже в	3	3
123	отношения к	2	3
124	указывает на	2	3
125	или менее	3	3
126	что же	7	3
127	мысли и	2	3
128	в их	3	3
129	только на	3	3
130	в самом	7	3
131	еще более	2	3
132	но все	2	3
133	самом деле	5	3
134	была бы	2	3
135	должно быть	4	3
136	конце концов	2	3
137	и та	2	3
138	могут быть	3	3
139	и вы	2	3
140	и еще	2	3
141	только в	4	3
142	и все	6	3
143	бы в	5	3
144	не менее	3	2
145	не был	2	2
146	того что	2	2
147	бы и	2	2
148	по мере	4	2
149	в виде	3	2
150	не знает	3	2
151	как в	2	2
152	но так	2	2
153	и говорить	2	2
154	не как	6	2
155	из этих	2	2
156	раз и	2	2
157	и другого	2	2
158	в каждом	11	2
159	вопрос о	2	2
160	себе самом	3	2
161	быть в	2	2
162	при чем	4	2
163	одна и	2	2
164	но конечно	2	2
165	ни было	2	2
166	как и	14	2
167	мы и	2	2
168	и при	2	2
169	лишь как	2	2
170	такой же	3	2
171	есть конечно	3	2
172	том или	3	2
173	но к	2	2
174	что если	3	2
175	не должна	3	2
176	тому же	3	2
177	здесь в	3	2
178	не нужно	2	2
179	для него	8	2
180	до сих	7	2
181	еще не	9	2
182	мы увидим	5	2
183	себе и	4	2
184	и следовательно	3	2
185	и является	2	2
186	друг к	2	2
187	в него	7	2
188	из них	2	2
189	для чего	2	2
190	в своей	4	2
191	и их	3	2
192	к другу	2	2
193	сих пор	7	2
194	образом и	3	2
195	формулы и	2	2
196	к самому	3	2
197	для этого	2	2
198	т п	9	2
199	и эта	2	2
200	иной раз	2	2
201	с этим	2	2
202	а с	2	2
203	себе а	2	2
204	нужно быть	2	2
205	все эти	5	2
206	если мы	2	2
207	чтобы не	2	2
208	уже не	3	2
209	и для	3	2
210	себе но	2	2
211	отличается от	2	2
212	между собою	4	2
213	с ними	2	2
214	и так	2	2
215	же и	4	2
216	именно как	2	2
217	то и	2	2
218	он и	3	2
219	в которых	2	2
220	что тут	2	2
221	в другом	7	2
222	во всем	3	2
223	и это	4	2
224	почти не	2	2
225	время как	2	2
