N	2gram	Losev_Dial_2	Problemy
1	и в	19	34
2	и не	30	29
3	как бы	14	27
4	что он	6	23
5	может быть	20	19
6	в нем	10	19
7	не может	9	19
8	и все	12	19
9	как и	10	18
10	но в	2	16
11	все это	4	16
12	и его	5	16
13	в этом	8	16
14	и с	5	15
15	прежде всего	8	15
16	что я	2	15
17	он не	4	15
18	то же	12	14
19	к нему	4	14
20	самом деле	4	13
21	т е	30	12
22	но и	12	12
23	же время	5	12
24	и к	7	12
25	потому что	14	12
26	в то	6	12
27	вовсе не	13	11
28	в сущности	2	11
29	то что	14	11
30	на самом	2	11
31	а я	2	10
32	не только	19	10
33	не в	8	9
34	а не	16	9
35	самого начала	2	8
36	никогда не	9	8
37	с самого	2	8
38	в самом	5	8
39	и т	17	8
40	так же	2	8
41	точки зрения	12	8
42	с ним	4	8
43	что же	2	8
44	в другом	4	8
45	я не	6	7
46	что в	7	7
47	я сам	2	7
48	и даже	14	7
49	все же	4	7
50	на него	2	7
51	как мы	3	7
52	что не	6	7
53	как будто	7	7
54	что они	6	6
55	у меня	3	6
56	что у	2	6
57	с ними	2	6
58	мы уже	8	6
59	так и	10	6
60	т п	2	6
61	в себе	15	6
62	только в	5	6
63	все время	3	5
64	что это	10	5
65	это я	2	5
66	это не	10	5
67	и от	3	5
68	в конце	2	5
69	к тому	2	5
70	так что	7	5
71	но все	2	5
72	и что	5	5
73	того что	6	5
74	всяком случае	2	5
75	себе и	3	5
76	из них	3	5
77	таким образом	4	5
78	и вот	4	5
79	а в	4	5
80	мы должны	2	5
81	когда я	2	5
82	с тем	2	5
83	в одном	4	5
84	даже в	3	5
85	что и	5	5
86	хотя бы	4	5
87	во всяком	2	5
88	в чем	3	5
89	с другой	5	4
90	ни в	10	4
91	да и	6	4
92	но это	7	4
93	на этом	2	4
94	при этом	4	4
95	на его	2	4
96	в общем	2	4
97	его с	3	4
98	все эти	2	4
99	но как	5	4
100	его в	3	4
101	так как	14	4
102	как раз	5	4
103	но не	6	4
104	еще не	4	4
105	бы и	2	4
106	как в	2	4
107	и прежде	2	4
108	все равно	5	4
109	в мире	2	4
110	с точки	8	4
111	тем что	2	4
112	в виде	2	4
113	и это	5	4
114	ничего не	3	4
115	вместе с	2	4
116	не менее	3	3
117	уже в	4	3
118	в каждом	2	3
119	этот голос	3	3
120	в том	14	3
121	тут не	3	3
122	что с	2	3
123	в виду	5	3
124	есть только	4	3
125	с ее	2	3
126	жизни и	6	3
127	другой стороны	4	3
128	в одной	4	3
129	это как	3	3
130	должно быть	7	3
131	их в	2	3
132	в ней	2	3
133	нуждается в	3	3
134	но он	4	3
135	говорить о	5	3
136	как он	4	3
137	сознания и	5	3
138	не как	2	3
139	по крайней	9	3
140	по себе	18	3
141	в ее	4	3
142	том что	10	3
143	так чтобы	2	3
144	по своему	5	3
145	между тем	2	3
146	не могу	6	3
147	сам не	2	3
148	крайней мере	9	3
149	в своей	8	3
150	только что	5	3
151	как я	2	3
152	так вот	2	3
153	и как	10	3
154	и то	7	3
155	это было	3	3
156	вы не	2	2
157	не было	3	2
158	сама по	7	2
159	в душе	7	2
160	это уже	2	2
161	понятно что	2	2
162	и внешнего	2	2
163	тому что	2	2
164	та же	4	2
165	я уже	2	2
166	вопрос о	3	2
167	на всю	2	2
168	тем не	2	2
169	и если	4	2
170	например в	2	2
171	что такое	3	2
172	же и	9	2
173	чтобы все	3	2
174	он может	2	2
175	в своем	4	2
176	и только	4	2
177	т д	15	2
178	что оно	4	2
179	но только	3	2
180	того или	2	2
181	и тут	3	2
182	с этим	3	2
183	на который	2	2
184	той или	4	2
185	о том	5	2
186	сказать что	10	2
187	и должно	2	2
188	нет ни	3	2
189	я и	2	2
190	мире и	2	2
191	или как	3	2
192	во время	2	2
193	нисколько не	4	2
194	всех этих	3	2
195	отнюдь не	6	2
196	он есть	3	2
197	в жизни	2	2
198	не знаю	2	2
199	это и	3	2
200	время не	3	2
201	но я	3	2
202	и слова	3	2
203	себе как	3	2
204	было бы	3	2
205	раз в	2	2
206	конечно не	6	2
207	за пределы	4	2
208	во всех	2	2
209	внутреннего и	2	2
210	и потому	5	2
211	и делает	2	2
212	оно должно	2	2
213	быть и	4	2
214	жизнь и	5	2
215	в той	3	2
216	уже не	3	2
217	в которой	2	2
218	со всем	2	2
219	утверждение в	2	2
220	не то	5	2
221	и почти	3	2
222	и вообще	6	2
223	будто бы	3	2
224	же не	3	2
225	много раз	3	2
226	все его	3	2
227	о чем	3	2
