N	2gram	Voloshinov_1	FransuaR
1	и в	15	41
2	таким образом	21	19
3	в этом	13	15
4	и все	4	14
5	как и	6	14
6	в этой	5	13
7	то же	7	13
8	все эти	9	13
9	мы уже	5	12
10	в его	9	12
11	прежде всего	11	11
12	в том	4	11
13	как мы	10	11
14	в себе	4	11
15	так и	10	10
16	все это	5	10
17	в то	6	10
18	в качестве	2	9
19	и его	15	9
20	не в	4	9
21	же время	5	9
22	но и	4	9
23	и т.п	2	9
24	в своем	2	9
25	что в	6	9
26	то что	10	8
27	но в	9	8
28	вовсе не	2	7
29	как бы	11	7
30	в нем	4	7
31	и не	16	7
32	в эпоху	3	7
33	у него	3	6
34	все они	2	6
35	это не	2	6
36	ни в	6	6
37	для него	5	6
38	и до	3	6
39	с помощью	9	6
40	только в	6	6
41	к этому	7	5
42	не только	5	5
43	и к	7	5
44	на этом	5	5
45	в ней	5	5
46	вместе с	4	5
47	что и	2	5
48	мы видели	5	5
49	как в	3	5
50	и у	6	5
51	а в	6	5
52	к нему	7	5
53	и для	2	5
54	точки зрения	13	5
55	потому что	4	5
56	что это	3	4
57	и образы	3	4
58	на место	3	4
59	том что	5	4
60	но все	2	4
61	одна из	3	4
62	все что	9	4
63	было бы	6	4
64	может быть	13	4
65	он не	4	4
66	на этой	2	4
67	и наконец	10	4
68	должно быть	2	4
69	рядом с	2	4
70	и на	3	4
71	в более	3	4
72	и с	7	4
73	ничего не	2	4
74	я не	3	3
75	связанных с	4	3
76	и другие	2	3
77	и есть	2	3
78	в отношении	2	3
79	во время	5	3
80	в одном	3	3
81	и потому	8	3
82	он был	3	3
83	но это	2	3
84	ведь все	2	3
85	совсем не	5	3
86	в своей	9	3
87	есть и	2	3
88	в свою	2	3
89	при этом	7	3
90	все то	2	3
91	выражение в	2	3
92	что он	8	3
93	с ее	3	3
94	жизни и	5	3
95	во всех	8	3
96	не может	13	3
97	не было	4	3
98	с точки	10	3
99	и по	5	3
100	той же	2	3
101	с ними	4	3
102	нас в	2	3
103	не знает	3	3
104	связанные с	2	3
105	его в	8	3
106	так сказать	3	3
107	так как	9	3
108	все его	2	3
109	учение о	2	2
110	что все	5	2
111	в человеке	5	2
112	с его	8	2
113	все время	4	2
114	именно в	3	2
115	и др	8	2
116	никогда не	7	2
117	в этих	2	2
118	и со	2	2
119	другими словами	3	2
120	в одной	2	2
121	с этим	6	2
122	человек может	2	2
123	а следовательно	2	2
124	на самом	2	2
125	человека в	3	2
126	и ее	3	2
127	к тому	4	2
128	следовательно и	2	2
129	отношению к	9	2
130	связанное с	2	2
131	оно и	6	2
132	в большинстве	4	2
133	в себя	5	2
134	до конца	5	2
135	отношение к	7	2
136	тот же	5	2
137	еще не	7	2
138	того что	2	2
139	и может	4	2
140	со всеми	3	2
141	в заключение	3	2
142	не совсем	2	2
143	так называемый	4	2
144	все те	4	2
145	оно не	2	2
146	должен быть	2	2
147	в состоянии	2	2
148	во второй	5	2
149	время в	2	2
150	в процессе	4	2
151	по отношению	11	2
152	этом отношении	2	2
153	в течение	2	2
154	еще более	2	2
155	находится в	3	2
156	и вот	6	2
157	только на	2	2
158	для всех	2	2
159	а не	2	2
160	с самого	7	2
161	в силах	2	2
162	уже не	5	2
163	что значит	2	2
164	роль в	6	2
165	мы не	4	2
166	в данном	3	2
167	и то	2	2
168	их в	2	2
169	во всяком	4	2
170	может стать	3	2
171	которой он	2	2
172	далеко не	4	2
173	явлений и	2	2
174	дело в	2	2
175	большинстве случаев	5	2
176	бы в	2	2
177	в чем	4	2
178	с ним	12	2
179	в области	3	2
