N	3gram	Vygotskiy__2	Problemy
1	с точки зрения	10	13
2	в то же	2	9
3	то же время	2	9
4	в том что	17	6
5	в конце концов	3	5
6	том что он	3	4
7	не может быть	8	4
8	на самом деле	5	4
9	то же что	2	3
10	потому что она	2	3
11	и т п	8	3
12	сами по себе	3	3
13	само по себе	3	3
14	с другой стороны	2	3
15	в этом отношении	5	3
16	подобно тому как	2	3
17	во всяком случае	2	3
18	в данном случае	4	2
19	таким образом все	2	2
20	в самом деле	11	2
21	и не может	2	2
22	до сих пор	5	2
23	можно было бы	4	2
24	бы то ни	2	2
25	начала и до	2	2
