N	2gram	Bakhtin_Pr_3	Hudozhes
1	в мире	5	23
2	то есть	48	18
3	и не	15	16
4	в том	14	15
5	и в	53	15
6	не только	4	15
7	может быть	12	13
8	при этом	3	12
9	а в	2	12
10	и его	10	12
11	но не	5	11
12	в этом	8	11
13	в себе	5	11
14	как бы	14	10
15	но и	7	10
16	так и	6	10
17	по отношению	2	10
18	то же	6	10
19	а не	11	10
20	в его	8	9
21	точки зрения	4	9
22	своего рода	3	8
23	с другой	2	7
24	в то	5	7
25	но в	5	7
26	в основе	5	6
27	с его	2	6
28	что в	2	6
29	в ее	3	6
30	том что	5	6
31	не в	2	6
32	же время	5	6
33	отношение к	6	6
34	не может	2	6
35	по своей	9	6
36	могут быть	4	5
37	можно сказать	8	5
38	а также	4	5
39	только в	4	5
40	в самом	2	5
41	в нем	10	5
42	то что	9	5
43	и одновременно	4	5
44	между ними	2	5
45	или менее	3	5
46	и т.п	31	5
47	в их	2	5
48	более или	3	5
49	место в	2	4
50	в этих	5	4
51	прежде всего	15	4
52	еще не	5	4
53	например в	5	4
54	хотя и	4	4
55	он не	3	4
56	жизни как	4	4
57	и тем	2	4
58	в своей	3	4
59	в форме	6	4
60	сказать что	10	4
61	между тем	2	4
62	говорить о	2	4
63	не знает	4	4
64	и т.д	2	4
65	как это	2	4
66	не менее	3	3
67	это не	6	3
68	что он	4	3
69	и к	5	3
70	тем не	2	3
71	человека к	3	3
72	по своему	6	3
73	того же	2	3
74	человеческой жизни	3	3
75	далеко не	2	3
76	авторской позиции	2	3
77	таким образом	6	3
78	как и	11	3
79	в той	2	3
80	с точки	2	3
81	во всей	4	3
82	и для	4	3
83	в таком	2	3
84	в рассказе	2	3
85	их в	2	3
86	потому что	5	3
87	но он	2	3
88	и ее	6	3
89	его в	2	3
90	в которой	2	3
91	в области	3	3
92	собою в	2	2
93	том числе	11	2
94	я не	4	2
95	и более	2	2
96	себя и	2	2
97	числе и	10	2
98	жизни в	3	2
99	в них	2	2
100	и особенно	3	2
101	человека и	7	2
102	этих двух	2	2
103	вовсе не	3	2
104	для понимания	2	2
105	в литературе	5	2
106	при всей	2	2
107	тем более	2	2
108	с самим	5	2
109	есть в	3	2
110	одна из	7	2
111	времени и	2	2
112	с их	2	2
113	несмотря на	2	2
114	во всех	12	2
115	одной из	4	2
116	и потому	5	2
117	и др	14	2
118	как в	7	2
119	и прежде	6	2
120	здесь не	4	2
121	именно в	2	2
122	все эти	9	2
123	в себя	6	2
124	жанровой традиции	7	2
125	и по	3	2
126	с ним	2	2
127	с другими	3	2
128	и на	18	2
129	нового времени	8	2
130	самим собою	4	2
131	всей своей	2	2
132	о себе	2	2
133	начиная с	3	2
134	о том	2	2
135	в европейской	2	2
136	и это	3	2
137	мира и	2	2
138	художественной литературы	2	2
139	мире и	2	2
