N	3gram	Bakhtin_fo_1	FransuaR
1	то же время	9	9
2	в то же	6	9
3	в том что	2	6
4	для того чтобы	5	6
5	в этом отношении	3	5
6	в связи с	5	5
7	в том числе	4	4
8	так же как	2	4
9	а также и	2	4
10	в нем не	3	3
11	связи с этим	2	3
12	до сих пор	3	3
13	и прежде всего	2	3
14	том числе и	2	2
15	в то время	3	2
16	с точки зрения	2	2
17	же как и	2	2
18	внешнее и внутреннее	2	2
19	мы уже говорили	3	2
20	со всеми его	2	2
21	и др в	2	2
22	дело в том	2	2
23	в отличие от	2	2
24	также и в	2	2
25	в xvii веке	2	2
26	существенную роль в	2	2
27	к тому же	2	2
28	не может быть	3	2
