N	2gram	Vygotskiy__1	Problemy
1	и в	23	35
2	как бы	11	31
3	и не	9	27
4	что он	7	24
5	в его	14	21
6	но в	5	19
7	не может	12	18
8	как и	14	18
9	то же	8	15
10	и все	5	15
11	но и	14	14
12	для него	2	14
13	может быть	14	14
14	все это	6	14
15	в сущности	6	14
16	и его	6	14
17	в этом	17	14
18	он не	5	13
19	прежде всего	10	12
20	и с	9	12
21	и к	4	12
22	в другом	7	12
23	в то	7	11
24	слова и	5	11
25	не в	4	10
26	самом деле	3	10
27	же время	2	10
28	не только	16	10
29	то что	17	10
30	в отношении	10	9
31	я не	3	8
32	самого начала	8	8
33	так и	5	8
34	с самого	8	8
35	потому что	6	8
36	все же	3	8
37	как мы	5	8
38	и слово	2	8
39	лишь в	6	7
40	так же	16	7
41	а в	2	7
42	и наконец	2	7
43	точки зрения	26	7
44	с его	4	7
45	вовсе не	3	7
46	себе и	2	7
47	для себя	4	7
48	отношению к	7	7
49	в виде	2	7
50	там где	2	7
51	таким образом	26	7
52	что в	14	6
53	к тому	4	6
54	что они	3	6
55	и что	5	6
56	в самом	7	6
57	что у	2	6
58	и на	8	6
59	в одном	4	6
60	но не	4	6
61	в слове	2	6
62	по отношению	7	6
63	только в	6	6
64	в конце	2	5
65	в том	24	5
66	и даже	2	5
67	этого слова	4	5
68	даже в	2	5
69	на него	2	5
70	как в	4	5
71	внутренней речи	9	5
72	и то	3	5
73	в себе	6	5
74	и это	3	5
75	все время	6	4
76	никогда не	2	4
77	друг другу	3	4
78	с другой	10	4
79	в такой	3	4
80	но все	2	4
81	друг с	4	4
82	всяком случае	3	4
83	и вот	2	4
84	между тем	9	4
85	говорит он	15	4
86	так как	7	4
87	бы в	5	4
88	сознания и	3	4
89	как раз	4	4
90	в них	2	4
91	он как	2	4
92	по себе	5	4
93	во всем	3	4
94	наконец в	2	4
95	в своей	4	4
96	а не	3	4
97	во всяком	3	4
98	тем что	6	4
99	он в	3	4
100	внутреннюю речь	3	4
101	с другом	4	4
102	что это	3	4
103	в чем	4	4
104	за собой	2	3
105	уже в	3	3
106	и от	3	3
107	такой же	3	3
108	словом и	2	3
109	высшей степени	4	3
110	в общем	3	3
111	и мысли	2	3
112	в целом	20	3
113	другой стороны	9	3
114	в одной	3	3
115	все эти	4	3
116	того что	15	3
117	должно быть	2	3
118	сказать что	11	3
119	нуждается в	2	3
120	говорить о	2	3
121	мы должны	5	3
122	в высшей	4	3
123	человека с	2	3
124	под влиянием	2	3
125	в котором	4	3
126	с тем	7	3
127	внутренняя речь	4	3
128	с этим	6	3
129	в ее	2	3
130	почти на	2	3
131	том что	21	3
132	одно и	2	3
133	было бы	4	3
134	со всеми	2	3
135	за пределы	2	3
136	во всех	3	3
137	не могу	3	3
138	когда он	2	3
139	к другу	2	3
140	только что	4	3
141	а с	4	3
142	уже не	2	3
143	и т.д	5	3
144	ничего не	3	3
145	на вопрос	2	2
146	в этих	2	2
147	другого как	2	2
148	тому что	5	2
149	для этого	5	2
150	мысль и	3	2
151	столь же	6	2
152	с этой	6	2
153	и речь	4	2
154	что все	4	2
155	вопрос о	7	2
156	ни в	4	2
157	что его	2	2
158	на этом	2	2
159	что с	2	2
160	при этом	4	2
161	хотя и	2	2
162	время как	4	2
163	на нее	2	2
164	речи в	14	2
165	к слову	6	2
166	мы видели	2	2
167	в своем	3	2
168	что оно	3	2
169	на которой	2	2
170	в которых	3	2
171	их в	4	2
172	по своей	5	2
173	о том	6	2
174	как он	3	2
175	в первом	2	2
176	мысли в	5	2
177	всех этих	2	2
178	смысле этого	3	2
179	лежит в	2	2
180	в раннем	2	2
181	этих двух	3	2
182	с собой	2	2
183	а затем	5	2
184	бы он	2	2
185	мы говорили	3	2
186	его мысли	2	2
187	с таким	3	2
188	вместе с	9	2
189	бы и	2	2
190	приводит к	4	2
191	показать что	2	2
192	в речи	2	2
193	на этот	3	2
194	и как	5	2
195	про себя	2	2
196	хотя бы	4	2
197	с точки	18	2
198	в которой	3	2
199	той же	2	2
200	можно было	3	2
201	с другими	2	2
202	связан с	5	2
203	мы можем	6	2
204	сам по	3	2
205	между двумя	2	2
206	всех тех	5	2
207	из этого	5	2
208	этими двумя	2	2
