N	2gram	Trubetskoy_1	KulturaY
1	потому что	7	25
2	и в	26	23
3	не только	10	20
4	в том	11	19
5	в этом	15	18
6	и не	8	16
7	так как	9	15
8	может быть	10	15
9	точки зрения	13	14
10	если бы	3	12
11	в самом	4	12
12	все эти	6	12
13	том что	7	11
14	того чтобы	5	11
15	в области	9	11
16	но в	7	11
17	в русском	2	10
18	что в	9	10
19	а не	5	10
20	то что	7	9
21	для того	5	9
22	хотя бы	3	9
23	не может	4	9
24	с другой	8	8
25	прежде всего	2	8
26	не в	2	8
27	в качестве	3	8
28	уже не	3	8
29	и что	4	8
30	с точки	6	8
31	что это	3	7
32	не менее	3	7
33	в силу	5	7
34	все же	6	7
35	но и	9	7
36	и с	10	7
37	по крайней	5	6
38	крайней мере	5	6
39	в этой	4	6
40	но не	8	6
41	тем не	3	6
42	то же	4	6
43	между тем	2	6
44	и на	2	6
45	что мы	2	6
46	не могут	2	5
47	что все	4	5
48	ясно что	3	5
49	что он	4	5
50	по существу	2	5
51	тот же	2	5
52	еще не	2	5
53	несмотря на	6	5
54	в его	5	5
55	всяком случае	6	5
56	один из	2	5
57	вместе с	15	5
58	приводит к	2	5
59	все это	6	5
60	таким образом	22	5
61	лишь в	5	5
62	целый ряд	4	5
63	во всяком	6	5
64	и здесь	2	5
65	только в	4	5
66	мы имеем	2	5
67	в них	2	4
68	к этому	3	4
69	на то	2	4
70	можно сказать	3	4
71	к тому	6	4
72	но все	7	4
73	как бы	12	4
74	в нем	4	4
75	так же	5	4
76	в связи	3	4
77	не было	2	4
78	и о	3	4
79	не имеет	5	4
80	в результате	3	4
81	сказать что	2	4
82	в то	4	4
83	в конце	6	4
84	так и	6	4
85	уже в	2	3
86	или иное	2	3
87	учиться у	2	3
88	для этого	2	3
89	точно так	3	3
90	главным образом	8	3
91	же время	2	3
92	что оно	4	3
93	а также	2	3
94	того же	6	3
95	связи с	9	3
96	он не	4	3
97	что и	6	3
98	в процессе	2	3
99	отличается от	2	3
100	этом отношении	2	3
101	именно в	2	3
102	те же	2	3
103	того что	3	3
104	из которых	4	3
105	и по	4	3
106	то или	2	3
107	или иначе	3	3
108	а в	4	3
109	конце концов	3	3
110	и это	2	3
111	в виду	2	3
112	за собой	3	2
113	в отношении	6	2
114	только для	2	2
115	же как	3	2
116	с тем	18	2
117	никогда не	5	2
118	состоит в	2	2
119	о котором	2	2
120	с этой	3	2
121	не как	2	2
122	и от	4	2
123	и все	2	2
124	на все	2	2
125	связанные с	7	2
126	не всегда	2	2
127	большею частью	2	2
128	в самой	2	2
129	утверждать что	2	2
130	и потому	6	2
131	так называемые	3	2
132	с одной	7	2
133	в свою	2	2
134	тех пор	2	2
135	ли это	2	2
136	при этом	3	2
137	и если	3	2
138	конечно не	2	2
139	бы например	2	2
140	и даже	3	2
141	так или	3	2
142	к нему	7	2
143	мы видели	2	2
144	по сравнению	2	2
145	превращается в	2	2
146	в своем	3	2
147	и для	5	2
148	образом в	5	2
149	этой точки	2	2
150	и сейчас	2	2
151	и у	8	2
152	на этот	4	2
153	в глазах	2	2
154	в которых	4	2
155	мы должны	6	2
