N	2gram	Vygotskiy__1	Mirosoze
1	может быть	14	30
2	не только	16	29
3	и в	23	28
4	не может	12	28
5	но и	14	25
6	а не	3	25
7	он не	5	24
8	в этом	17	20
9	не в	4	16
10	потому что	6	16
11	в своей	4	15
12	никогда не	2	14
13	человека и	3	14
14	и это	3	12
15	для него	2	11
16	в самом	7	11
17	и не	9	11
18	что в	14	10
19	в своем	3	10
20	был бы	2	10
21	прежде всего	10	10
22	и все	5	10
23	что он	7	10
24	было бы	4	10
25	и потому	2	10
26	с тем	7	9
27	в его	14	9
28	и его	6	9
29	но не	4	8
30	в котором	4	8
31	того что	15	7
32	в конце	2	7
33	но в	5	7
34	в себе	6	7
35	в том	24	6
36	в этой	7	6
37	все это	6	6
38	лишь в	6	6
39	и на	8	6
40	вместе с	9	6
41	только в	6	6
42	в которой	3	6
43	и я	2	5
44	как и	14	5
45	то что	17	5
46	уже в	3	4
47	в этих	2	4
48	с этой	6	4
49	смысле слова	3	4
50	не к	2	4
51	в их	3	4
52	отношения к	3	4
53	а в	2	4
54	в которых	3	4
55	точки зрения	26	4
56	в них	2	4
57	один из	2	4
58	она не	3	4
59	за пределы	2	4
60	есть не	2	4
61	уже не	2	4
62	тем что	6	4
63	и вот	2	3
64	к тому	4	3
65	в свете	4	3
66	не имеет	2	3
67	должно быть	2	3
68	его не	3	3
69	с этим	6	3
70	так как	7	3
71	и с	9	3
72	на этом	2	3
73	с его	4	3
74	одно из	2	3
75	он должен	2	3
76	с собой	2	3
77	в ее	2	3
78	том что	21	3
79	учение о	3	3
80	ничего не	3	3
81	когда он	2	3
82	бы и	2	3
83	ко всем	3	3
84	хотя бы	4	3
85	может не	3	2
86	за собой	2	2
87	связана с	2	2
88	и от	3	2
89	вопрос о	7	2
90	высшей степени	4	2
91	человека к	2	2
92	в свою	4	2
93	о чем	2	2
94	для того	15	2
95	и мы	3	2
96	на этот	3	2
97	себе и	2	2
98	жизни и	2	2
99	могут быть	3	2
100	всего в	2	2
101	отрывается от	2	2
102	по отношению	7	2
103	все эти	4	2
104	и что	5	2
105	и те	2	2
106	время как	4	2
107	сказать что	11	2
108	по своей	5	2
109	вопрос и	2	2
110	как бы	11	2
111	о том	6	2
112	как он	3	2
113	человека с	2	2
114	бы в	5	2
115	проблемы и	4	2
116	в основе	8	2
117	если бы	5	2
118	в высшей	4	2
119	к этому	4	2
120	отношению к	7	2
121	мы видим	4	2
122	в то	7	2
123	то время	5	2
124	связано с	2	2
125	до сих	4	2
126	и к	4	2
127	должен быть	4	2
128	все же	3	2
129	по сравнению	6	2
130	с ней	2	2
131	сих пор	4	2
132	не остается	3	2
133	как в	4	2
134	мысли и	6	2
135	приводит к	4	2
136	того чтобы	17	2
137	и как	5	2
138	к этим	2	2
139	от этого	2	2
140	он в	3	2
141	в каком	3	2
