N	2gram	Savitsky_E_1	formyVre
1	и в	37	50
2	то есть	6	33
3	в этом	12	25
4	прежде всего	9	15
5	и не	14	14
6	как мы	5	14
7	вовсе не	6	13
8	в его	2	13
9	так и	10	12
10	может быть	6	11
11	таким образом	2	11
12	то же	15	11
13	и как	2	10
14	но в	14	10
15	в том	11	9
16	же время	14	9
17	в других	2	9
18	в то	16	9
19	не только	18	9
20	в самом	4	8
21	но и	14	8
22	и на	6	8
23	жизни в	3	8
24	как и	7	8
25	того же	3	8
26	жизни и	2	8
27	и во	2	7
28	в частности	5	6
29	в их	11	6
30	не может	9	6
31	так же	9	6
32	в результате	3	6
33	так как	7	6
34	с этим	2	6
35	и все	2	6
36	и того	2	6
37	во всех	6	6
38	то что	6	6
39	время в	3	6
40	в ее	8	6
41	как в	3	6
42	что в	21	5
43	не в	5	5
44	в пределах	25	5
45	этот процесс	2	5
46	точки зрения	23	5
47	если бы	2	5
48	отнюдь не	9	5
49	но не	5	5
50	наряду с	2	5
51	он не	2	5
52	того чтобы	6	5
53	для того	6	5
54	могут быть	2	5
55	но на	3	4
56	в своем	14	4
57	в котором	2	4
58	влияние на	2	4
59	не имеет	4	4
60	потому что	3	4
61	и с	2	4
62	в ней	4	4
63	между собой	2	4
64	в них	3	4
65	в процессе	4	4
66	в той	5	4
67	том что	6	4
68	и для	3	4
69	и то	2	4
70	только в	9	4
71	не могут	2	3
72	в этих	2	3
73	в отношении	32	3
74	в определенном	3	3
75	к тому	8	3
76	с тем	3	3
77	имеет место	2	3
78	хотя и	2	3
79	мира в	4	3
80	этом отношении	3	3
81	с одной	8	3
82	именно в	4	3
83	и других	2	3
84	а в	2	3
85	вообще не	3	3
86	сказать что	4	3
87	в одном	2	3
88	в порядке	2	3
89	для них	2	3
90	есть не	2	3
91	же в	2	3
92	в качестве	14	3
93	одной из	5	3
94	по преимуществу	2	3
95	и потому	5	3
96	только к	2	3
97	что и	3	3
98	вместе с	2	3
99	во всей	2	3
100	еще более	2	3
101	а не	2	3
102	между ними	2	3
103	мы не	4	3
104	мы видим	2	3
105	в таком	3	3
106	или в	2	3
107	с другими	2	3
108	во всяком	3	3
109	в себе	9	3
110	место в	3	2
111	же как	5	2
112	сплошь и	2	2
113	никогда не	3	2
114	в течение	5	2
115	с другой	7	2
116	что все	2	2
117	вопрос о	4	2
118	или иной	4	2
119	для нас	4	2
120	происходит в	2	2
121	есть в	2	2
122	в свою	3	2
123	одной стороны	8	2
124	не к	2	2
125	в некоторых	2	2
126	на них	2	2
127	на основе	2	2
128	во втором	2	2
129	того что	7	2
130	и даже	6	2
131	и по	5	2
132	лежат в	4	2
133	к ним	3	2
134	в которых	3	2
135	также и	7	2
136	имеет в	2	2
137	с большой	2	2
138	той или	4	2
139	и еще	2	2
140	в истории	2	2
141	мы должны	2	2
142	бы совершенно	2	2
143	во многом	2	2
144	не является	3	2
145	сравнению с	2	2
146	в стороне	3	2
147	тогда когда	2	2
148	по себе	4	2
149	стороны и	6	2
150	и к	3	2
151	чем в	4	2
152	во все	3	2
153	к настоящему	3	2
154	было бы	8	2
155	в данной	3	2
156	к ней	4	2
157	а также	7	2
158	по сравнению	2	2
159	в своей	8	2
160	как бы	6	2
161	все другие	2	2
162	ее в	3	2
163	и прежде	3	2
164	в значительной	2	2
165	и эта	2	2
166	с точки	17	2
167	хотя бы	15	2
168	в данном	3	2
169	от этого	5	2
170	тем что	3	2
171	на себя	3	2
172	в каком	4	2
173	его на	2	2
174	далеко не	2	2
175	как оно	2	2
176	дело в	3	2
177	там где	3	2
178	но по	2	2
