N	2gram	Vygotskiy__7	Problemy
1	и в	26	34
2	и не	18	29
3	как бы	6	27
4	что он	8	23
5	в его	4	22
6	к другому	3	20
7	может быть	7	19
8	в нем	2	19
9	не может	11	19
10	как и	15	18
11	но в	4	16
12	все это	3	16
13	и его	12	16
14	в этом	29	16
15	и с	5	15
16	прежде всего	7	15
17	он не	3	15
18	то же	8	14
19	к нему	3	14
20	самом деле	6	13
21	для него	3	13
22	но и	11	12
23	и к	7	12
24	потому что	16	12
25	в то	3	12
26	вовсе не	2	11
27	в сущности	9	11
28	то что	24	11
29	на самом	3	11
30	с другим	2	11
31	не только	24	10
32	слова и	10	10
33	в отношении	2	9
34	не в	4	9
35	а не	6	9
36	самого начала	7	8
37	никогда не	4	8
38	себя и	2	8
39	с самого	7	8
40	в самом	9	8
41	так же	14	8
42	точки зрения	28	8
43	с ним	3	8
44	что же	2	8
45	и слово	3	8
46	и для	5	8
47	слова в	5	7
48	я не	3	7
49	что в	12	7
50	этого слова	3	7
51	все же	6	7
52	как мы	14	7
53	что не	2	7
54	что они	10	6
55	отношение к	2	6
56	что у	4	6
57	самим собой	2	6
58	мы уже	3	6
59	для себя	24	6
60	отношению к	5	6
61	так и	3	6
62	в себе	9	6
63	только в	8	6
64	что это	6	5
65	это не	3	5
66	и от	4	5
67	в конце	4	5
68	к тому	7	5
69	так что	4	5
70	и что	6	5
71	того что	14	5
72	в целом	5	5
73	по отношению	6	5
74	таким образом	23	5
75	не мог	2	5
76	лишь в	2	5
77	а в	2	5
78	и наконец	4	5
79	мы должны	6	5
80	с тем	5	5
81	даже в	2	5
82	что и	3	5
83	в слове	11	5
84	во всяком	2	5
85	в чем	3	5
86	на вопрос	5	4
87	друг другу	3	4
88	с другой	4	4
89	что все	2	4
90	ни в	2	4
91	но это	3	4
92	его мысль	2	4
93	на его	2	4
94	его с	3	4
95	как к	3	4
96	все эти	6	4
97	в начале	5	4
98	его в	2	4
99	так как	14	4
100	если бы	5	4
101	как раз	3	4
102	мы остановимся	3	4
103	но не	3	4
104	еще не	4	4
105	внутренней речи	67	4
106	как в	4	4
107	только на	3	4
108	с точки	21	4
109	с другими	3	4
110	тем что	9	4
111	внутреннюю речь	12	4
112	ничего не	2	4
113	вместе с	12	4
114	не менее	4	3
115	уже в	2	3
116	для этого	3	3
117	в такой	4	3
118	его к	2	3
119	словом и	10	3
120	в том	18	3
121	что его	2	3
122	такой же	3	3
123	что с	5	3
124	до конца	5	3
125	но для	2	3
126	в виду	5	3
127	в котором	4	3
128	есть только	2	3
129	с ее	2	3
130	мы видели	3	3
131	его и	2	3
132	в одной	3	3
133	как такового	2	3
134	должно быть	2	3
135	для других	15	3
136	слова с	4	3
137	в ней	3	3
138	нуждается в	3	3
139	но он	2	3
140	во всем	3	3
141	большинстве случаев	2	3
142	бы в	5	3
143	внутренняя речь	15	3
144	и во	4	3
145	и другого	2	3
146	по себе	3	3
147	в ее	6	3
148	том что	17	3
149	по своему	9	3
150	наконец в	2	3
151	нет и	3	3
152	в своей	3	3
153	только что	5	3
154	и то	7	3
155	тому что	9	2
156	столь же	2	2
157	с этой	5	2
158	и речь	3	2
159	вопрос о	6	2
160	этом случае	14	2
161	она в	2	2
162	тем не	3	2
163	мы знаем	2	2
164	на одно	2	2
165	мы и	2	2
166	в большинстве	2	2
167	мог бы	3	2
168	друг с	2	2
169	к слову	14	2
170	совпадает с	3	2
171	все те	2	2
172	не является	3	2
173	один из	2	2
174	в этот	3	2
175	друг друга	4	2
176	отличается от	3	2
177	и только	4	2
178	мысль и	3	2
179	которых мы	2	2
180	что оно	4	2
181	но только	3	2
182	как слово	2	2
183	как на	6	2
184	тенденция к	2	2
185	в которых	2	2
186	с этим	2	2
187	о том	4	2
188	с которыми	2	2
189	сказать что	8	2
190	как она	5	2
191	перед вами	2	2
192	и свой	2	2
193	признать что	2	2
194	во время	2	2
195	смысле этого	3	2
196	были бы	3	2
197	слово не	2	2
198	это и	4	2
199	то в	2	2
200	и слова	6	2
201	с другом	2	2
202	но именно	2	2
203	было бы	6	2
204	со всеми	2	2
205	бы с	2	2
206	раз в	2	2
207	во всех	6	2
208	к ней	2	2
209	как для	2	2
210	и потому	3	2
211	но этот	2	2
212	и делает	2	2
213	благодаря этому	2	2
214	находится в	2	2
215	слова как	5	2
216	в отличие	2	2
217	входит в	2	2
218	но с	2	2
219	в той	4	2
220	и он	2	2
221	речи в	27	2
222	в которой	11	2
223	той же	8	2
224	между двумя	3	2
225	и ее	2	2
226	показать что	4	2
227	которые в	2	2
228	отличие от	2	2
229	о чем	4	2
