N	2gram	Losev_Dial_2	Myshleni
1	в том	14	33
2	том что	10	27
3	точки зрения	12	26
4	то что	14	20
5	в этом	8	19
6	с точки	8	18
7	того что	6	17
8	и в	19	15
9	не только	19	15
10	что в	7	14
11	таким образом	4	14
12	что он	6	12
13	в самом	5	11
14	но и	12	10
15	было бы	3	10
16	в своем	4	9
17	может быть	20	9
18	не может	9	9
19	что мы	2	9
20	о том	5	9
21	в сущности	2	9
22	связи с	4	9
23	так и	10	8
24	никогда не	9	8
25	не в	8	8
26	заключается в	4	8
27	и что	5	8
28	к тому	2	7
29	с одной	2	7
30	и не	30	7
31	потому что	14	7
32	как бы	14	7
33	по себе	18	7
34	он не	4	7
35	во всяком	2	7
36	что это	10	6
37	в частности	2	6
38	как мы	3	6
39	в этой	3	6
40	мы уже	8	6
41	в виду	5	6
42	в связи	4	6
43	мы находим	3	6
44	с другой	5	6
45	сказать что	10	6
46	в истории	2	6
47	мы должны	2	6
48	как он	4	6
49	как это	7	6
50	но в	2	6
51	в зависимости	2	6
52	вовсе не	13	6
53	и к	7	6
54	как и	10	6
55	зависимости от	2	6
56	по своей	4	6
57	как известно	2	6
58	вместе с	2	6
59	если мы	2	6
60	самом деле	4	6
61	всяком случае	2	6
62	это не	10	5
63	уже в	4	5
64	вопрос о	3	5
65	что с	2	5
66	и их	3	5
67	и даже	14	5
68	тогда когда	6	5
69	то же	12	5
70	связана с	2	4
71	независимо от	4	4
72	прежде всего	8	4
73	несмотря на	2	4
74	все это	4	4
75	что оно	4	4
76	так же	2	4
77	а в	4	4
78	их в	2	4
79	и с	5	4
80	так как	14	4
81	все же	4	4
82	мы видим	2	4
83	в своей	8	4
84	даже в	3	4
85	как в	2	4
86	как раз	5	4
87	того как	2	4
88	хотя бы	4	4
89	и его	5	4
90	только в	5	4
91	в которой	2	4
92	все время	3	3
93	что у	2	3
94	во время	2	3
95	человека и	2	3
96	об этом	3	3
97	что они	6	3
98	очевидно что	2	3
99	при этом	4	3
100	в общем	2	3
101	но мы	2	3
102	из них	3	3
103	данном случае	2	3
104	и только	4	3
105	все эти	2	3
106	они не	3	3
107	и по	4	3
108	в результате	2	3
109	с ним	4	3
110	мы имеем	3	3
111	и все	12	3
112	с этим	3	3
113	но не	6	3
114	бы и	2	3
115	что она	14	3
116	только что	5	3
117	на самом	2	3
118	а не	16	3
119	или в	2	3
120	в данном	3	3
121	и это	5	3
122	ничего не	3	3
123	как только	3	2
124	в противоположность	2	2
125	не могут	4	2
126	сама по	7	2
127	же как	3	2
128	что если	3	2
129	и есть	4	2
130	в этих	3	2
131	понятно что	2	2
132	перед нами	2	2
133	на все	2	2
134	же это	4	2
135	можно сказать	5	2
136	что на	2	2
137	и можно	2	2
138	ни в	10	2
139	и как	10	2
140	но все	2	2
141	это есть	8	2
142	и более	3	2
143	но что	7	2
144	и идеи	2	2
145	с целью	2	2
146	только тогда	7	2
147	и мы	3	2
148	той или	4	2
149	его с	3	2
150	с ее	2	2
151	после этого	3	2
152	могут быть	4	2
153	в некоторых	2	2
154	от того	4	2
155	в их	2	2
156	есть нечто	8	2
157	должно быть	7	2
158	говорить о	5	2
159	что здесь	2	2
160	во все	2	2
161	же самое	2	2
162	также и	2	2
163	но ведь	2	2
164	в одном	4	2
165	которые не	2	2
166	или как	3	2
167	от этого	3	2
168	нисколько не	4	2
169	уже и	2	2
170	другого рода	2	2
171	отнюдь не	6	2
172	следует что	2	2
173	бы ни	2	2
174	вопрос об	4	2
175	именно в	2	2
176	и из	3	2
177	в один	3	2
178	за пределы	4	2
179	что и	5	2
180	ее в	2	2
181	раз в	2	2
182	во всех	2	2
183	или менее	2	2
184	без всякого	4	2
185	и тогда	3	2
186	как нечто	4	2
187	что же	2	2
188	все равно	5	2
189	есть ли	5	2
190	в силу	5	2
191	тем что	2	2
192	само по	2	2
193	в себе	15	2
194	но разве	2	2
195	в другом	4	2
196	и вообще	6	2
197	это все	2	2
198	не потому	6	2
199	более или	2	2
200	не то	5	2
201	много раз	3	2
202	стало быть	10	2
