N	2gram	Tiupa_Vved_1	Myshleni
1	в том	10	28
2	и в	13	28
3	то что	6	28
4	в этом	21	27
5	того что	6	24
6	потому что	5	22
7	не может	7	19
8	том что	7	19
9	таким образом	4	18
10	только в	6	18
11	что в	3	17
12	в силу	2	17
13	не только	20	16
14	может быть	18	13
15	и не	12	11
16	как бы	4	11
17	что мы	2	11
18	к тому	6	10
19	как мы	3	10
20	но и	19	10
21	по отношению	7	10
22	но не	5	10
23	отношению к	7	10
24	между собой	2	9
25	было бы	4	9
26	мы можем	2	9
27	никогда не	4	8
28	в самом	2	8
29	мы видели	2	8
30	еще не	7	8
31	тем самым	5	8
32	тем что	2	8
33	если бы	7	7
34	в нем	5	7
35	в своем	5	7
36	отношение к	2	7
37	он не	3	7
38	то же	5	7
39	можно было	2	7
40	и к	2	6
41	для него	3	6
42	не имеет	2	6
43	в то	4	6
44	как и	11	6
45	можно сказать	4	6
46	так и	8	6
47	приводит к	2	6
48	как раз	2	6
49	мы не	4	6
50	в области	3	6
51	это не	6	5
52	в пределах	2	5
53	и тем	2	5
54	и на	3	5
55	и все	4	5
56	но в	6	5
57	могут быть	4	5
58	в частности	13	4
59	в нашем	6	4
60	что на	2	4
61	не в	6	4
62	мы и	2	4
63	например в	2	4
64	целый ряд	2	4
65	в одной	2	4
66	в первом	2	4
67	мы имеем	5	4
68	в сознании	4	4
69	в качестве	8	4
70	своей природе	2	4
71	что и	2	4
72	во всех	2	4
73	как по	2	4
74	и того	2	4
75	в той	4	4
76	в себе	5	4
77	зависит от	2	3
78	из этих	3	3
79	в ходе	2	3
80	есть в	2	3
81	до конца	3	3
82	при этом	26	3
83	хотя и	7	3
84	в целом	3	3
85	этом отношении	4	3
86	те же	2	3
87	во втором	2	3
88	и по	3	3
89	в своих	2	3
90	в основе	3	3
91	по своей	3	3
92	бы в	3	3
93	и составляет	3	3
94	в них	2	3
95	на фоне	2	3
96	представить себе	2	3
97	в случае	2	3
98	по себе	2	3
99	связано с	3	3
100	иначе говоря	6	3
101	один из	3	3
102	в его	4	3
103	как в	4	3
104	а не	15	3
105	что такое	18	3
106	и его	5	3
107	представляет собой	15	3
108	и т.д	5	3
109	как оно	2	3
110	представляют собой	3	3
111	не менее	4	2
112	но на	2	2
113	в этих	3	2
114	с другой	5	2
115	прежде всего	7	2
116	к структуре	2	2
117	для нас	2	2
118	но это	3	2
119	и более	3	2
120	самом деле	3	2
121	имеем дело	3	2
122	вместо того	2	2
123	имеет место	4	2
124	одним из	5	2
125	и от	2	2
126	в котором	8	2
127	другой стороны	2	2
128	принадлежит к	3	2
129	и наконец	2	2
130	к его	3	2
131	в высшей	2	2
132	с ним	3	2
133	том как	3	2
134	между двумя	3	2
135	состоит в	10	2
136	не с	3	2
137	по своему	2	2
138	в ряду	2	2
139	в своей	5	2
140	еще в	2	2
141	не могло	2	2
142	все же	6	2
143	внимание на	3	2
144	дело с	2	2
145	а в	6	2
146	в данном	13	2
147	к которому	2	2
