N	2gram	Voloshinov_1	Problemy
1	и в	16	46
2	и не	4	27
3	может быть	17	23
4	как бы	5	19
5	не может	8	19
6	в нем	4	17
7	в этом	9	16
8	не только	7	14
9	и т.п	2	14
10	но и	4	12
11	как и	2	12
12	как мы	4	12
13	и на	4	11
14	точки зрения	8	11
15	в одном	3	11
16	в пределах	2	10
17	между ними	3	10
18	прежде всего	9	9
19	в том	3	9
20	в большинстве	3	9
21	в самом	2	9
22	и все	4	9
23	и к	6	9
24	в его	4	9
25	с точки	6	9
26	большинстве случаев	3	8
27	до сих	3	8
28	конечно не	6	8
29	сих пор	3	8
30	и с	8	7
31	еще не	5	7
32	никогда не	2	6
33	ни в	5	6
34	но это	2	6
35	есть в	2	6
36	в него	5	6
37	к себе	3	6
38	но в	4	6
39	что он	2	6
40	то же	2	6
41	все это	4	6
42	и его	8	6
43	только в	4	6
44	при этом	6	5
45	нам кажется	2	5
46	жизни и	3	5
47	так как	4	5
48	в жизни	2	5
49	с его	7	5
50	у него	2	5
51	за пределы	2	5
52	о том	2	5
53	во всех	3	5
54	если мы	2	5
55	что в	3	4
56	в этих	3	4
57	можно сказать	4	4
58	к ним	2	4
59	таким образом	9	4
60	все эти	5	4
61	и других	2	4
62	и наконец	4	4
63	мы не	2	4
64	мы можем	9	4
65	не знает	2	4
66	том что	3	4
67	на границе	2	4
68	совершенно не	8	4
69	он не	2	4
70	то что	3	4
71	так и	4	4
72	самом деле	6	4
73	себя и	2	3
74	из этих	2	3
75	не могут	2	3
76	на этом	3	3
77	и для	2	3
78	отношение к	5	3
79	и их	4	3
80	так же	2	3
81	и только	9	3
82	с помощью	2	3
83	и даже	4	3
84	их в	3	3
85	на два	2	3
86	с ее	4	3
87	того же	2	3
88	всех его	2	3
89	было бы	2	3
90	кажется что	2	3
91	мы уже	2	3
92	в своей	2	3
93	и о	2	3
94	что и	2	3
95	войти в	2	3
96	только на	3	3
97	в этой	4	3
98	и это	6	3
99	и этим	2	3
100	не менее	2	2
101	только и	2	2
102	для этого	2	2
103	мысли и	4	2
104	для нас	2	2
105	в одно	2	2
106	и как	3	2
107	оно и	2	2
108	же как	2	2
109	для него	6	2
110	в общем	3	2
111	во сне	2	2
112	к другим	2	2
113	образов и	2	2
114	отношения к	3	2
115	те же	3	2
116	они не	2	2
117	и по	2	2
118	а в	3	2
119	друг на	2	2
120	сказать что	7	2
121	и так	2	2
122	на друга	2	2
123	что мы	2	2
124	с ним	2	2
125	почти не	2	2
126	поэтому и	2	2
127	сознания и	2	2
128	с этим	2	2
129	с нею	2	2
130	этом смысле	3	2
131	все что	4	2
132	и говорить	2	2
133	есть и	2	2
134	в свое	2	2
135	но ведь	2	2
136	нет и	2	2
137	этих трех	2	2
138	и пр	12	2
139	вместе с	3	2
140	и через	2	2
141	что такое	5	2
142	хотя бы	4	2
143	да еще	2	2
144	во всяком	3	2
145	могут быть	3	2
146	ту же	2	2
