N	2gram	Tiupa_Anal_3	Vladivir
1	и в	18	30
2	в году	3	24
3	то что	2	20
4	в этом	14	20
5	в том	9	18
6	и не	12	18
7	что он	4	13
8	в конце	5	13
9	том что	12	12
10	что в	9	12
11	не только	22	12
12	в его	7	11
13	а в	10	11
14	сказать что	2	11
15	а также	2	10
16	и даже	8	10
17	не было	3	10
18	не в	6	9
19	для него	6	9
20	было бы	3	9
21	все же	4	9
22	не может	2	9
23	в то	3	9
24	в своем	4	8
25	вместе с	2	8
26	но и	13	8
27	не мог	2	8
28	но в	2	8
29	не менее	4	7
30	никогда не	5	7
31	точки зрения	3	7
32	и все	2	7
33	может быть	9	7
34	а не	9	7
35	как это	3	7
36	то есть	10	7
37	еще и	3	6
38	хотя и	2	6
39	к этому	3	6
40	прежде всего	5	6
41	и к	4	6
42	об этом	2	6
43	тем не	2	6
44	только в	2	6
45	всяком случае	2	6
46	во всяком	2	6
47	в себе	2	6
48	и его	13	6
49	о чем	4	6
50	по себе	4	5
51	о его	2	5
52	как и	14	5
53	в дальнейшем	2	5
54	то в	2	5
55	при этом	11	5
56	того же	5	5
57	как бы	10	5
58	так и	14	5
59	все это	3	5
60	с этим	3	5
61	в результате	5	5
62	все эти	2	5
63	с его	8	4
64	именно в	3	4
65	его в	3	4
66	можно сказать	4	4
67	в этой	6	4
68	в целом	3	4
69	на его	2	4
70	несмотря на	2	4
71	в ней	2	4
72	он не	6	4
73	в нем	2	4
74	не есть	4	4
75	крайней мере	4	4
76	со стороны	9	4
77	то же	3	4
78	и он	2	4
79	той же	5	4
80	по поводу	3	4
81	и на	4	4
82	в начале	6	4
83	о том	6	4
84	здесь не	3	4
85	по крайней	4	4
86	уже в	3	3
87	в них	2	3
88	едва ли	3	3
89	из этих	3	3
90	что касается	3	3
91	же время	3	3
92	в свою	5	3
93	что и	5	3
94	да и	2	3
95	и как	4	3
96	но не	7	3
97	он и	3	3
98	в данном	4	3
99	и для	2	3
100	вплоть до	2	3
101	с точки	2	3
102	во всех	2	3
103	нам кажется	2	3
104	как в	3	3
105	в отличие	2	3
106	а а	5	3
107	отношения к	2	3
108	таким образом	4	3
109	те же	2	3
110	и вот	2	3
111	уже не	5	3
112	отличие от	2	3
113	не столько	3	3
114	я в	5	3
115	дело в	2	3
116	когда мы	2	3
117	с тем	2	2
118	однако в	5	2
119	со своей	8	2
120	это не	2	2
121	и от	2	2
122	на меня	2	2
123	к тому	6	2
124	в общем	2	2
125	же в	2	2
126	свою очередь	4	2
127	по своему	2	2
128	и сам	4	2
129	во второй	7	2
130	о своем	2	2
131	о в	2	2
132	такого рода	5	2
133	не могла	2	2
134	в самом	5	2
135	в сущности	5	2
136	во сне	3	2
137	нам представляется	2	2
138	в частности	12	2
139	и потому	2	2
140	даже в	2	2
141	к числу	2	2
142	гораздо более	2	2
143	себя в	4	2
144	данном случае	3	2
145	в их	6	2
146	как к	2	2
147	в той	2	2
148	что не	3	2
149	и по	2	2
150	в сравнении	2	2
151	и прежде	2	2
152	его не	3	2
153	и ту	2	2
154	а вот	2	2
155	на эту	2	2
156	ничего не	3	2
157	я и	3	2
158	мы не	3	2
159	в новом	2	2
