N	3gram	Vygotskiy__3	Myshleni
1	в том что	11	17
2	вместе с тем	2	10
3	заключается в том	6	7
4	мы могли бы	3	7
5	для того чтобы	8	7
6	с самого начала	6	6
7	с одной стороны	5	5
8	мы уже говорили	3	5
9	смысле этого слова	2	4
10	в то время	2	4
11	во всяком случае	2	4
12	то и другое	3	4
13	то время как	2	4
14	о том что	3	3
15	мы видели что	2	3
16	на то что	12	3
17	с другой стороны	5	3
18	как мы видели	2	3
19	и в этом	3	2
20	и то что	3	2
21	в свою очередь	2	2
22	все же в	2	2
23	как мы увидим	2	2
24	только в том	2	2
25	то что в	2	2
26	и вместе с	2	2
