N	2gram	Losev_Dial_2	Psycholo
1	то что	14	44
2	и в	19	33
3	в этом	8	28
4	как бы	14	25
5	и что	5	25
6	все время	3	24
7	потому что	14	24
8	может быть	20	22
9	том что	10	22
10	что в	7	21
11	в том	14	21
12	о том	5	20
13	что он	6	20
14	сейчас же	3	16
15	и мы	3	15
16	только что	5	15
17	как это	7	14
18	что это	10	13
19	таким образом	4	13
20	и не	30	13
21	так же	2	13
22	сказать что	10	13
23	все это	4	13
24	к тому	2	12
25	в самом	5	12
26	и все	12	12
27	так как	14	12
28	было бы	3	12
29	если мы	2	12
30	самом деле	4	12
31	он не	4	11
32	что она	14	10
33	не может	9	10
34	в этой	3	9
35	и если	4	9
36	по себе	18	9
37	как раз	5	9
38	то же	12	9
39	в конце	2	8
40	в каком	4	8
41	вместе с	2	8
42	как будто	7	8
43	в своем	4	7
44	так что	7	7
45	в нем	10	7
46	и только	4	7
47	раз в	2	7
48	не только	19	7
49	перед нами	2	6
50	тому что	2	6
51	это не	10	6
52	что они	6	6
53	в ней	2	6
54	и т	17	6
55	после этого	3	6
56	все эти	2	6
57	и вот	4	6
58	но он	4	6
59	точки зрения	12	6
60	что мы	2	6
61	же самое	2	6
62	когда мы	3	6
63	во время	2	6
64	мы видим	2	6
65	мы должны	2	6
66	в сущности	2	6
67	на самом	2	6
68	а не	16	6
69	в себе	15	6
70	самого начала	2	5
71	никогда не	9	5
72	в какой	2	5
73	нисколько не	4	5
74	с самого	2	5
75	и как	10	5
76	вовсе не	13	5
77	и совершенно	2	5
78	как он	4	5
79	с ним	4	5
80	ясно что	4	5
81	с этим	3	5
82	это и	3	5
83	как и	10	5
84	и может	6	5
85	мы уже	8	5
86	и его	5	5
87	все же	4	5
88	заключается в	4	5
89	и это	5	5
90	смысла и	2	4
91	я не	6	4
92	и есть	4	4
93	в частности	2	4
94	что у	2	4
95	совершенно не	7	4
96	и уже	3	4
97	из них	3	4
98	жизни и	6	4
99	смысл и	2	4
100	а в	4	4
101	не просто	12	4
102	того что	6	4
103	с тем	2	4
104	в жизни	2	4
105	об этом	3	4
106	даны в	3	4
107	себя в	2	4
108	не будет	2	4
109	в своей	8	4
110	ее в	2	4
111	на него	2	4
112	как мы	3	4
113	что не	6	4
114	с точки	8	4
115	в таком	4	4
116	жизнь и	5	4
117	только в	5	4
118	в которой	2	4
119	не то	5	4
120	это было	3	4
121	сама по	7	3
122	же как	3	3
123	что если	3	3
124	с одной	2	3
125	что оно	4	3
126	в мире	2	3
127	ни в	10	3
128	должно быть	7	3
129	на этом	2	3
130	например в	2	3
131	на сцене	2	3
132	всяком случае	2	3
133	то это	2	3
134	с ее	2	3
135	но и	12	3
136	конечно не	6	3
137	понятно что	2	3
138	не было	3	3
139	в своих	2	3
140	их в	2	3
141	уже знаем	3	3
142	в то	6	3
143	во все	2	3
144	его в	3	3
145	та же	4	3
146	нет ни	3	3
147	том как	2	3
148	всех этих	3	3
149	в одном	4	3
150	говорить о	5	3
151	но не	6	3
152	бы это	3	3
153	до сих	2	3
154	она не	8	3
155	и из	3	3
156	мы в	2	3
157	сами по	3	3
158	что и	5	3
159	сих пор	2	3
160	так и	10	3
161	как в	2	3
162	да и	6	3
163	как я	2	3
164	что этот	3	3
165	во всяком	2	3
166	от этого	3	3
167	тем что	2	3
168	в виде	2	3
169	т п	2	3
170	в той	3	3
171	как только	3	2
172	уже в	4	2
173	бы и	2	2
174	и остается	2	2
175	с другой	5	2
176	в каком-то	4	2
177	в одной	4	2
178	и от	3	2
179	была бы	3	2
180	на все	2	2
181	прежде всего	8	2
182	вопрос о	3	2
183	в тех	2	2
184	одна и	4	2
185	без всякого	4	2
186	действительно в	2	2
187	но все	2	2
188	нет никакой	4	2
189	времени и	9	2
190	же время	5	2
191	при этом	4	2
192	и та	6	2
193	себе и	3	2
194	в каких	2	2
195	в виду	5	2
196	взгляд на	2	2
197	но мы	2	2
198	только одно	2	2
199	то как	3	2
200	она есть	9	2
201	в их	2	2
202	другой стороны	4	2
203	не больше	4	2
204	т д	15	2
205	именно в	2	2
206	есть только	4	2
207	его не	2	2
208	время как	7	2
209	в результате	2	2
210	и с	5	2
211	одно из	4	2
212	также и	2	2
213	не в	8	2
214	и потому	5	2
215	мы имеем	3	2
216	но в	2	2
217	сам по	3	2
218	же мы	3	2
219	только не	2	2
220	он может	2	2
221	это время	3	2
222	и к	7	2
223	в ее	4	2
224	в искусстве	2	2
225	тех пор	3	2
226	можно сказать	5	2
227	в это	3	2
228	во всех	2	2
229	не по	2	2
230	и когда	4	2
231	даже в	3	2
232	что эти	2	2
233	не на	2	2
234	то время	4	2
235	и она	2	2
236	хотя бы	4	2
237	и то	7	2
238	как нельзя	2	2
239	ни на	2	2
240	так вот	2	2
241	связи с	4	2
242	много раз	3	2
243	так чтобы	2	2
244	не потому	6	2
245	ничего не	3	2
