N	3gram	Losev_Prob_4	Dialekti
1	и т д	3	15
2	с точки зрения	11	9
3	не есть ни	2	9
4	в том что	8	9
5	что иное как	2	8
6	не что иное	2	8
7	по крайней мере	6	7
8	это значит что	7	7
9	в то же	2	6
10	сама по себе	2	5
11	есть не что	2	5
12	для того чтобы	2	5
13	и тем более	2	4
14	ни в каком	5	4
15	в этом смысле	3	4
16	не говоря уже	2	3
17	той или другой	3	3
18	или по крайней	2	3
19	и в частности	2	2
20	в коем случае	3	2
21	не имеет ничего	2	2
22	то и другое	3	2
23	сам по себе	6	2
24	имеет ничего общего	2	2
25	ни в коем	3	2
26	тем не менее	10	2
27	ничего общего с	2	2
28	точно так же	3	2
29	хотя бы и	2	2
30	в сравнении с	2	2
