N	2gram	Propp_Isto_7	PoTuStor
1	может быть	14	17
2	и в	24	16
3	прежде всего	2	9
4	таким образом	7	9
5	в этом	12	9
6	мы можем	4	9
7	и его	3	8
8	точки зрения	4	8
9	не может	14	8
10	с его	3	7
11	сказать что	2	7
12	не только	21	7
13	и это	2	6
14	при этом	4	6
15	конечно не	2	6
16	к отцу	2	6
17	отношение к	5	5
18	все эти	2	5
19	что такое	2	5
20	в чем	5	5
21	ни в	2	5
22	еще не	8	5
23	как бы	4	5
24	в нем	6	4
25	но и	11	4
26	так и	5	4
27	все это	8	4
28	и все	6	4
29	так как	8	4
30	и не	4	4
31	как мы	3	4
32	и ее	2	4
33	и наконец	3	4
34	и даже	3	4
35	и на	2	4
36	только в	6	4
37	в один	2	4
38	его в	3	4
39	но в	5	4
40	во время	6	3
41	мы знаем	2	3
42	в этих	13	3
43	что в	13	3
44	во всех	7	3
45	и др	2	3
46	вместе с	7	3
47	сих пор	3	3
48	к себе	3	3
49	и она	3	3
50	в том	7	3
51	а в	10	3
52	том что	10	3
53	и оно	2	3
54	то что	7	3
55	в основе	2	3
56	только на	2	3
57	но оно	2	3
58	как это	2	3
59	в основном	2	3
60	до сих	2	3
61	не менее	5	2
62	ее в	3	2
63	один из	7	2
64	не могут	2	2
65	что и	8	2
66	же как	4	2
67	не будет	2	2
68	другими словами	2	2
69	никогда не	4	2
70	что не	2	2
71	в них	3	2
72	того же	2	2
73	вообще не	2	2
74	с этой	6	2
75	и так	2	2
76	из этих	3	2
77	с этим	2	2
78	то же	8	2
79	к этому	2	2
80	что он	21	2
81	мы не	4	2
82	что мы	3	2
83	на первый	4	2
84	у него	10	2
85	и по	3	2
86	для нас	6	2
87	как и	6	2
88	они не	2	2
89	мы видим	10	2
90	так же	6	2
91	но это	3	2
92	мы уже	4	2
93	знаем что	3	2
94	он не	6	2
95	и этим	3	2
96	есть и	4	2
97	всех других	2	2
98	не можем	2	2
99	было бы	2	2
100	что это	6	2
101	кажется что	3	2
102	связанные с	2	2
103	о том	9	2
104	в самом	2	2
105	во сне	2	2
106	и о	2	2
107	с ним	5	2
108	к ним	2	2
