N	2gram	Bakhtin_Fr_1	Istorich
1	и в	65	24
2	что он	3	21
3	не только	10	21
4	может быть	6	14
5	не может	3	14
6	в этих	2	13
7	что в	3	13
8	как в	5	12
9	в этом	15	12
10	и здесь	3	12
11	но и	10	11
12	это не	3	10
13	том что	6	10
14	мы видим	2	10
15	и другие	8	9
16	с другой	3	9
17	не в	4	9
18	все же	6	9
19	о том	2	9
20	потому что	5	9
21	еще не	6	8
22	все это	9	8
23	или в	2	8
24	так как	6	8
25	в том	16	7
26	во всех	9	7
27	то что	3	7
28	к нему	3	7
29	всех этих	8	6
30	для нас	4	6
31	как и	5	6
32	но не	2	6
33	в нем	13	6
34	он не	2	6
35	и все	5	6
36	того что	2	6
37	во время	4	6
38	только в	7	6
39	в тех	3	5
40	одной стороны	2	5
41	отношение к	4	5
42	так и	10	5
43	с одной	2	5
44	в чем	2	5
45	с ним	3	5
46	ничего не	3	5
47	но в	14	5
48	никогда не	6	4
49	в состоянии	3	4
50	представления о	2	4
51	вовсе не	18	4
52	но все	3	4
53	при этом	6	4
54	мы уже	12	4
55	как бы	22	4
56	в их	4	4
57	и не	22	4
58	в других	3	4
59	точки зрения	7	4
60	с его	5	3
61	в них	5	3
62	превращается в	5	3
63	а его	2	3
64	в дальнейшем	8	3
65	кроме того	2	3
66	например в	2	3
67	между прочим	2	3
68	не вполне	2	3
69	его в	7	3
70	сих пор	4	3
71	в свете	2	3
72	как мы	6	3
73	видеть в	2	3
74	и наконец	2	3
75	и даже	8	3
76	и он	2	3
77	и по	2	3
78	и его	10	3
79	но это	3	3
80	хотя и	2	3
81	он дает	3	3
82	к себе	2	3
83	из этих	2	3
84	от него	2	3
85	связи с	4	3
86	что мы	2	3
87	и этим	2	3
88	или даже	2	2
89	и так	2	2
90	и от	2	2
91	прежде всего	11	2
92	не могут	3	2
93	в литературе	6	2
94	в ее	3	2
95	связаны с	3	2
96	так например	2	2
97	в форме	3	2
98	здесь и	4	2
99	на его	2	2
100	в самом	4	2
101	и эта	3	2
102	ни с	2	2
103	но для	3	2
104	в основном	2	2
105	и др	24	2
106	от всех	3	2
107	на него	2	2
108	связь с	5	2
109	уже не	3	2
110	в особенности	2	2
111	во многих	2	2
112	не просто	3	2
113	но эта	2	2
114	это как	4	2
115	мы здесь	2	2
116	что не	2	2
117	и у	6	2
118	на этот	2	2
119	по его	3	2
120	друг друга	3	2
121	сказать что	6	2
122	в основе	8	2
123	из них	4	2
124	и на	11	2
125	этот вопрос	2	2
126	во всем	2	2
127	только на	2	2
128	его на	2	2
129	в таких	2	2
130	все эти	10	2
131	и это	2	2
132	до сих	4	2
133	но при	2	2
