N	2gram	Voloshinov_1	Literetu
1	не только	8	24
2	при этом	8	19
3	в качестве	2	17
4	но и	8	17
5	а не	7	16
6	в том	6	16
7	в частности	2	15
8	том что	3	14
9	может быть	26	13
10	и не	26	12
11	в этом	16	12
12	прежде всего	13	11
13	в своем	2	11
14	то что	8	10
15	в русской	2	10
16	или иначе	2	9
17	не в	5	8
18	и в	19	8
19	только в	9	8
20	не менее	4	7
21	в его	6	7
22	как бы	15	7
23	в себе	2	7
24	как и	12	6
25	связи с	11	6
26	на смену	2	6
27	того что	3	6
28	точки зрения	34	6
29	xix века	3	6
30	с этой	2	5
31	что он	2	5
32	же время	3	5
33	как в	4	5
34	не может	24	5
35	то же	7	5
36	в отличие	5	5
37	одним из	2	5
38	в данном	4	5
39	не столько	4	5
40	в то	3	5
41	отличие от	5	5
42	в конце	5	4
43	еще не	4	4
44	все же	8	4
45	из них	3	4
46	по преимуществу	5	4
47	в своей	3	4
48	так и	11	4
49	и т.п	10	4
50	никогда не	2	4
51	в связи	7	4
52	лишь в	9	4
53	друг друга	8	4
54	и его	19	4
55	как раз	2	4
56	в своих	2	4
57	не как	2	4
58	в основе	2	3
59	не было	3	3
60	что в	4	3
61	и есть	3	3
62	с другой	5	3
63	одного из	3	3
64	сводится к	3	3
65	одна из	2	3
66	в пределах	6	3
67	и прежде	2	3
68	в самом	10	3
69	же и	2	3
70	и др	2	3
71	жизни и	2	3
72	по отношению	3	3
73	по аналогии	2	3
74	а в	4	3
75	таким образом	17	3
76	и даже	2	3
77	той же	2	3
78	во всяком	5	3
79	нуждается в	3	3
80	но в	7	3
81	далеко не	4	3
82	его в	3	3
83	в области	3	3
84	в виду	2	3
85	а как	3	2
86	должна быть	2	2
87	для них	2	2
88	отнюдь не	6	2
89	из этих	2	2
90	но при	2	2
91	знаковом материале	5	2
92	различие между	3	2
93	к тому	2	2
94	тем не	2	2
95	и того	6	2
96	в другом	2	2
97	или иной	3	2
98	того же	6	2
99	реакция на	2	2
100	в знаковом	2	2
101	для него	9	2
102	было бы	4	2
103	общего с	3	2
104	за пределы	5	2
105	и является	2	2
106	всяком случае	2	2
107	на почве	6	2
108	не является	4	2
109	не могло	2	2
110	в нем	10	2
111	не есть	3	2
112	отношению к	2	2
113	в сущности	3	2
114	не остается	2	2
115	только на	4	2
116	эта мысль	2	2
117	и только	2	2
118	этом отношении	3	2
119	все эти	7	2
120	самом деле	10	2
121	во втором	2	2
122	что не	2	2
123	что такое	2	2
124	хотя бы	5	2
125	с точки	20	2
126	в слове	10	2
127	можно было	2	2
128	между тем	3	2
129	нового времени	2	2
130	тем что	2	2
131	одну из	2	2
132	могут быть	2	2
133	ту же	2	2
134	о том	2	2
135	как он	2	2
136	нет ничего	3	2
137	в сознании	2	2
138	индивидуального сознания	12	2
