N	2gram	Tiupa_Hudo_1	Myslijsy
1	потому что	5	46
2	в том	12	32
3	и в	14	30
4	может быть	5	28
5	то же	9	23
6	т с	4	22
7	не только	12	21
8	только в	5	21
9	но и	5	19
10	том что	16	18
11	то что	8	18
12	того что	4	18
13	что в	6	17
14	по себе	2	16
15	в себе	11	16
16	не в	7	15
17	и не	2	15
18	а не	12	15
19	а в	7	12
20	если бы	3	12
21	так и	13	11
22	как и	9	10
23	как в	8	10
24	и что	2	10
25	в этом	11	10
26	в то	8	10
27	для него	10	9
28	было бы	6	9
29	в нем	3	9
30	мы не	2	9
31	между тем	8	9
32	в самом	4	8
33	в ней	4	8
34	что не	2	8
35	только что	4	8
36	слова в	2	7
37	к тому	7	7
38	как мы	3	7
39	так что	2	7
40	но не	3	7
41	тем что	3	7
42	что он	9	6
43	с этим	3	6
44	из них	4	6
45	например в	2	6
46	то и	3	6
47	не может	7	6
48	там же	2	6
49	уже не	7	6
50	не имеет	2	6
51	с ним	4	6
52	же время	8	5
53	в своем	4	5
54	еще не	7	5
55	в действительности	4	5
56	отношению к	8	5
57	заключает в	2	5
58	не менее	5	5
59	по отношению	8	5
60	должно быть	2	5
61	слово не	2	5
62	не следует	2	5
63	и т	11	5
64	что я	2	5
65	столь же	4	4
66	и от	4	4
67	все это	2	4
68	в его	8	4
69	себя и	2	4
70	один из	4	4
71	а и	2	4
72	и его	5	4
73	он не	4	4
74	не было	4	4
75	все равно	2	4
76	и по	3	4
77	говоря о	2	4
78	и это	4	4
79	и потому	2	4
80	быть может	7	3
81	в человеке	2	3
82	тому что	4	3
83	прежде всего	11	3
84	и все	4	3
85	а только	4	3
86	я и	2	3
87	тем не	4	3
88	именно в	7	3
89	что при	3	3
90	до сих	2	3
91	можно сказать	4	3
92	при этом	12	3
93	никак не	2	3
94	только потому	2	3
95	что она	4	3
96	как бы	7	3
97	для себя	3	3
98	в целом	2	3
99	не знаем	2	3
100	с и	2	3
101	на него	2	3
102	со стороны	3	3
103	только на	2	3
104	человеческой жизни	4	3
105	т д	3	3
106	того чтобы	3	3
107	друг друга	5	3
108	в таком	3	3
109	и на	3	3
110	говорить о	3	3
111	в начале	2	3
112	за ним	2	3
113	не знает	2	3
114	его я	2	3
115	его в	3	3
116	заметить что	2	3
117	том как	3	3
118	сих пор	2	3
119	перед нами	5	2
120	каждого из	2	2
121	об этом	5	2
122	связи с	4	2
123	не столько	2	2
124	та же	4	2
125	произведения не	2	2
126	это в	3	2
127	на то	4	2
128	одной из	2	2
129	в ее	3	2
130	от другой	2	2
131	в этой	8	2
132	от него	3	2
133	по своему	3	2
134	но как	2	2
135	у него	9	2
136	она не	4	2
137	несмотря на	4	2
138	на его	2	2
139	в речи	2	2
140	и о	4	2
141	мысли о	2	2
142	мы уже	4	2
143	на стороне	2	2
144	так или	2	2
145	даже в	3	2
146	его жизни	2	2
147	все же	3	2
148	же в	3	2
149	жизни и	5	2
150	в своей	10	2
151	что художественное	2	2
152	что же	2	2
153	в их	2	2
154	в форме	2	2
155	так в	2	2
156	т п	8	2
157	тогда как	7	2
158	а с	2	2
159	этом отношении	3	2
160	к своему	2	2
161	самом деле	5	2
162	в системе	2	2
163	и даже	3	2
164	той же	2	2
165	ему не	2	2
166	с этой	2	2
167	ни в	5	2
168	эти слова	2	2
169	точки зрения	5	2
170	или с	2	2
171	еще раз	2	2
172	впрочем и	2	2
173	о том	12	2
174	глядя на	2	2
175	так сказать	2	2
176	которая не	2	2
177	и с	4	2
