N	2gram	Bakhtin_Pr_3	formyVre
1	и в	53	50
2	то есть	48	33
3	в этом	8	25
4	в нем	10	24
5	человека в	3	17
6	и его	10	16
7	в литературе	5	16
8	прежде всего	15	15
9	и не	15	14
10	как мы	5	14
11	вовсе не	3	13
12	в его	8	13
13	по существу	5	12
14	так и	6	12
15	человека и	7	11
16	может быть	12	11
17	таким образом	6	11
18	мы уже	5	11
19	то же	6	11
20	времени и	2	10
21	но в	5	10
22	в конце	3	9
23	в том	14	9
24	же время	5	9
25	и др	14	9
26	в особенности	2	9
27	все эти	9	9
28	в то	5	9
29	не только	4	9
30	с его	2	9
31	ничего не	6	9
32	в самом	2	8
33	и их	2	8
34	но и	7	8
35	и на	18	8
36	жизни в	3	8
37	как и	11	8
38	того же	2	8
39	жизни и	9	8
40	у апулея	2	8
41	не было	4	7
42	и во	4	7
43	в условиях	4	7
44	так сказать	5	7
45	это не	6	6
46	в дальнейшем	7	6
47	например в	5	6
48	в их	2	6
49	не может	2	6
50	так как	7	6
51	с этим	2	6
52	и все	10	6
53	в жизни	8	6
54	во всех	12	6
55	то что	9	6
56	в ее	3	6
57	как в	7	6
58	человеческой жизни	3	6
59	что в	2	5
60	и другие	9	5
61	в образе	3	5
62	не в	2	5
63	с самим	5	5
64	значение в	4	5
65	и до	5	5
66	до нас	2	5
67	в связи	2	5
68	в разных	4	5
69	в основе	5	5
70	точки зрения	4	5
71	но не	5	5
72	еще не	5	5
73	наряду с	5	5
74	он не	3	5
75	и у	7	5
76	могут быть	4	5
77	том числе	11	4
78	в последующие	2	4
79	характерно что	2	4
80	мы и	2	4
81	кроме того	3	4
82	здесь на	2	4
83	все это	8	4
84	влияние на	12	4
85	для других	2	4
86	конечно и	4	4
87	потому что	5	4
88	и с	6	4
89	в ней	7	4
90	к себе	6	4
91	нет ничего	2	4
92	в последующем	2	4
93	в них	2	4
94	на площади	2	4
95	конечно не	4	4
96	и т.п	31	4
97	себе самому	6	4
98	в той	2	4
99	том что	5	4
100	и для	4	4
101	только в	4	4
102	и это	3	4
103	здесь не	4	4
104	например у	3	3
105	мы еще	3	3
106	себя и	2	3
107	в этих	5	3
108	формы и	3	3
109	да и	2	3
110	связаны с	3	3
111	при этом	3	3
112	xviii века	3	3
113	в новое	4	3
114	хотя и	4	3
115	и уже	2	3
116	один из	6	3
117	со всеми	8	3
118	в форме	6	3
119	по отношению	2	3
120	именно в	2	3
121	и других	9	3
122	они не	3	3
123	а в	2	3
124	их в	2	3
125	сказать что	10	3
126	самим собою	4	3
127	в начале	2	3
128	его в	2	3
129	но они	4	3
130	в какой-то	4	3
131	не знает	4	3
132	событий и	2	3
133	к этому	4	3
134	значение и	2	3
135	уже говорили	2	3
136	одной из	4	3
137	в сущности	10	3
138	и потому	5	3
139	что и	3	3
140	вместе с	2	3
141	сих пор	5	3
142	последующие эпохи	2	3
143	во всей	4	3
144	еще более	5	3
145	а не	11	3
146	между ними	2	3
147	мы не	4	3
148	мы видим	2	3
149	в таком	2	3
150	с другими	3	3
151	более того	6	3
152	быть только	2	3
153	и ее	6	3
154	в себе	5	3
155	все его	2	3
156	до сих	5	3
157	место в	2	2
158	уже в	2	2
159	самого начала	4	2
160	никогда не	2	2
161	до наших	3	2
162	с другой	2	2
163	почти вовсе	4	2
164	жизнь в	2	2
165	дальнейшем развитии	3	2
166	оторванной от	2	2
167	мировой литературе	2	2
168	тому же	2	2
169	с самого	3	2
170	с их	2	2
171	есть в	3	2
172	числе и	10	2
173	xvii века	3	2
174	не о	2	2
175	в подходе	2	2
176	удельный вес	2	2
177	отношение к	6	2
178	уже на	2	2
179	в некоторых	4	2
180	см например	2	2
181	подходе к	2	2
182	здесь конечно	4	2
183	элементы в	2	2
184	мы находим	2	2
185	всякого рода	3	2
186	на основе	2	2
187	и даже	2	2
188	и по	3	2
189	также и	4	2
190	с большой	2	2
191	в более	4	2
192	беседа с	2	2
193	но он	2	2
194	во всем	2	2
195	в истории	3	2
196	мы должны	4	2
197	все то	3	2
198	как он	2	2
199	с ним	2	2
200	человек и	2	2
201	мире и	2	2
202	во многом	2	2
203	под углом	3	2
204	для всех	2	2
205	сравнению с	4	2
206	здесь и	4	2
207	последующем развитии	2	2
208	углом зрения	4	2
209	и к	5	2
210	здесь еще	2	2
211	в соответствии	2	2
212	сочетается с	3	2
213	одна из	7	2
214	обычно в	3	2
215	во все	5	2
216	здесь в	10	2
217	было бы	5	2
218	этого произведения	3	2
219	а также	4	2
220	характер но	2	2
221	нем нет	3	2
222	по сравнению	4	2
223	в своей	3	2
224	как бы	14	2
225	быть и	2	2
226	ее в	3	2
227	и прежде	6	2
228	жизни на	2	2
229	с точки	2	2
230	хотя бы	2	2
231	в которой	2	2
232	той же	5	2
233	тем что	2	2
234	можно назвать	2	2
235	на литературу	3	2
236	соответствии с	2	2
237	и вообще	3	2
238	далеко не	2	2
239	слова и	3	2
240	др в	2	2
241	здесь как	3	2
