N	2gram	Propp_Isto_7	Problema
1	то что	7	38
2	и не	4	37
3	вовсе не	4	37
4	и в	24	35
5	сказать что	2	24
6	не только	21	24
7	том что	10	19
8	о том	9	18
9	может быть	14	18
10	что такое	2	18
11	в этом	12	17
12	но и	11	16
13	что мы	3	14
14	только в	6	14
15	не менее	5	13
16	и что	10	13
17	потому что	9	13
18	не может	14	13
19	тем не	4	12
20	в том	7	12
21	того что	6	12
22	что в	13	11
23	прежде всего	2	11
24	так что	3	11
25	не просто	2	11
26	и даже	3	11
27	не будет	2	11
28	тем более	2	10
29	есть знак	2	10
30	еще не	8	10
31	а не	8	10
32	в данном	4	10
33	ничего не	5	10
34	для нас	6	9
35	только на	2	9
36	только о	2	8
37	уже не	2	8
38	было бы	2	8
39	все же	9	8
40	при помощи	3	8
41	в конце	3	7
42	все эти	2	7
43	не имеет	4	7
44	так и	5	7
45	так как	8	7
46	мы не	4	7
47	тоже не	3	7
48	с другой	9	6
49	другими словами	2	6
50	ни в	2	6
51	но это	3	6
52	и т	17	6
53	а именно	6	6
54	т д	16	6
55	в то	2	6
56	на то	3	6
57	мы можем	4	6
58	но в	5	6
59	представление о	3	5
60	кроме того	3	5
61	в самом	2	5
62	данном случае	3	5
63	в связи	2	5
64	с этим	2	5
65	с одной	5	5
66	так же	6	5
67	и на	2	5
68	и все	6	5
69	как и	6	5
70	связи с	3	5
71	то же	8	5
72	как мы	3	5
73	одной стороны	5	5
74	что не	2	5
75	другой стороны	8	5
76	и это	2	5
77	не могут	2	4
78	в этих	13	4
79	без всякого	2	4
80	не можем	2	4
81	это значит	2	4
82	как бы	4	4
83	не вполне	3	4
84	и тем	2	4
85	что она	5	4
86	все это	8	4
87	таким образом	7	4
88	а в	10	4
89	вообще не	2	4
90	и здесь	12	4
91	тем что	6	4
92	всех этих	6	4
93	что он	21	4
94	стороны и	2	4
95	на первый	4	4
96	но не	6	4
97	что при	2	4
98	до сих	2	4
99	тот же	2	4
100	и о	2	4
101	сих пор	3	4
102	если не	4	4
103	то и	4	4
104	которой он	3	4
105	не все	3	4
106	как только	2	3
107	уже в	3	3
108	тому что	2	3
109	или даже	2	3
110	и от	2	3
111	из этих	3	3
112	точно так	2	3
113	вопрос о	3	3
114	но эта	2	3
115	нас не	2	3
116	что они	3	3
117	и если	3	3
118	хотя и	3	3
119	мы уже	4	3
120	один из	7	3
121	то это	5	3
122	в их	4	3
123	при этом	4	3
124	здесь мы	5	3
125	и наконец	3	3
126	и по	3	3
127	в основе	2	3
128	мы должны	4	3
129	его в	3	3
130	то не	4	3
131	по этому	2	3
132	такое положение	2	3
133	тогда когда	3	3
134	ли он	4	3
135	одна из	7	3
136	она не	2	3
137	и тот	2	3
138	на том	2	3
139	оказывается что	2	3
140	должны были	3	3
141	имеется в	2	3
142	мы здесь	2	3
143	в свете	3	3
144	в таких	2	3
145	перед нами	2	2
146	свое место	2	2
147	не в	9	2
148	но все	4	2
149	в действительности	2	2
150	себе и	3	2
151	и др	2	2
152	в состоянии	4	2
153	к нему	7	2
154	ни с	2	2
155	отличается от	2	2
156	эта связь	3	2
157	не так	2	2
158	или в	8	2
159	точки зрения	4	2
160	имеем в	5	2
161	в них	3	2
162	но при	2	2
163	об этом	6	2
164	представляет собой	4	2
165	в тех	5	2
166	в качестве	3	2
167	конечно не	2	2
168	он не	6	2
169	что из	2	2
170	но вот	2	2
171	что и	8	2
172	во всех	7	2
173	вместе с	7	2
174	на него	2	2
175	нами в	2	2
176	это обстоятельство	2	2
177	ничем не	2	2
178	из самых	2	2
179	и ее	2	2
180	во многих	2	2
181	здесь не	2	2
182	то чтобы	2	2
183	которые не	2	2
184	если это	2	2
