N	2gram	Losev_Dial_1	Myshleni
1	в том	9	28
2	и в	18	28
3	то что	13	28
4	в этом	12	27
5	того что	2	24
6	потому что	14	22
7	не может	12	19
8	том что	9	19
9	что он	11	18
10	только в	3	18
11	что в	13	17
12	не только	13	16
13	так же	4	15
14	по сравнению	2	15
15	сравнению с	2	14
16	может быть	17	13
17	сказать что	10	13
18	точки зрения	17	13
19	тому что	3	11
20	и не	30	11
21	как бы	11	11
22	в отношении	5	10
23	к тому	4	10
24	как мы	4	10
25	но и	7	10
26	так как	11	10
27	но не	4	10
28	с точки	12	10
29	было бы	12	9
30	мы можем	4	9
31	никогда не	9	8
32	в самом	3	8
33	еще не	2	8
34	для того	2	8
35	если бы	12	7
36	в нем	16	7
37	в своем	5	7
38	что оно	5	7
39	мы видим	4	7
40	отношение к	5	7
41	он не	3	7
42	то же	10	7
43	можно было	5	7
44	же как	2	6
45	так что	15	6
46	и как	7	6
47	и что	12	6
48	для него	2	6
49	не имеет	15	6
50	в то	6	6
51	как и	2	6
52	можно сказать	6	6
53	так и	9	6
54	как раз	4	6
55	в чем	6	6
56	это не	9	5
57	вопрос о	2	5
58	в разных	3	5
59	время как	2	5
60	и все	3	5
61	но в	6	5
62	то в	7	5
63	из того	2	5
64	могут быть	3	5
65	я не	5	4
66	именно в	2	4
67	в частности	2	4
68	на то	5	4
69	не в	6	4
70	мы и	2	4
71	на этом	2	4
72	но что	3	4
73	но если	5	4
74	с этим	2	4
75	и следовательно	2	4
76	мысли в	2	4
77	мы имеем	2	4
78	в сознании	3	4
79	ясно что	8	4
80	только тогда	2	4
81	в качестве	2	4
82	к другу	2	4
83	относится к	2	4
84	что и	3	4
85	и то	9	4
86	в себе	11	4
87	что их	2	3
88	из этих	2	3
89	в каждом	2	3
90	это мы	4	3
91	как это	4	3
92	это есть	9	3
93	отличается от	2	3
94	в первую	2	3
95	мог бы	2	3
96	хотя и	4	3
97	по мере	2	3
98	в их	3	3
99	этом отношении	2	3
100	в основе	3	3
101	нуждается в	3	3
102	но как	2	3
103	только то	4	3
104	бы в	3	3
105	от этого	3	3
106	друг к	2	3
107	в них	3	3
108	связанные с	2	3
109	по себе	25	3
110	это и	4	3
111	до сих	2	3
112	мы должны	5	3
113	один из	3	3
114	в его	3	3
115	с ней	2	3
116	сих пор	2	3
117	как в	2	3
118	а не	14	3
119	что такое	10	3
120	не знает	2	3
121	отношении к	3	3
122	отношения к	3	3
123	как только	2	2
124	не менее	2	2
125	он сам	5	2
126	в этих	5	2
127	друг другу	3	2
128	для этого	2	2
129	точку зрения	3	2
130	с другой	6	2
131	с этой	2	2
132	в конце	4	2
133	была бы	3	2
134	прежде всего	10	2
135	ничего нового	2	2
136	что именно	2	2
137	а только	3	2
138	но это	8	2
139	и более	4	2
140	является не	2	2
141	самом деле	3	2
142	и другое	2	2
143	несмотря на	10	2
144	и от	2	2
145	и является	2	2
146	себе и	2	2
147	в котором	4	2
148	из них	2	2
149	если мы	2	2
150	все это	11	2
151	другой стороны	4	2
152	мы говорим	4	2
153	все эти	2	2
154	можно только	2	2
155	но только	3	2
156	об одном	2	2
157	с ними	2	2
158	в которых	2	2
159	эти последние	2	2
160	от него	4	2
161	с ним	6	2
162	другу как	3	2
163	какие же	2	2
164	были бы	2	2
165	раз и	2	2
166	этом смысле	3	2
167	не с	5	2
168	говорим что	2	2
169	что уже	2	2
170	почему это	2	2
171	чем он	2	2
172	она не	6	2
173	в своей	2	2
174	что если	2	2
175	все же	5	2
176	мысли и	3	2
177	только на	3	2
178	а в	5	2
179	но с	3	2
180	только что	3	2
181	у них	3	2
182	с другими	2	2
183	в данном	3	2
184	как с	2	2
185	что я	3	2
186	в другом	2	2
187	и вообще	4	2
188	что они	3	2
189	что эта	4	2
