N	2gram	Potebnia_M_1	Vladivir
1	и в	39	40
2	то что	10	28
3	и не	18	25
4	не только	21	25
5	то есть	42	24
6	но и	20	18
7	в том	26	18
8	том что	16	18
9	что в	22	17
10	в этом	15	16
11	так что	16	14
12	в его	5	14
13	не может	22	14
14	точки зрения	8	13
15	вовсе не	5	13
16	только в	25	13
17	сказать что	3	12
18	даже и	2	12
19	никогда не	4	11
20	таким образом	13	11
21	потому что	52	11
22	о том	2	11
23	прежде всего	4	10
24	тем не	6	10
25	то это	5	10
26	и потому	5	10
27	не есть	10	10
28	и его	5	10
29	не менее	6	9
30	что это	3	9
31	уже не	2	9
32	есть только	11	9
33	и с	3	9
34	и то	3	9
35	в своей	3	9
36	что же	2	9
37	в себе	13	9
38	в своем	3	8
39	в этой	3	8
40	для него	4	8
41	может быть	27	8
42	так же	5	8
43	и что	10	8
44	он не	3	8
45	как мы	2	8
46	а не	21	8
47	что все	3	7
48	к тому	4	7
49	а только	4	7
50	и как	6	7
51	несмотря на	5	7
52	и если	2	7
53	хотя и	3	7
54	там же	9	7
55	а в	5	7
56	в своих	4	7
57	так как	21	7
58	с тем	5	7
59	того что	8	7
60	в то	4	7
61	что и	6	7
62	вместе с	8	7
63	как и	9	7
64	же с	7	7
65	и даже	4	6
66	не мог	3	6
67	и от	3	6
68	по себе	10	6
69	то в	5	6
70	во всем	4	6
71	в смысле	4	6
72	не будет	2	6
73	так и	13	6
74	если не	2	6
75	хотя бы	2	6
76	с точки	3	6
77	но это	5	6
78	и это	3	6
79	с другой	7	5
80	для нас	9	5
81	но если	2	5
82	должно быть	7	5
83	не было	4	5
84	в ней	7	5
85	в истории	7	5
86	в одном	8	5
87	у нас	2	5
88	между прочим	2	5
89	для себя	3	5
90	только на	3	5
91	тем что	9	5
92	ничего общего	2	5
93	дело в	2	5
94	тому что	3	4
95	точно так	11	4
96	вопрос о	4	4
97	на то	2	4
98	что если	3	4
99	мог бы	2	4
100	в самом	3	4
101	от того	4	4
102	не имеет	5	4
103	только при	2	4
104	мы должны	3	4
105	при помощи	2	4
106	и все	3	4
107	оно должно	2	4
108	чем в	2	4
109	но не	8	4
110	утверждает что	2	4
111	еще не	6	4
112	было бы	12	4
113	и о	2	4
114	никак не	2	4
115	то же	6	4
116	в течение	2	4
117	если мы	3	4
118	то он	2	4
119	в каком	6	4
120	все же	6	4
121	но в	9	4
122	по мнению	3	4
123	независимо от	6	3
124	то ни	3	3
125	что бы	2	3
126	это не	7	3
127	из этих	4	3
128	но все	2	3
129	одной стороны	3	3
130	при этом	6	3
131	как бы	6	3
132	в виду	2	3
133	и тем	3	3
134	в нем	20	3
135	мы видели	4	3
136	бы то	2	3
137	и только	2	3
138	с одной	3	3
139	не так	3	3
140	как на	3	3
141	все то	2	3
142	нисколько не	2	3
143	если бы	14	3
144	само по	4	3
145	по этому	2	3
146	этом смысле	4	3
147	же в	2	3
148	за пределы	2	3
149	оно не	3	3
150	не все	2	3
151	того чтобы	2	3
152	и притом	4	3
153	не в	15	3
154	и для	5	3
155	в таком	5	3
156	во всяком	3	3
157	и вообще	3	3
158	не могут	4	2
159	мы будем	2	2
160	но на	2	2
161	должна быть	3	2
162	в этих	7	2
163	все они	2	2
164	с этой	2	2
165	и вместе	2	2
166	что на	6	2
167	это последнее	2	2
168	же время	4	2
169	не можем	2	2
170	не имеют	5	2
171	не иначе	3	2
172	в целом	2	2
173	только то	2	2
174	в их	2	2
175	другой стороны	5	2
176	то и	7	2
177	взгляд на	2	2
178	к первому	3	2
179	в разных	2	2
180	точке зрения	2	2
181	в теории	2	2
182	в одно	2	2
183	и по	6	2
184	по его	7	2
185	друг друга	5	2
186	но как	3	2
187	в начале	2	2
188	самого себя	4	2
189	что даже	2	2
190	что мы	4	2
191	нет ничего	2	2
192	бы в	4	2
193	то не	3	2
194	к этой	3	2
195	могло бы	3	2
196	таком случае	2	2
197	не существует	2	2
198	и более	2	2
199	что такая	2	2
200	с этим	7	2
201	но тогда	2	2
202	бытия и	3	2
203	в жизни	3	2
204	стороны и	2	2
205	есть не	2	2
206	о которых	2	2
207	того же	3	2
208	она не	3	2
209	в сущности	2	2
210	но оно	3	2
211	со стороны	8	2
212	но уже	2	2
213	в мире	3	2
214	из этого	2	2
215	на него	3	2
216	только что	2	2
217	но с	2	2
218	тем самым	4	2
219	заметить что	2	2
220	для того	3	2
221	в сравнении	3	2
222	и всегда	2	2
223	мы не	10	2
224	сравнении с	2	2
225	можно думать	2	2
226	как например	2	2
227	связи с	3	2
228	об отношении	3	2
229	что а	2	2
230	в которой	2	2
231	которые не	2	2
