N	2gram	Vygotskiy__2	Freidism
1	таким образом	21	24
2	и не	10	23
3	не может	17	20
4	точки зрения	17	19
5	в этом	13	15
6	в его	2	15
7	мы можем	3	13
8	может быть	18	13
9	и его	7	12
10	как и	10	11
11	как бы	6	11
12	то что	21	11
13	все эти	7	11
14	с точки	10	11
15	так и	3	10
16	самом деле	16	10
17	но в	3	10
18	с его	2	9
19	в сознание	2	9
20	и в	32	9
21	во всех	3	9
22	все что	2	8
23	что он	13	8
24	еще не	2	8
25	в своей	3	8
26	он не	6	8
27	не только	12	8
28	все это	5	8
29	то же	13	8
30	только в	7	8
31	и все	4	8
32	так как	12	8
33	мы знаем	7	7
34	ни в	2	7
35	тот же	6	7
36	к нему	2	7
37	во всяком	2	7
38	один из	3	7
39	отношение к	2	7
40	в самом	12	7
41	что же	3	7
42	те же	6	7
43	сказать что	7	7
44	всяком случае	2	7
45	никогда не	9	6
46	вовсе не	2	6
47	и ее	3	6
48	того что	8	6
49	в ней	5	6
50	все те	2	6
51	совершенно не	4	6
52	хотя бы	3	6
53	и с	4	6
54	и к	3	5
55	знаем что	4	5
56	в свою	3	5
57	не в	8	5
58	в этой	6	5
59	в чем	4	5
60	для этого	3	5
61	в то	5	5
62	его жизни	2	5
63	что в	20	5
64	но и	10	5
65	на самом	5	5
66	для того	13	5
67	а в	4	5
68	и на	5	5
69	могут быть	4	5
70	с этим	4	5
71	в каком	3	5
72	мы должны	3	5
73	не менее	8	4
74	но не	2	4
75	с бессознательным	2	4
76	в этих	2	4
77	то ни	2	4
78	в жизни	4	4
79	если мы	12	4
80	с другими	2	4
81	к тому	7	4
82	об этом	3	4
83	сводится к	2	4
84	же время	2	4
85	которой мы	2	4
86	на этом	3	4
87	нашего сознания	3	4
88	при этом	13	4
89	от того	4	4
90	как раз	5	4
91	в основе	11	4
92	в нем	4	4
93	все же	4	4
94	данном случае	4	4
95	это только	3	4
96	не было	2	4
97	таким путем	4	4
98	мы находим	2	4
99	того чтобы	14	4
100	и для	4	4
101	в которой	2	4
102	той же	8	4
103	мы не	3	4
104	в таком	2	4
105	в данном	4	4
106	этот вопрос	3	4
107	потому что	21	4
108	бессознательного и	2	4
109	не могут	3	3
110	главным образом	3	3
111	если бы	6	3
112	конечном счете	3	3
113	тому что	4	3
114	в них	2	3
115	и от	2	3
116	что все	9	3
117	в конечном	3	3
118	а только	3	3
119	в себе	2	3
120	и как	7	3
121	но это	2	3
122	по своему	3	3
123	сейчас же	5	3
124	в узком	2	3
125	она не	2	3
126	было бы	11	3
127	и тот	2	3
128	в общем	3	3
129	ни на	3	3
130	и той	4	3
131	из которого	4	3
132	с ее	3	3
133	бы то	2	3
134	жизни и	4	3
135	когда он	10	3
136	на него	2	3
137	вместе с	2	3
138	детской сексуальности	3	3
139	и содержание	2	3
140	и те	4	3
141	как в	9	3
142	одной и	4	3
143	и вот	3	3
144	этой области	2	3
145	и что	22	3
146	свою очередь	2	3
147	этой теории	2	3
148	на этот	2	3
149	и по	4	3
150	мы имеем	4	3
151	он дает	2	3
152	такой же	7	3
153	при анализе	2	3
154	в искусстве	21	3
155	в детской	2	3
156	такие же	2	3
157	в сознании	4	3
158	художественной формы	12	2
159	в самых	2	2
160	этих двух	2	2
161	в отношении	3	2
162	зависит от	2	2
163	по учению	2	2
164	что это	8	2
165	в какой	2	2
166	того же	2	2
167	с другой	3	2
168	это не	2	2
169	оно не	2	2
170	формы и	6	2
171	же что	2	2
172	в конце	3	2
173	же самое	6	2
174	чувства и	2	2
175	тем не	4	2
176	для нас	2	2
177	в ее	2	2
178	до конца	3	2
179	том что	21	2
180	в глаза	2	2
181	не существует	2	2
182	а не	7	2
183	всю жизнь	2	2
184	не остается	2	2
185	что с	3	2
186	с этими	2	2
187	в нашей	3	2
188	и часто	2	2
189	из них	4	2
190	во сне	2	2
191	душевной жизни	2	2
192	в процессе	2	2
193	конце концов	3	2
194	относится к	3	2
195	в него	2	2
196	себе и	2	2
197	для нее	2	2
198	и до	4	2
199	точка зрения	2	2
200	ответ на	2	2
201	становится совершенно	2	2
202	как не	2	2
203	сих пор	5	2
204	что она	16	2
205	в их	3	2
206	только на	5	2
207	объясняется и	2	2
208	отличается от	2	2
209	в нас	3	2
210	и таким	2	2
211	а с	2	2
212	которых мы	3	2
213	этом отношении	5	2
214	что оно	2	2
215	а потому	2	2
216	из того	2	2
217	заметить что	2	2
218	должны быть	3	2
219	и у	2	2
220	и даже	5	2
221	так же	18	2
222	как на	5	2
223	отличие от	2	2
224	роль в	2	2
225	мы видим	4	2
226	бессознательное в	2	2
227	и то	3	2
228	их в	2	2
229	то или	2	2
230	в психологии	7	2
231	может оказаться	2	2
232	в своих	9	2
233	что и	17	2
234	в первый	2	2
235	и при	2	2
236	но как	3	2
237	и вообще	2	2
238	при помощи	10	2
239	до сих	5	2
240	когда мы	2	2
241	как это	4	2
242	же с	2	2
243	и поэтому	4	2
244	в виду	3	2
245	это было	3	2
