N	2gram	Vinokur_St_1	FransuaR
1	и в	44	41
2	то есть	2	20
3	таким образом	7	19
4	в этом	21	15
5	и все	2	14
6	как и	9	14
7	в этой	11	13
8	то же	5	13
9	все эти	5	13
10	в его	9	12
11	прежде всего	7	11
12	в том	36	11
13	в себе	2	11
14	никто не	4	10
15	так и	9	10
16	все это	5	10
17	в то	9	10
18	в качестве	4	9
19	и его	8	9
20	не в	12	9
21	же время	4	9
22	но и	10	9
23	в своем	2	9
24	что в	30	9
25	в конце	3	8
26	по существу	2	8
27	то что	18	8
28	но в	10	8
29	вовсе не	19	7
30	как бы	4	7
31	в нем	5	7
32	и не	16	7
33	в эпоху	2	7
34	у него	2	6
35	это не	8	6
36	ни в	3	6
37	есть в	2	6
38	для него	6	6
39	только в	10	6
40	о том	17	6
41	уже в	2	5
42	не только	18	5
43	в ней	3	5
44	что и	6	5
45	как в	13	5
46	и у	2	5
47	а в	17	5
48	к нему	2	5
49	и для	3	5
50	так же	5	5
51	точки зрения	11	5
52	и это	2	5
53	потому что	6	5
54	том числе	2	4
55	что это	4	4
56	но он	2	4
57	том что	29	4
58	но все	4	4
59	было бы	17	4
60	в сущности	2	4
61	может быть	15	4
62	он не	2	4
63	целый ряд	2	4
64	и с	3	4
65	ничего не	2	4
66	я не	7	3
67	в отношении	9	3
68	что у	4	3
69	того же	3	3
70	во время	3	3
71	и потому	2	3
72	это в	4	3
73	очень часто	3	3
74	он был	3	3
75	но это	6	3
76	такой же	5	3
77	по этому	3	3
78	совсем не	2	3
79	в своей	6	3
80	при этом	2	3
81	но именно	2	3
82	из них	8	3
83	несмотря на	2	3
84	например в	8	3
85	и их	2	3
86	что он	10	3
87	жизни и	5	3
88	во всех	8	3
89	не может	8	3
90	не было	4	3
91	в той	6	3
92	тем самым	2	3
93	за то	3	3
94	с точки	8	3
95	не имеет	4	3
96	и по	5	3
97	той же	5	3
98	и те	2	3
99	можно было	13	3
100	тем что	5	3
101	как о	2	3
102	не знает	2	3
103	связанные с	3	3
104	его в	2	3
105	так как	5	3
106	от этого	2	3
107	что все	2	2
108	именно в	6	2
109	а на	3	2
110	никогда не	5	2
111	числе и	2	2
112	в этих	2	2
113	и так	3	2
114	и во	2	2
115	с этим	3	2
116	на самом	6	2
117	о котором	2	2
118	отношению к	3	2
119	отношение к	2	2
120	еще не	3	2
121	того что	9	2
122	со всеми	2	2
123	своего рода	3	2
124	свидетельствует о	2	2
125	нужно сказать	5	2
126	а также	2	2
127	дело не	4	2
128	должен быть	3	2
129	раз я	2	2
130	места в	2	2
131	во второй	9	2
132	в первой	12	2
133	по отношению	3	2
134	этом отношении	7	2
135	еще более	4	2
136	а не	16	2
137	говорит что	3	2
138	свое время	2	2
139	на которой	2	2
140	мы не	2	2
141	в данном	14	2
142	и то	5	2
143	в результате	3	2
144	их в	2	2
145	во всяком	6	2
146	в которых	5	2
147	также и	9	2
148	в свое	2	2
149	дело в	6	2
150	в чем	3	2
151	это прежде	2	2
152	в которой	4	2
153	в области	14	2
154	мы имеем	2	2
155	нет ни	2	2
156	за что	4	2
157	том как	4	2
