N	2gram	Bakhtin_Pr_1	Analitik
1	не только	9	22
2	и в	38	18
3	как и	7	14
4	так и	5	14
5	в этом	15	14
6	но и	9	13
7	и его	16	13
8	в частности	2	12
9	том что	3	12
10	и не	42	12
11	при этом	5	11
12	а в	6	10
13	как бы	22	10
14	то есть	46	10
15	может быть	26	9
16	что в	7	9
17	а не	5	9
18	в том	8	9
19	с его	2	8
20	и даже	3	8
21	с другой	7	7
22	но не	12	7
23	в его	43	7
24	отношению к	19	7
25	по отношению	21	7
26	не в	7	6
27	в начале	2	6
28	еще не	7	6
29	он не	3	6
30	в их	10	6
31	о том	4	6
32	никогда не	5	5
33	не является	3	5
34	прежде всего	13	5
35	в свою	2	5
36	или иной	2	5
37	в самом	7	5
38	что и	2	5
39	в мире	3	5
40	другой стороны	4	5
41	лишь в	2	5
42	в слове	3	5
43	между тем	7	5
44	мы имеем	2	5
45	не менее	4	4
46	отнюдь не	19	4
47	в своем	5	4
48	столь же	2	4
49	что он	2	4
50	можно сказать	2	4
51	и к	3	4
52	и как	8	4
53	себя в	2	4
54	имеем дело	3	4
55	в пределах	6	4
56	не есть	6	4
57	все же	6	4
58	приводит к	3	4
59	таким образом	10	4
60	тем самым	4	4
61	и на	3	4
62	в данном	4	4
63	далеко не	5	4
64	в каждом	2	3
65	к этому	2	3
66	не всегда	6	3
67	его как	3	3
68	в ее	4	3
69	было бы	8	3
70	же время	3	3
71	по поводу	2	3
72	к содержанию	17	3
73	той или	2	3
74	известной степени	4	3
75	в целом	3	3
76	данном случае	4	3
77	как в	4	3
78	все это	3	3
79	дело с	6	3
80	то же	5	3
81	не было	2	3
82	этом отношении	2	3
83	что не	4	3
84	его не	2	3
85	ничего не	6	3
86	точки зрения	8	3
87	но как	2	3
88	говорить о	3	3
89	во всем	2	3
90	в то	4	3
91	его в	9	3
92	в произведении	4	3
93	здесь не	4	3
94	в особенности	2	3
95	едва ли	3	3
96	как это	2	3
97	представляется нам	2	2
98	могут быть	5	2
99	все эти	5	2
100	конечном счете	4	2
101	все они	5	2
102	в них	5	2
103	поэтому в	2	2
104	это не	5	2
105	но они	4	2
106	и от	3	2
107	в нем	15	2
108	есть не	2	2
109	и ее	2	2
110	в тех	3	2
111	произведения и	2	2
112	несмотря на	3	2
113	о которых	2	2
114	тем не	3	2
115	да и	3	2
116	в романе	4	2
117	в дальнейшем	3	2
118	с самим	2	2
119	иметь дело	2	2
120	одна из	2	2
121	в большинстве	5	2
122	или точнее	2	2
123	не более	2	2
124	одной стороны	3	2
125	со всеми	3	2
126	совершенно не	7	2
127	например в	3	2
128	хотя и	3	2
129	в ней	4	2
130	в конечном	4	2
131	и потому	4	2
132	не с	4	2
133	то что	8	2
134	в культуре	2	2
135	во всех	11	2
136	связь с	3	2
137	в форме	4	2
138	не может	27	2
139	в отличие	5	2
140	эстетического объекта	37	2
141	как к	2	2
142	входит в	8	2
143	отношения к	6	2
144	в лирике	2	2
145	с одной	3	2
146	но с	3	2
147	в себя	2	2
148	самом деле	6	2
149	в значительной	2	2
150	с точки	6	2
151	и он	2	2
152	и для	11	2
153	и прежде	5	2
154	сказать что	4	2
155	мы можем	6	2
156	тем что	2	2
157	нуждается в	2	2
158	в себе	4	2
159	и здесь	2	2
160	в искусстве	12	2
161	только в	13	2
162	вопроса о	3	2
163	и все	3	2
164	дело в	2	2
165	там где	6	2
166	отличие от	5	2
167	но в	4	2
168	произведения как	8	2
