N	2gram	Nazirov_Tr_1	Myshleni
1	и в	18	25
2	в том	2	23
3	том что	4	20
4	что в	4	17
5	так же	4	17
6	ребенка и	2	17
7	с тем	2	16
8	как и	5	15
9	то что	4	15
10	в его	3	15
11	в этом	9	14
12	может быть	7	13
13	в целом	4	13
14	ребенка в	2	12
15	перед нами	2	10
16	как бы	7	10
17	и не	7	10
18	и что	4	10
19	что и	2	10
20	как в	3	9
21	ни в	2	9
22	тем что	2	8
23	уже в	3	7
24	столь же	2	7
25	все эти	3	7
26	как это	3	7
27	не в	2	6
28	один из	3	6
29	не может	5	6
30	и на	7	6
31	потому что	2	6
32	в основном	3	6
33	что он	6	6
34	не только	8	6
35	все же	5	6
36	в отличие	2	6
37	все это	4	6
38	отличие от	2	6
39	так и	5	5
40	что это	5	5
41	и как	3	5
42	но это	4	5
43	для него	3	5
44	при этом	3	5
45	что она	2	5
46	с ее	3	5
47	о том	2	5
48	как говорит	2	5
49	в этой	4	5
50	не могут	2	4
51	в частности	2	4
52	никогда не	2	4
53	в своем	3	4
54	прежде всего	4	4
55	к тому	2	4
56	что с	3	4
57	мог бы	3	4
58	не мог	2	4
59	отнюдь не	3	4
60	но и	4	4
61	то и	2	4
62	друг друга	2	4
63	в то	5	4
64	с ним	3	4
65	и все	4	4
66	еще не	4	4
67	он не	2	4
68	и это	2	4
69	что эти	2	3
70	и сам	3	3
71	в самом	2	3
72	который в	2	3
73	его в	2	3
74	в виде	2	3
75	то же	5	2
76	так что	2	2
77	но все	2	2
78	к области	2	2
79	в нем	4	2
80	должно быть	3	2
81	и здесь	2	2
82	но они	2	2
83	с его	2	2
84	к жизни	5	2
85	в одном	2	2
86	об этом	4	2
87	в таком	2	2
88	одна из	2	2
89	еще в	2	2
90	в мире	3	2
91	уже не	2	2
92	тем самым	3	2
93	и его	6	2
94	и то	2	2
95	в себе	4	2
96	что говорит	2	2
97	а как	2	2
