N	2gram	Bakhtin_Fr_8	Narrotol
1	не только	8	26
2	а не	2	17
3	но и	9	15
4	в том	13	14
5	при этом	4	14
6	в качестве	4	14
7	и не	9	14
8	том что	8	13
9	и в	56	13
10	в этом	14	13
11	в частности	7	11
12	только в	9	11
13	может быть	3	10
14	в данном	2	10
15	своего рода	5	9
16	так и	13	9
17	а в	2	9
18	то есть	24	9
19	картина мира	2	8
20	то что	3	8
21	в себе	4	8
22	не может	2	8
23	не в	3	8
24	никогда не	5	6
25	в своем	3	6
26	прежде всего	6	6
27	можно сказать	2	6
28	и к	4	6
29	в его	18	6
30	и т.п	11	6
31	данном случае	2	6
32	все же	2	6
33	у него	7	6
34	как бы	11	6
35	а также	3	6
36	но в	6	6
37	точки зрения	6	5
38	что он	2	5
39	одной стороны	2	5
40	хотя и	2	5
41	он не	5	5
42	в котором	2	5
43	в нем	8	5
44	в форме	3	5
45	таким образом	17	5
46	с одной	4	5
47	в той	6	5
48	с другой	2	5
49	в то	12	5
50	далеко не	2	5
51	о том	4	5
52	перед нами	3	4
53	что это	4	4
54	если бы	2	4
55	в литературе	3	4
56	как и	5	4
57	времени и	4	4
58	что в	5	4
59	для него	2	4
60	в своей	2	4
61	в ее	6	4
62	то же	11	4
63	уже не	3	4
64	в мире	2	4
65	в другом	3	4
66	все его	3	4
67	в этой	6	4
68	и т.д	3	4
69	и все	6	4
70	с ним	2	4
71	в известном	2	3
72	с его	5	3
73	это не	2	3
74	в слове	2	3
75	что они	2	3
76	одна из	4	3
77	но не	5	3
78	же время	10	3
79	и сам	2	3
80	к его	3	3
81	как раз	2	3
82	той или	2	3
83	один из	5	3
84	как к	2	3
85	все эти	15	3
86	самом деле	2	3
87	того чтобы	4	3
88	и даже	8	3
89	и для	2	3
90	и его	12	3
91	характер и	3	3
92	с этой	2	3
93	сказать что	3	3
94	между тем	3	3
95	действующих лиц	2	3
96	по своей	4	3
97	существенную роль	3	3
98	так сказать	5	3
99	мира и	2	3
100	только не	2	2
101	в нашем	2	2
102	о них	2	2
103	вовсе не	6	2
104	и здесь	3	2
105	с такою	2	2
106	говорит о	2	2
107	и более	4	2
108	по своему	8	2
109	еще не	10	2
110	было бы	2	2
111	картины мира	2	2
112	своему характеру	2	2
113	себе и	2	2
114	в самом	9	2
115	несмотря на	2	2
116	в центре	2	2
117	интерес к	2	2
118	что она	2	2
119	все те	2	2
120	что и	3	2
121	его жизни	2	2
122	начала и	4	2
123	в процессе	5	2
124	нового времени	2	2
125	только на	2	2
126	мертвых душ	6	2
127	второй план	2	2
128	в других	2	2
129	на самом	2	2
130	они не	5	2
131	с точки	2	2
132	так же	2	2
133	той же	6	2
134	роль в	5	2
135	мы не	2	2
136	на одном	2	2
137	но это	2	2
138	в результате	5	2
139	в ней	4	2
140	в виде	2	2
141	но он	3	2
142	в своих	4	2
143	в церкви	2	2
144	во время	5	2
145	зрения на	2	2
146	бы в	3	2
147	потому что	6	2
148	в области	5	2
149	к которому	3	2
