N	2gram	Vygotskiy__5	Morfolog
1	может быть	11	52
2	и т	7	49
3	т д	3	47
4	таким образом	20	20
5	не может	9	17
6	в этих	3	16
7	могут быть	8	15
8	с этим	2	14
9	и в	30	13
10	в этом	14	13
11	действующих лиц	7	13
12	так как	9	12
13	перед нами	2	11
14	мы видим	8	11
15	связи с	2	11
16	видим что	3	10
17	представляют собой	2	10
18	прежде всего	4	9
19	этом случае	2	9
20	так и	3	9
21	то же	7	9
22	и не	6	9
23	а не	8	9
24	мы имеем	8	9
25	с другой	9	8
26	а затем	2	8
27	по существу	2	8
28	что и	3	8
29	в результате	4	8
30	вопрос о	3	7
31	в качестве	2	7
32	все же	7	7
33	это не	3	6
34	не могут	3	6
35	и здесь	6	6
36	в том	27	6
37	но не	7	6
38	в форме	2	6
39	а в	4	6
40	если мы	16	5
41	и другие	3	5
42	мы увидим	9	5
43	во всех	2	5
44	как бы	19	5
45	один из	5	5
46	то что	37	5
47	образом мы	3	5
48	или в	6	5
49	потому что	23	5
50	мы не	3	5
51	что в	24	4
52	и как	7	4
53	вовсе не	3	4
54	героя в	3	4
55	об этом	3	4
56	герой и	2	4
57	было бы	5	4
58	на его	3	4
59	несмотря на	5	4
60	не только	16	4
61	то это	4	4
62	как в	3	4
63	как мы	5	4
64	другой стороны	5	4
65	так же	13	4
66	по отношению	2	4
67	показать что	12	4
68	как и	6	4
69	там где	4	4
70	следующим образом	2	4
71	героя а	2	4
72	тем что	6	4
73	точки зрения	7	4
74	с точки	2	4
75	на этом	6	4
76	ничего не	2	4
77	только что	4	3
78	если бы	11	3
79	в нашем	2	3
80	между собой	2	3
81	он должен	8	3
82	же в	2	3
83	том что	21	3
84	но все	2	3
85	что они	5	3
86	в целом	5	3
87	того чтобы	20	3
88	в сущности	12	3
89	он не	3	3
90	не является	2	3
91	ни в	3	3
92	но и	6	3
93	от того	4	3
94	целый ряд	3	3
95	на самом	2	3
96	самом деле	8	3
97	и отсюда	3	3
98	из которых	4	3
99	и для	6	3
100	то здесь	2	3
101	мы можем	7	3
102	из них	2	3
103	в то	2	3
104	мы должны	3	3
105	если же	2	3
106	героя и	7	3
107	но в	5	3
108	что ни	3	2
109	совсем не	2	2
110	с тем	8	2
111	в частности	4	2
112	хотя бы	3	2
113	образом если	2	2
114	что эта	4	2
115	состоит в	3	2
116	к этому	3	2
117	что он	17	2
118	можно сказать	2	2
119	так например	3	2
120	и к	4	2
121	на первый	2	2
122	или с	2	2
123	не с	2	2
124	в нее	2	2
125	и при	2	2
126	только в	5	2
127	от него	4	2
128	для него	3	2
129	одной стороны	12	2
130	мы уже	6	2
131	или на	2	2
132	с теми	3	2
133	с героем	2	2
134	себя и	2	2
135	чем это	3	2
136	из двух	3	2
137	показать как	4	2
138	не существует	3	2
139	быть и	2	2
140	вопроса о	2	2
141	есть нечто	3	2
142	как например	2	2
143	и таким	2	2
144	и только	3	2
145	а с	5	2
146	с одной	12	2
147	все эти	2	2
148	и что	23	2
149	того что	8	2
150	для того	20	2
151	тем же	3	2
152	и его	6	2
153	можно было	3	2
154	на героя	2	2
155	является в	2	2
156	с двумя	3	2
157	в каком	3	2
158	этот вопрос	4	2
159	в другом	3	2
160	не знает	2	2
161	что мы	11	2
162	о том	10	2
163	что эти	2	2
164	должны будем	2	2
165	ясно что	6	2
166	одна из	3	2
167	сказать что	9	2
168	как это	7	2
169	время как	2	2
