N	2gram	Tiupa_Lite_3	Komedia
1	и в	16	22
2	и не	22	21
3	том что	8	13
4	в том	12	12
5	со стороны	7	11
6	потому что	3	10
7	в самом	3	9
8	вместе с	5	9
9	если бы	2	8
10	что он	5	8
11	в его	6	8
12	что и	2	8
13	в глазах	3	8
14	в этом	14	8
15	о том	6	8
16	его в	2	8
17	о чем	3	7
18	при этом	15	7
19	в свою	2	7
20	то же	9	7
21	едва ли	3	7
22	а в	5	7
23	в конце	2	7
24	к этому	2	6
25	тому же	5	6
26	того же	2	6
27	еще не	6	6
28	для того	2	6
29	к тому	6	6
30	может быть	12	6
31	как раз	2	6
32	самом деле	3	6
33	того чтобы	2	6
34	и его	6	6
35	в то	9	6
36	не менее	2	5
37	связи с	2	5
38	что в	2	5
39	же время	7	5
40	прежде всего	3	5
41	то это	2	5
42	а по	2	5
43	как это	3	5
44	и сам	2	5
45	хотя и	4	5
46	не только	14	5
47	в своей	7	5
48	отношение к	2	5
49	из них	4	5
50	по отношению	4	5
51	тем что	2	5
52	к себе	8	5
53	но в	3	5
54	отнюдь не	3	4
55	однако в	4	4
56	с другой	6	4
57	все же	2	4
58	не в	10	4
59	до конца	4	4
60	несмотря на	2	4
61	то что	12	4
62	когда он	2	4
63	но и	14	4
64	а не	12	4
65	и для	4	4
66	так же	2	4
67	точки зрения	7	4
68	на себя	2	4
69	в себе	6	4
70	так и	9	4
71	и с	2	4
72	с его	6	3
73	в частности	11	3
74	никогда не	4	3
75	то ни	2	3
76	с этой	2	3
77	если не	2	3
78	одного из	2	3
79	в нем	2	3
80	далеко не	2	3
81	на то	2	3
82	и к	3	3
83	в ее	5	3
84	как и	5	3
85	в начале	4	3
86	в этой	8	3
87	одной стороны	4	3
88	было бы	2	3
89	по собственному	2	3
90	как бы	8	3
91	один из	2	3
92	отношению к	4	3
93	в целом	5	3
94	не может	8	3
95	с одной	4	3
96	из того	2	3
97	что не	2	3
98	с точки	3	3
99	и даже	2	3
100	представляет собой	2	3
101	не знает	2	3
102	же самое	2	3
103	в основе	5	2
104	только для	3	2
105	все время	3	2
106	ни было	2	2
107	состоит в	6	2
108	себя и	2	2
109	в качестве	5	2
110	не как	2	2
111	как в	5	2
112	это не	5	2
113	в одном	4	2
114	стороны и	2	2
115	о которой	2	2
116	в г	3	2
117	а затем	3	2
118	отличие от	5	2
119	по существу	4	2
120	х годов	15	2
121	в присутствии	2	2
122	за ним	2	2
123	бы то	2	2
124	что ему	2	2
125	перед лицом	4	2
126	а на	2	2
127	и если	4	2
128	совершенно не	3	2
129	на его	3	2
130	одним из	4	2
131	а также	4	2
132	так или	2	2
133	и ты	4	2
134	не с	2	2
135	раз в	2	2
136	во всех	2	2
137	как мы	2	2
138	другой стороны	2	2
139	все еще	3	2
140	вплоть до	2	2
141	отношения к	3	2
142	этом отношении	5	2
143	человека в	2	2
144	в мире	16	2
145	или иначе	2	2
146	в своих	2	2
147	и на	2	2
148	я говорю	2	2
149	между тем	3	2
150	он и	2	2
151	и ее	2	2
152	в другом	6	2
153	здесь не	2	2
154	всего лишь	5	2
155	в области	3	2
