N	2gram	Vygotskiy__1	Problema
1	и в	23	44
2	вовсе не	3	37
3	и не	9	35
4	может быть	14	28
5	потому что	6	25
6	по себе	5	25
7	то что	17	23
8	в том	24	21
9	только в	6	19
10	а не	3	18
11	в этом	17	17
12	сказать что	11	16
13	если мы	2	16
14	и даже	2	14
15	не только	16	14
16	и то	3	14
17	не в	4	13
18	то же	8	13
19	но в	5	12
20	том что	21	12
21	не является	9	11
22	но и	14	10
23	как и	14	10
24	так и	5	10
25	и от	3	9
26	и тем	6	9
27	не имеет	2	9
28	и с	9	9
29	же самое	3	9
30	как бы	11	9
31	так как	7	9
32	что он	7	9
33	в то	7	9
34	в его	14	9
35	в данном	2	9
36	во всяком	3	9
37	и это	3	9
38	таким образом	26	9
39	перед нами	5	8
40	что в	14	8
41	ни в	4	8
42	смысле слова	3	8
43	того что	15	8
44	что мы	5	8
45	было бы	4	8
46	он не	5	8
47	как раз	4	8
48	как мы	5	8
49	в себе	6	8
50	связи с	3	8
51	с другой	10	7
52	данном случае	2	7
53	не может	12	7
54	уже не	2	7
55	все эти	4	7
56	мы находим	3	7
57	и что	5	7
58	мы должны	5	7
59	указывает на	2	7
60	и потому	2	7
61	мы не	7	7
62	никогда не	2	6
63	для этого	5	6
64	можно сказать	5	6
65	и если	3	6
66	всяком случае	3	6
67	в целом	20	6
68	жизни и	2	6
69	ясно что	2	6
70	и к	4	6
71	о том	6	6
72	все же	3	6
73	мы можем	6	6
74	сам по	3	6
75	в виде	2	6
76	в нашем	2	5
77	или даже	2	5
78	в конце	2	5
79	что они	3	5
80	с тем	7	5
81	хотя и	2	5
82	с той	2	5
83	другой стороны	9	5
84	все это	6	5
85	то и	3	5
86	в своем	3	5
87	а в	2	5
88	точки зрения	26	5
89	есть не	2	5
90	за пределы	2	5
91	с ней	2	5
92	в своей	4	5
93	как в	4	5
94	так же	16	5
95	тем самым	5	5
96	и его	6	5
97	этого слова	4	5
98	которое мы	3	5
99	едва ли	2	5
100	тому что	5	4
101	мы могли	7	4
102	при этом	4	4
103	время как	4	4
104	заключается в	8	4
105	могли бы	6	4
106	на первый	2	4
107	то время	5	4
108	в ее	2	4
109	на этот	3	4
110	в чем	4	4
111	можно было	3	4
112	тем что	6	4
113	в каком	3	4
114	дело в	2	4
115	уже в	3	3
116	же как	6	3
117	что это	3	3
118	что у	2	3
119	прежде всего	10	3
120	на то	5	3
121	к тому	4	3
122	и как	5	3
123	но все	2	3
124	в этой	7	3
125	для него	2	3
126	в самом	7	3
127	в первую	3	3
128	которые мы	2	3
129	значение в	3	3
130	отношения к	3	3
131	что для	5	3
132	с этой	6	3
133	в которых	3	3
134	свою собственную	2	3
135	с собой	2	3
136	если бы	5	3
137	об этом	3	3
138	говорить о	2	3
139	тем более	5	3
140	но не	4	3
141	действительность и	2	3
142	в качестве	9	3
143	одно и	2	3
144	первую очередь	3	3
145	она не	3	3
146	из этого	5	3
147	во всей	4	3
148	если не	3	3
149	и все	5	3
150	мы начинаем	2	3
151	из того	5	3
152	самом деле	3	3
153	хотя бы	4	3
154	с другими	2	3
155	этот вопрос	3	3
156	и ее	7	3
157	слова и	5	3
158	ничего не	3	3
159	на действительность	5	2
160	в известном	2	2
161	именно в	6	2
162	в частности	2	2
163	в этих	2	2
164	в отношении	10	2
165	не столько	4	2
166	что все	4	2
167	отражает действительность	2	2
168	всех этих	2	2
169	в известной	2	2
170	до сих	4	2
171	что является	2	2
172	на отдельные	3	2
173	о чем	2	2
174	в поисках	2	2
175	нас к	8	2
176	и следовательно	3	2
177	в котором	4	2
178	друг от	3	2
179	и до	2	2
180	образом и	3	2
181	от того	6	2
182	в их	3	2
183	с одной	8	2
184	что оно	3	2
185	его не	3	2
186	как на	4	2
187	в результате	4	2
188	в основе	8	2
189	с этим	6	2
190	бы в	5	2
191	как это	2	2
192	в наших	3	2
193	и более	5	2
194	нашего исследования	8	2
195	ничего кроме	2	2
196	всей его	3	2
197	это понятие	2	2
198	по существу	4	2
199	мы видели	2	2
200	и при	2	2
201	чем он	2	2
202	от друга	3	2
203	мы говорили	3	2
204	во всех	3	2
205	в слове	2	2
206	для себя	4	2
207	по сравнению	6	2
208	когда он	2	2
209	в процессе	8	2
210	вместе с	9	2
211	в природе	3	2
212	сих пор	4	2
213	мы только	2	2
214	на основании	5	2
215	только что	4	2
216	слова как	2	2
217	только тогда	2	2
218	нами в	2	2
219	а с	4	2
220	на ее	2	2
221	к проблеме	2	2
222	из которых	3	2
223	который в	3	2
224	целое и	2	2
225	с точки	18	2
226	воздействовать на	2	2
227	почти всегда	2	2
228	мы и	3	2
229	еще на	3	2
230	первый план	2	2
231	он в	3	2
232	могут быть	3	2
233	в другом	7	2
234	сравнению с	5	2
235	в которой	3	2
