N	2gram	Potebnia_M_4	StatiiOP
1	и в	23	29
2	том что	12	27
3	в том	23	27
4	в этом	23	21
5	но и	11	19
6	что в	17	19
7	не только	10	19
8	о том	8	17
9	что он	4	13
10	в его	5	13
11	между прочим	3	12
12	то что	29	11
13	все это	5	11
14	в которой	6	11
15	к тому	3	10
16	таким образом	24	10
17	в своем	8	9
18	и т	7	9
19	так и	6	9
20	и не	18	9
21	потому что	33	9
22	он не	2	9
23	по поводу	4	8
24	но в	8	8
25	с тем	7	7
26	в самом	3	7
27	в ней	2	7
28	в виду	3	7
29	в котором	4	7
30	я не	2	7
31	вместе с	6	7
32	тому что	2	7
33	того как	6	7
34	для того	6	7
35	об этом	2	6
36	в одном	4	6
37	вовсе не	7	6
38	вопрос о	2	6
39	до сих	4	6
40	т д	3	6
41	в течение	2	6
42	и что	7	6
43	того чтобы	4	6
44	и его	2	6
45	и на	3	6
46	в той	4	5
47	было бы	8	5
48	обратить внимание	2	5
49	как бы	5	5
50	сих пор	4	5
51	в языке	16	5
52	а не	12	5
53	того что	14	5
54	между тем	9	5
55	точки зрения	4	5
56	а как	2	4
57	до того	3	4
58	именно в	3	4
59	что у	3	4
60	с другой	2	4
61	не в	11	4
62	после того	2	4
63	для него	5	4
64	кроме того	3	4
65	если б	4	4
66	и к	6	4
67	и о	4	4
68	хотя и	5	4
69	в нем	7	4
70	внимание на	5	4
71	еще более	2	4
72	в речи	3	4
73	при помощи	3	4
74	связи с	3	4
75	еще до	3	4
76	в значении	3	4
77	и с	4	4
78	не менее	5	3
79	на вопрос	4	3
80	самого начала	2	3
81	что это	7	3
82	похоже на	2	3
83	в этих	3	3
84	из нее	2	3
85	давно уже	3	3
86	это слово	4	3
87	оно не	2	3
88	с этим	7	3
89	с нею	3	3
90	в образе	2	3
91	по себе	11	3
92	одном из	2	3
93	что на	2	3
94	у нас	2	3
95	так что	5	3
96	но это	3	3
97	например в	3	3
98	никогда не	3	3
99	и даже	2	3
100	всяком случае	3	3
101	самом деле	3	3
102	как в	7	3
103	отношений между	2	3
104	т п	4	3
105	не было	12	3
106	относятся к	2	3
107	тем что	10	3
108	на самом	3	3
109	и по	3	3
110	хотя бы	4	3
111	так же	4	3
112	во всяком	5	3
113	и здесь	2	3
114	иметь в	2	3
115	на нее	3	3
116	которые не	2	3
117	не то	5	3
118	место из	2	2
119	во время	2	2
120	и более	4	2
121	только не	3	2
122	если бы	13	2
123	и др	2	2
124	или лучше	2	2
125	в них	3	2
126	и я	2	2
127	бы ни	2	2
128	что и	7	2
129	тем не	4	2
130	в ее	2	2
131	только потому	4	2
132	как и	14	2
133	такое же	2	2
134	и как	2	2
135	только о	2	2
136	что я	11	2
137	в истории	4	2
138	в то	4	2
139	по своему	2	2
140	очевидно что	7	2
141	в это	2	2
142	на его	3	2
143	может быть	26	2
144	значительной степени	2	2
145	том же	2	2
146	и потому	10	2
147	на то	7	2
148	даже в	2	2
149	сами по	2	2
150	только в	15	2
151	в процессе	3	2
152	дело не	2	2
153	со стороны	3	2
154	только что	3	2
155	судить по	2	2
156	не может	11	2
157	тогда как	4	2
158	к первому	2	2
159	например что	2	2
160	то же	14	2
161	все эти	3	2
162	при этом	15	2
163	там где	3	2
164	что такое	7	2
165	на этот	2	2
166	не имеет	5	2
167	с точки	3	2
168	в данном	4	2
169	сказать что	8	2
170	языка в	2	2
171	с и	2	2
172	в каком	4	2
173	в себе	14	2
174	этот вопрос	3	2
175	и вообще	2	2
176	от его	2	2
177	его в	4	2
178	и это	2	2
179	том смысле	2	2
180	так как	14	2
181	в области	2	2
182	поэзии и	7	2
183	это было	2	2
