N	2gram	Potebnia_M_4	Problema
1	то что	29	42
2	вовсе не	7	35
3	то есть	34	33
4	и в	23	32
5	и не	18	31
6	не есть	9	29
7	не менее	5	19
8	в этом	23	19
9	тем не	4	18
10	не только	10	17
11	потому что	33	16
12	по себе	11	15
13	а не	12	15
14	в виде	2	15
15	в себе	14	15
16	как бы	5	14
17	может быть	26	14
18	у нас	2	14
19	указывает на	2	14
20	но в	8	14
21	и тем	4	13
22	в нем	7	13
23	сказать что	8	13
24	что мы	10	13
25	при помощи	3	13
26	что в	17	12
27	а именно	4	12
28	том что	12	12
29	так и	6	12
30	и т	7	11
31	есть нечто	5	11
32	и даже	2	11
33	о том	8	11
34	так как	14	11
35	если мы	2	11
36	то же	14	10
37	т д	3	10
38	об этом	2	10
39	нет ничего	3	10
40	в том	23	9
41	это есть	3	9
42	но и	11	9
43	и что	7	9
44	так же	4	9
45	же самое	4	9
46	по своему	2	9
47	еще не	3	9
48	что же	5	9
49	того чтобы	4	9
50	в таком	4	9
51	в данном	4	9
52	и это	2	9
53	на то	7	8
54	есть только	5	8
55	данном случае	2	8
56	не может	11	8
57	все эти	3	8
58	и о	4	8
59	и на	3	8
60	даже и	3	8
61	когда мы	6	8
62	было бы	8	8
63	для того	6	8
64	но это	3	8
65	никогда не	3	7
66	между собою	4	7
67	все это	5	7
68	того что	14	7
69	в них	3	7
70	и все	4	7
71	что он	4	7
72	как мы	2	7
73	во всяком	5	7
74	сам по	4	7
75	тем что	10	7
76	только в	15	7
77	и есть	3	6
78	так что	5	6
79	и как	2	6
80	при этом	15	6
81	в самом	3	6
82	и если	3	6
83	хотя и	5	6
84	в виду	3	6
85	то и	4	6
86	таким образом	24	6
87	это не	7	6
88	и здесь	2	6
89	говорить о	5	6
90	и то	5	6
91	его в	4	6
92	таком случае	2	6
93	не существует	2	6
94	есть не	4	6
95	в то	4	6
96	в его	5	6
97	на самом	3	6
98	самом деле	3	6
99	что такое	7	6
100	в своем	8	5
101	можно сказать	4	5
102	для нас	14	5
103	есть в	5	5
104	мы уже	3	5
105	в котором	4	5
106	что она	2	5
107	мы должны	2	5
108	в сознании	4	5
109	с тем	7	5
110	то в	3	5
111	тем более	5	5
112	связи с	3	5
113	ни его	2	5
114	но уже	3	5
115	все равно	3	5
116	в других	2	5
117	именно в	3	4
118	тому что	2	4
119	точно так	2	4
120	чем больше	2	4
121	не в	11	4
122	мы и	2	4
123	по поводу	4	4
124	один из	2	4
125	на том	2	4
126	и только	3	4
127	не было	12	4
128	а в	5	4
129	их в	3	4
130	в истории	4	4
131	иметь в	2	4
132	если бы	13	4
133	как в	7	4
134	только на	4	4
135	тем самым	4	4
136	и притом	2	4
137	и для	2	4
138	вообще и	3	4
139	мы можем	10	4
140	и вообще	2	4
141	только для	2	3
142	уже в	5	3
143	что это	7	3
144	что не	6	3
145	в этих	3	3
146	с другой	2	3
147	то уже	2	3
148	что все	4	3
149	как же	4	3
150	что его	2	3
151	в действительности	3	3
152	обратить внимание	2	3
153	всяком случае	3	3
154	хотя бы	4	3
155	другими словами	8	3
156	мы говорим	7	3
157	и его	2	3
158	в самой	2	3
159	именно на	2	3
160	этих случаях	2	3
161	и вполне	2	3
162	в которых	3	3
163	с этим	7	3
164	точки зрения	4	3
165	в искусстве	3	3
166	и следовательно	3	3
167	с ним	5	3
168	уже и	2	3
169	только не	3	3
170	говорим что	3	3
171	в ее	2	3
172	как и	14	3
173	только потому	4	3
174	чтобы понять	2	3
175	есть и	2	3
176	не нужно	2	3
177	до сих	4	3
178	мы в	3	3
179	к тому	3	3
180	он не	2	3
181	сами по	2	3
182	оно не	2	3
183	поэтический образ	3	3
184	быть и	2	3
185	сих пор	4	3
186	мы хотим	2	3
187	да и	4	3
188	того как	6	3
189	хотя в	2	3
190	уже не	3	3
191	на этот	2	3
192	к нему	5	3
193	с точки	3	3
194	что значит	2	3
195	можно было	2	3
196	без которого	2	3
197	в каком	4	3
198	как оно	2	3
199	которые не	2	3
200	не могут	2	2
201	что если	6	2
202	который бы	2	2
203	в это	2	2
204	иное как	2	2
205	и нельзя	2	2
206	этом случае	5	2
207	крайней мере	5	2
208	но что	2	2
209	для него	5	2
210	кроме того	3	2
211	например в	3	2
212	на его	3	2
213	так или	2	2
214	и до	3	2
215	в нас	3	2
216	не имеет	5	2
217	должно быть	5	2
218	во многих	2	2
219	и с	4	2
220	не как	2	2
221	может иметь	2	2
222	из этих	2	2
223	известной степени	3	2
224	к его	2	2
225	в первом	3	2
226	мы имеем	4	2
227	между тем	9	2
228	образ не	2	2
229	же мы	2	2
230	могут быть	7	2
231	а может	2	2
232	то он	2	2
233	и так	3	2
234	по крайней	5	2
235	нельзя сказать	3	2
236	не что	2	2
237	человека а	2	2
238	мы видим	2	2
239	и при	2	2
240	она не	2	2
241	и может	4	2
242	но есть	4	2
243	в сущности	2	2
244	между прочим	3	2
245	что может	2	2
246	не значит	2	2
247	и потому	10	2
248	что будет	2	2
249	и другим	3	2
250	не будет	3	2
251	вместе с	6	2
252	и сама	2	2
253	только что	3	2
254	самое нужно	2	2
255	мы не	8	2
256	в ряд	2	2
257	или иначе	2	2
258	с другими	4	2
259	тому как	2	2
260	нас в	2	2
261	собою и	2	2
262	из наук	2	2
263	подобно тому	2	2
264	тем и	6	2
265	что иное	2	2
266	и другое	2	2
267	в таких	2	2
268	в науке	3	2
269	в которой	6	2
270	в области	2	2
271	не то	5	2
272	не можем	5	2
273	это было	2	2
