N	2gram	Losev_Vlad_1	Psycholo
1	то что	18	44
2	и в	31	33
3	в этом	14	28
4	и что	6	25
5	потому что	11	24
6	для того	2	23
7	может быть	6	22
8	том что	14	22
9	того чтобы	2	22
10	что в	14	21
11	в том	11	21
12	о том	11	20
13	что он	12	20
14	и мы	2	15
15	только что	2	15
16	как это	7	14
17	таким образом	3	13
18	и не	17	13
19	сказать что	7	13
20	то есть	3	13
21	все это	5	13
22	к тому	3	12
23	в самом	2	12
24	и все	4	12
25	так как	8	12
26	было бы	2	12
27	что все	2	11
28	он не	10	11
29	на то	5	10
30	говорит что	4	10
31	что она	2	10
32	не может	6	10
33	в его	12	10
34	в этой	4	9
35	и если	5	9
36	как раз	7	9
37	то же	6	9
38	в конце	9	8
39	в каком	2	8
40	вместе с	3	8
41	в своем	4	7
42	для нас	4	7
43	так что	10	7
44	в нем	4	7
45	не только	24	7
46	когда он	5	7
47	что они	3	6
48	и т	2	6
49	все эти	3	6
50	и вот	3	6
51	но он	5	6
52	точки зрения	2	6
53	что мы	2	6
54	во время	3	6
55	как на	2	6
56	у него	15	6
57	мы должны	2	6
58	никак не	4	6
59	в себе	4	6
60	мы будем	2	5
61	никогда не	9	5
62	нисколько не	2	5
63	и как	4	5
64	в целом	3	5
65	что для	4	5
66	и на	3	5
67	вовсе не	5	5
68	как он	4	5
69	с ним	5	5
70	ясно что	2	5
71	это и	2	5
72	как и	4	5
73	мы уже	7	5
74	и его	7	5
75	все же	3	5
76	и это	2	5
77	из этого	2	5
78	я не	4	4
79	в частности	2	4
80	что у	4	4
81	так например	2	4
82	том чтобы	2	4
83	совершенно не	2	4
84	из них	2	4
85	жизни и	5	4
86	а в	9	4
87	и других	2	4
88	того что	2	4
89	знаем что	2	4
90	с тем	2	4
91	и так	3	4
92	в жизни	3	4
93	к этому	6	4
94	об этом	7	4
95	у нас	6	4
96	и о	2	4
97	о нем	7	4
98	себя в	4	4
99	в своей	4	4
100	на него	3	4
101	как мы	9	4
102	той же	2	4
103	жизнь и	3	4
104	по поводу	12	4
105	только в	9	4
106	в которой	4	4
107	это было	6	4
108	и затем	2	3
109	ни в	2	3
110	что его	4	3
111	тому же	2	3
112	которой мы	2	3
113	тот же	3	3
114	на этом	2	3
115	всяком случае	2	3
116	и за	2	3
117	но и	19	3
118	и до	2	3
119	конечно не	2	3
120	не было	5	3
121	здесь мы	3	3
122	в своих	5	3
123	и здесь	3	3
124	в то	8	3
125	но не	3	3
126	к своей	2	3
127	указывает на	2	3
128	и из	3	3
129	он говорит	2	3
130	конце концов	3	3
131	что и	5	3
132	так и	6	3
133	как в	3	3
134	да и	4	3
135	и сейчас	2	3
136	тем самым	2	3
137	и он	3	3
138	к этой	2	3
139	и для	2	3
140	что этот	3	3
141	во всяком	2	3
142	тем что	2	3
143	в виде	3	3
144	на этот	6	3
145	место в	2	2
146	это делает	2	2
147	уже в	7	2
148	не был	5	2
149	с другой	3	2
150	и от	5	2
151	из этих	2	2
152	на все	2	2
153	в тех	2	2
154	мы знаем	2	2
155	толстого в	3	2
156	из его	4	2
157	же время	4	2
158	всю жизнь	3	2
159	никак нельзя	2	2
160	при этом	2	2
161	и кажется	2	2
162	в котором	6	2
163	взгляд на	3	2
164	один из	4	2
165	но мы	2	2
166	то как	2	2
167	другой стороны	3	2
168	т д	2	2
169	свидетельствуют о	3	2
170	на одной	3	2
171	образом в	2	2
172	воли и	2	2
173	в результате	2	2
174	больше чем	2	2
175	и с	14	2
176	во всем	4	2
177	также и	10	2
178	не в	5	2
179	мы сейчас	7	2
180	и потому	6	2
181	мы читаем	2	2
182	но в	12	2
183	с его	11	2
184	в них	2	2
185	что касается	3	2
186	это время	3	2
187	в англию	2	2
188	и к	6	2
189	по существу	2	2
190	чтобы он	2	2
191	можно сказать	6	2
192	мы увидим	3	2
193	в это	2	2
194	кажется что	2	2
195	не по	2	2
196	которую он	2	2
197	даже в	2	2
198	несколько дней	2	2
199	всей этой	2	2
200	со стороны	2	2
201	даже не	2	2
202	а с	5	2
203	то время	2	2
204	хотя бы	2	2
205	и то	10	2
206	через несколько	3	2
207	едва ли	3	2
208	ничего не	3	2
209	отца и	3	2
