N	2gram	Losev_Prob_3	Hudozhes
1	том что	12	16
2	и в	44	14
3	так и	10	13
4	у чехова	3	13
5	а не	18	12
6	в том	21	12
7	не только	14	12
8	при этом	4	12
9	о том	6	12
10	прежде всего	3	11
11	и т	13	11
12	в этом	17	11
13	в себе	8	11
14	для него	3	10
15	в своей	5	10
16	что он	9	9
17	как и	10	9
18	в качестве	3	9
19	то же	13	9
20	как в	5	8
21	то что	23	8
22	в этой	3	8
23	в то	9	8
24	в его	9	8
25	ничего не	3	8
26	это не	9	7
27	к тому	3	7
28	уже не	7	7
29	не в	13	7
30	еще не	5	7
31	как бы	9	7
32	не может	7	7
33	именно в	2	7
34	а в	5	7
35	никогда не	6	6
36	что в	8	6
37	было бы	8	6
38	не менее	10	5
39	перед нами	8	5
40	в частности	2	5
41	в этих	2	5
42	об этом	3	5
43	может быть	28	5
44	только в	19	5
45	но и	10	5
46	жизни и	6	5
47	по мнению	2	5
48	самом деле	3	5
49	друг друга	2	5
50	и его	5	5
51	можно было	4	5
52	потому что	25	5
53	ни в	8	5
54	точки зрения	5	5
55	но в	12	5
56	связи с	8	4
57	тому что	4	4
58	в своем	5	4
59	и от	9	4
60	и все	3	4
61	на то	3	4
62	можно сказать	6	4
63	и к	6	4
64	а только	5	4
65	тем не	10	4
66	то в	3	4
67	она не	3	4
68	мы уже	4	4
69	в самом	3	4
70	и о	5	4
71	в ней	5	4
72	себя в	2	4
73	из них	2	4
74	как раз	8	4
75	не было	5	4
76	человеческой жизни	2	4
77	того что	8	4
78	только что	2	4
79	он не	8	4
80	как будто	3	4
81	в конце	5	4
82	и это	9	4
83	с ним	7	4
84	и с	9	4
85	но не	3	3
86	или иная	3	3
87	если бы	3	3
88	отнюдь не	10	3
89	что у	3	3
90	с этим	2	3
91	же в	3	3
92	та или	3	3
93	это в	2	3
94	как мы	8	3
95	в ее	4	3
96	говорить о	3	3
97	от него	2	3
98	по своему	2	3
99	что при	2	3
100	такого рода	6	3
101	не имеют	4	3
102	для себя	2	3
103	в нем	9	3
104	все же	6	3
105	то и	5	3
106	в связи	7	3
107	т д	13	3
108	и для	2	3
109	все эти	7	3
110	и даже	14	3
111	с точки	2	3
112	и по	2	3
113	в таком	5	3
114	ничем не	2	3
115	тем что	4	3
116	будто бы	3	3
117	его в	3	3
118	а также	4	3
119	едва ли	5	3
120	том как	2	3
121	ни к	3	2
122	поэтому и	2	2
123	однако в	2	2
124	несет на	2	2
125	не столько	2	2
126	и потому	7	2
127	своих героев	2	2
128	ясно что	6	2
129	или иного	3	2
130	по себе	25	2
131	да и	5	2
132	от другой	2	2
133	так что	12	2
134	в другом	2	2
135	с той	5	2
136	же как	3	2
137	и что	7	2
138	мы читаем	2	2
139	а то	3	2
140	в целом	6	2
141	первую очередь	3	2
142	со своим	2	2
143	на себе	3	2
144	только на	5	2
145	в начале	2	2
146	в первую	3	2
147	никак не	9	2
148	хотя и	5	2
149	слова как	2	2
150	для нее	2	2
151	сих пор	2	2
152	что же	8	2
153	в их	2	2
154	все это	5	2
155	дело здесь	4	2
156	а с	2	2
157	все равно	3	2
158	и не	35	2
159	но с	2	2
160	на самом	7	2
161	это так	2	2
162	же касается	4	2
163	от себя	2	2
164	только потому	2	2
165	героя в	2	2
166	того или	6	2
167	не имеет	9	2
168	своей собственной	2	2
169	с этой	3	2
170	в результате	2	2
171	пока еще	2	2
172	с ее	2	2
173	эти слова	2	2
174	в художественном	3	2
175	нет ничего	6	2
176	но как	4	2
177	здесь не	8	2
178	как она	2	2
179	мы не	7	2
180	до сих	2	2
