N	2gram	Losev_Dial_2	Analitik
1	не только	19	22
2	и в	19	18
3	как и	10	14
4	так и	10	14
5	в этом	8	14
6	но и	12	13
7	и его	5	13
8	в частности	2	12
9	том что	10	12
10	и не	30	12
11	при этом	4	11
12	а в	4	10
13	как бы	14	10
14	может быть	20	9
15	что в	7	9
16	а не	16	9
17	в том	14	9
18	и даже	14	8
19	с другой	5	7
20	но не	6	7
21	как раз	5	7
22	к тому	2	6
23	не в	8	6
24	еще не	4	6
25	в этой	3	6
26	он не	4	6
27	в их	2	6
28	о том	5	6
29	никогда не	9	5
30	в конце	2	5
31	прежде всего	8	5
32	в самом	5	5
33	что и	5	5
34	в мире	2	5
35	другой стороны	4	5
36	в сущности	2	5
37	уже не	3	5
38	в результате	2	5
39	между тем	2	5
40	мы имеем	3	5
41	не менее	3	4
42	перед нами	2	4
43	о чем	3	4
44	отнюдь не	6	4
45	в своем	4	4
46	по крайней	9	4
47	в одном	4	4
48	по себе	18	4
49	что он	6	4
50	можно сказать	5	4
51	и к	7	4
52	и как	10	4
53	себя в	2	4
54	не есть	47	4
55	крайней мере	9	4
56	все же	4	4
57	таким образом	4	4
58	в данном	3	4
59	что по	2	4
60	уже в	4	3
61	в каждом	2	3
62	у пушкина	2	3
63	личности в	8	3
64	не должно	2	3
65	в ее	4	3
66	что они	6	3
67	было бы	3	3
68	же время	5	3
69	только не	2	3
70	той или	4	3
71	если в	2	3
72	с ее	2	3
73	не будет	2	3
74	дело не	2	3
75	данном случае	2	3
76	как в	2	3
77	все это	4	3
78	то же	12	3
79	не было	3	3
80	именно в	2	3
81	что не	6	3
82	его не	2	3
83	ничего не	3	3
84	с этим	3	3
85	точки зрения	12	3
86	но как	5	3
87	говорить о	5	3
88	в то	6	3
89	жизнь и	5	3
90	его в	3	3
91	как это	7	3
92	я и	2	3
93	сама по	7	2
94	в противоположность	2	2
95	бы и	2	2
96	могут быть	4	2
97	все эти	2	2
98	это не	10	2
99	не как	2	2
100	и от	3	2
101	в жизни	2	2
102	с нею	3	2
103	в нем	10	2
104	есть не	7	2
105	в тех	2	2
106	несмотря на	2	2
107	тем не	2	2
108	же в	2	2
109	да и	6	2
110	субъекта и	4	2
111	с тем	2	2
112	по своему	5	2
113	очевидно что	2	2
114	или точнее	3	2
115	тех пор	3	2
116	это и	3	2
117	в общем	2	2
118	совершенно не	7	2
119	например в	2	2
120	на его	2	2
121	в ней	2	2
122	об этом	3	2
123	и потому	5	2
124	всяком случае	2	2
125	по своей	4	2
126	только к	2	2
127	даже в	3	2
128	то что	14	2
129	во всех	2	2
130	вместе с	2	2
131	что она	14	2
132	не может	9	2
133	с одной	2	2
134	и вот	4	2
135	в той	3	2
136	тем или	2	2
137	самом деле	4	2
138	в новую	2	2
139	с точки	8	2
140	и по	4	2
141	и прежде	2	2
142	сказать что	10	2
143	во всяком	2	2
144	обратим внимание	2	2
145	тем что	2	2
146	личности и	6	2
147	мере в	2	2
148	нуждается в	3	2
149	в себе	15	2
150	в искусстве	2	2
151	что мы	2	2
152	только в	5	2
153	но всегда	2	2
154	и все	12	2
155	хотя в	2	2
156	в становлении	2	2
157	когда мы	3	2
158	или иным	2	2
159	но в	2	2
