N	2gram	Tiupa_Vved_1	Problema
1	и не	12	28
2	то есть	8	27
3	не только	20	24
4	только в	6	23
5	в том	10	20
6	и в	13	20
7	то что	6	15
8	потому что	5	15
9	было бы	4	14
10	той или	3	14
11	но и	19	14
12	перед нами	6	13
13	или иной	3	13
14	не в	6	13
15	также и	4	13
16	в нашем	6	12
17	в себе	5	12
18	том что	7	12
19	прежде всего	7	11
20	по себе	2	11
21	как будто	4	11
22	не менее	4	10
23	тем не	3	10
24	отнюдь не	7	10
25	в качестве	8	10
26	не является	3	10
27	так и	8	10
28	и его	5	10
29	едва ли	3	10
30	может быть	18	9
31	в этом	21	9
32	если бы	7	8
33	таким образом	4	8
34	в той	4	8
35	в результате	3	8
36	и все	4	8
37	но в	6	8
38	с другой	5	7
39	это не	6	7
40	есть в	2	7
41	еще не	7	7
42	такого рода	16	7
43	мы не	4	7
44	и тем	2	7
45	то же	5	7
46	а не	15	7
47	и с	2	7
48	в ней	4	7
49	здесь не	2	7
50	об этом	4	6
51	и от	2	6
52	а также	8	6
53	для нас	2	6
54	как и	11	6
55	но это	3	6
56	по своему	2	6
57	при этом	26	6
58	другой стороны	2	6
59	в данном	13	6
60	мы имеем	5	6
61	не существует	2	5
62	но не	5	5
63	на самом	4	5
64	хотя и	7	5
65	в нем	5	5
66	можно сказать	4	5
67	человеческой жизни	3	5
68	жизни и	7	5
69	данном случае	6	5
70	как в	4	5
71	то и	2	5
72	не может	7	5
73	в них	2	5
74	уже не	5	5
75	в этих	3	5
76	о том	5	5
77	времени и	7	4
78	в какой	4	4
79	и для	3	4
80	тем самым	5	4
81	в своей	5	4
82	никак не	2	4
83	как бы	4	4
84	не имеет	2	4
85	во всех	2	4
86	а в	6	4
87	и наконец	2	4
88	можно было	2	4
89	как раз	2	4
90	в то	4	4
91	с ним	3	4
92	к тому	6	3
93	и более	3	3
94	все они	2	3
95	сливаются в	2	3
96	в жизни	4	3
97	и к	2	3
98	слова но	2	3
99	как мы	3	3
100	для него	3	3
101	в начале	3	3
102	имеем дело	3	3
103	в его	4	3
104	что и	2	3
105	что в	3	3
106	бы и	4	3
107	в своем	5	3
108	не было	2	3
109	все равно	2	3
110	самом деле	3	3
111	что мы	2	3
112	которая не	2	3
113	и на	3	3
114	тем что	2	3
115	к его	3	3
116	в сознании	4	3
117	в области	3	3
118	как о	2	3
119	мы можем	2	3
120	в смысловом	2	2
121	но они	2	2
122	в частности	13	2
123	однако в	4	2
124	между собой	2	2
125	то он	2	2
126	представить себе	2	2
127	в литературе	2	2
128	человеческого сознания	2	2
129	тому же	4	2
130	а его	2	2
131	для них	3	2
132	в пределах	2	2
133	том как	3	2
134	в самом	2	2
135	свидетельствует о	4	2
136	том чтобы	2	2
137	он не	3	2
138	не вполне	3	2
139	в котором	8	2
140	все же	6	2
141	не к	4	2
142	или менее	2	2
143	дело с	2	2
144	жизни в	4	2
145	теперь уже	2	2
146	и по	3	2
147	а то	2	2
148	говорить о	2	2
149	далеко не	4	2
150	будто бы	3	2
151	более или	2	2
