N	2gram	Vygotskiy__1	Marksizm
1	может быть	14	28
2	и пр	2	25
3	и в	23	19
4	как бы	11	19
5	и не	9	19
6	не может	12	18
7	в процессе	8	18
8	точки зрения	26	17
9	то же	8	16
10	и его	6	16
11	как мы	5	15
12	в этом	17	15
13	таким образом	26	14
14	лишь в	6	14
15	в сущности	6	14
16	не только	16	13
17	с точки	18	13
18	речи и	28	13
19	связи с	3	13
20	если бы	5	11
21	вовсе не	3	11
22	не в	4	10
23	но и	14	10
24	том что	21	10
25	так и	5	10
26	речи в	14	10
27	для него	2	9
28	при этом	4	9
29	в основе	8	9
30	как и	14	9
31	самом деле	3	9
32	а не	3	9
33	же время	2	8
34	не является	9	8
35	по отношению	7	8
36	в то	7	8
37	с его	4	8
38	отношению к	7	8
39	только в	6	8
40	никогда не	2	7
41	в том	24	7
42	но в	5	7
43	и более	5	7
44	прежде всего	10	7
45	внутренней речи	9	7
46	в смысле	2	6
47	к тому	4	6
48	ни в	4	6
49	и как	5	6
50	в свою	4	6
51	того чтобы	17	6
52	в самом	7	6
53	и следовательно	3	6
54	с помощью	13	6
55	же самое	3	6
56	и все	5	6
57	речи мы	4	6
58	между тем	9	6
59	во всех	3	6
60	слова и	5	6
61	если мы	2	6
62	для того	15	6
63	хотя бы	4	6
64	мы можем	6	6
65	свою очередь	3	5
66	самого начала	8	5
67	смысле слова	3	5
68	в их	3	5
69	так же	16	5
70	и на	8	5
71	к этому	4	5
72	в его	14	5
73	этого слова	4	5
74	все же	3	5
75	значения слова	3	5
76	с самого	8	5
77	в данном	2	5
78	тем более	5	5
79	тому что	5	4
80	в отношении	10	4
81	на то	5	4
82	как если	2	4
83	по мере	4	4
84	то что	17	4
85	и тем	6	4
86	мы видели	2	4
87	значение в	3	4
88	того что	15	4
89	речь и	2	4
90	сказать что	11	4
91	бы в	5	4
92	как раз	4	4
93	смысле этого	3	4
94	к пониманию	2	4
95	что он	7	4
96	было бы	4	4
97	для себя	4	4
98	речь в	2	4
99	в слове	2	4
100	и ее	7	4
101	в себе	6	4
102	и т.д	5	4
103	ничего не	3	4
104	учение о	3	3
105	перед нами	5	3
106	в этих	2	3
107	в какой	5	3
108	столь же	6	3
109	с другой	10	3
110	и от	3	3
111	в двух	2	3
112	высшей степени	4	3
113	в этой	7	3
114	одной стороны	9	3
115	за пределы	2	3
116	в котором	4	3
117	значения и	2	3
118	в каком	3	3
119	а в	2	3
120	с этим	6	3
121	с одной	8	3
122	что оно	3	3
123	все эти	4	3
124	в другом	7	3
125	не имеет	2	3
126	должно быть	2	3
127	о том	6	3
128	в высшей	4	3
129	так как	7	3
130	сознания и	3	3
131	по себе	5	3
132	в ее	2	3
133	в качестве	9	3
134	одно и	2	3
135	связано с	2	3
136	до сих	4	3
137	не к	2	3
138	бы он	2	3
139	он не	5	3
140	и до	2	3
141	в своей	4	3
142	мысли и	6	3
143	мы только	2	3
144	только что	4	3
145	нами в	2	3
146	той же	2	3
147	с другими	2	3
148	и то	3	3
149	нашей работы	8	3
150	во всяком	3	3
151	могут быть	3	3
152	и это	3	3
153	сих пор	4	3
154	связана с	2	2
155	уже в	3	2
156	все основные	2	2
157	все время	6	2
158	независимо от	6	2
159	что в	14	2
160	что это	3	2
161	все более	3	2
162	в нашем	2	2
163	точку зрения	2	2
164	в одной	3	2
165	и речь	4	2
166	является как	2	2
167	на все	3	2
168	вопрос о	7	2
169	в собственном	5	2
170	является для	2	2
171	что они	3	2
172	почти исключительно	2	2
173	мышления о	2	2
174	из важнейших	2	2
175	и мышление	4	2
176	о чем	2	2
177	общения и	3	2
178	значительной степени	2	2
179	всяком случае	3	2
180	и переживания	2	2
181	в зависимости	2	2
182	жизни и	2	2
183	в своем	3	2
184	отношения к	3	2
185	всегда и	3	2
186	именно в	6	2
187	и даже	2	2
188	как на	4	2
189	и с	9	2
190	к его	2	2
191	от этого	2	2
192	поэтому в	2	2
193	лежит в	2	2
194	не с	2	2
195	зависимости от	2	2
196	но не	4	2
197	речью и	2	2
198	и потому	2	2
199	должен быть	4	2
200	собственном смысле	5	2
201	и речи	38	2
202	приводит к	4	2
203	а с	4	2
204	в значительной	2	2
205	к проблеме	2	2
206	в речи	2	2
207	ко всем	3	2
208	между ними	2	2
209	целое и	2	2
210	мы не	7	2
211	его значение	2	2
212	слова как	2	2
213	тем что	6	2
214	в виде	2	2
215	является конечно	2	2
216	более и	2	2
217	ответ на	3	2
218	там где	2	2
219	вместе с	9	2
