N	2gram	Tiupa_Disk_2	TeoriaLi
1	в мире	11	24
2	не только	10	18
3	в качестве	16	17
4	тогда как	11	16
5	и не	15	16
6	я в	5	16
7	а в	2	14
8	в частности	12	13
9	и в	16	13
10	состоит в	16	13
11	может быть	16	12
12	так и	9	12
13	то есть	12	12
14	представляет собой	11	11
15	при этом	17	11
16	в этом	16	11
17	в том	8	11
18	но не	7	10
19	в тексте	3	10
20	а не	14	10
21	и его	3	10
22	в его	3	9
23	то же	6	9
24	сводится к	2	8
25	от лат	2	8
26	что в	5	8
27	своего рода	10	8
28	такого рода	9	8
29	отношению к	4	8
30	но и	11	8
31	по отношению	4	8
32	себя в	6	7
33	в себе	19	7
34	том что	10	7
35	в отличие	12	7
36	в данном	7	7
37	точки зрения	4	7
38	по своей	6	7
39	в то	5	7
40	только в	3	7
41	отличие от	12	7
42	место в	2	6
43	с его	6	6
44	же время	5	6
45	еще не	6	6
46	картина мира	4	6
47	присутствия в	3	6
48	как бы	4	6
49	в русской	3	6
50	но в	11	6
51	в рамках	7	5
52	и одновременно	2	5
53	в своем	5	5
54	речевая маска	2	5
55	или иного	2	5
56	не сводится	4	5
57	или иной	3	5
58	а также	8	5
59	как и	16	5
60	не в	3	5
61	в пределах	4	5
62	я с	2	5
63	в нем	7	5
64	данном случае	6	5
65	как в	8	5
66	он не	3	5
67	уже не	3	5
68	тем самым	6	5
69	коммуникативного события	5	5
70	в принципе	2	5
71	жизни как	2	5
72	с другой	5	5
73	между тем	2	5
74	мы имеем	2	5
75	не менее	7	4
76	не столько	3	4
77	личности в	2	4
78	можно сказать	3	4
79	в ходе	2	4
80	ни в	7	4
81	в своей	6	4
82	то что	5	4
83	отношение к	2	4
84	по преимуществу	2	4
85	приводит к	3	4
86	и т.п	12	4
87	не может	9	4
88	и ее	3	4
89	говорить о	2	4
90	не знает	3	4
91	лирического героя	5	4
92	мира и	4	4
93	ни к	5	3
94	перед нами	3	3
95	по мысли	6	3
96	лирический герой	3	3
97	никогда не	2	3
98	в этих	3	3
99	в противоположность	5	3
100	художественной целостности	2	3
101	прежде всего	7	3
102	в соответствии	2	3
103	для него	5	3
104	объекта и	2	3
105	например в	3	3
106	совпадает с	2	3
107	той или	3	3
108	на почве	2	3
109	с ее	2	3
110	картины мира	7	3
111	художественного письма	7	3
112	другой стороны	2	3
113	входит в	2	3
114	а с	5	3
115	именно в	2	3
116	мира в	3	3
117	художественного целого	4	3
118	в другом	3	3
119	причастности к	2	3
120	и то	4	3
121	потому что	4	3
122	являет собой	2	3
123	нового времени	5	3
124	в основе	4	3
125	в этой	4	3
126	его в	3	3
127	все эти	3	3
128	в лирике	7	3
129	художественное целое	2	2
130	возможность иного	3	2
131	ситуации рассказывания	2	2
132	лирическое я	2	2
133	о чем	2	2
134	могут быть	3	2
135	восходит к	3	2
136	жизни в	3	2
137	того же	2	2
138	этического выбора	2	2
139	это не	3	2
140	одного и	3	2
141	с.с аверинцева	2	2
142	биографического дискурса	3	2
143	что он	2	2
144	или субъектом	2	2
145	и того	3	2
146	и как	3	2
147	соответствии с	3	2
148	и адресата	2	2
149	перед лицом	2	2
150	одной стороны	4	2
151	в большинстве	2	2
152	одно и	2	2
153	рассказ о	2	2
154	иначе говоря	3	2
155	этом мире	2	2
156	к его	4	2
157	частной жизни	2	2
158	к жизни	3	2
159	времени в	4	2
160	сочетании с	2	2
161	в сказании	3	2
162	не с	2	2
163	в целом	2	2
164	слова не	2	2
165	принадлежит к	3	2
166	вместе с	2	2
167	но она	3	2
168	русской литературе	2	2
169	коммуникативное событие	3	2
170	со стороны	10	2
171	в притче	2	2
172	человеческой жизни	2	2
173	в анекдоте	3	2
174	не на	2	2
175	здесь не	2	2
176	и для	2	2
177	я как	2	2
178	однако при	3	2
179	известного рода	4	2
180	с одной	4	2
181	реализуется в	2	2
182	и состоит	2	2
183	в себя	2	2
184	в лирическом	2	2
185	в той	2	2
186	жанровой традиции	3	2
187	значении этого	2	2
188	с точки	2	2
189	роль в	4	2
190	сверхличной заданности	2	2
191	в рассказе	4	2
192	их в	2	2
193	и возможность	2	2
194	в сочетании	2	2
195	следует признать	3	2
196	с читателем	3	2
197	как будто	3	2
198	не следует	3	2
199	о том	4	2
200	жизни но	3	2
201	и это	2	2
202	в области	2	2
203	я и	4	2
204	мире и	3	2
